gene_name	CpG
GPR61	5.520422248526446
UBR3	2.2387868595871163
ATP1A4	4.277984747299765
CD1B	7.900866807980749
OSBPL9	4.683696454306515
SDHB	7.266786540694901
TMEFF2	3.584962500721156
CENPF	5.436295119839363
PUSL1	1.7484612330040354
MEGF6	5.865423978313134
FAM151A	2.6392321632492775
TEX38	5.83035674741922
USP1	5.087462841250339
FPGT	2.5160151470036647
PRKACB	6.977279923499917
MRPL35	5.523561956057013
NHLH1	6.832890014164741
PARK7	4.121015400961366
PINK1	4.217230716220669
GLIS1	7.475733430966398
OR1C1	2.0738202332916713
RNF223	5.277984747299765
HES2	3.0874628412503395
MRPL30	4.405992359675837
PMVK	5.638073837180719
AL033529.1	2.438292851579147
THADA	4.921245888585589
LIX1L	5.266786540694901
HOXD9	4.104336659814735
GBP7	4.405992359675837
NEMP2	3.321928094887362
OR13G1	4.9818526532897405
MYCN	4.738767836800191
AL109811.3	3.6322682154995127
TNFRSF4	6.714245517666122
TNFSF18	5.255500733148386
PRADC1	1.3504972470841332
OXER1	5.409390936137702
OR2T3	3.786596361890807
NPPA	4.921245888585589
RGPD5	5.185866545311334
AL117348.2	3.0443941193584534
PPM1B	4.738767836800191
LBH	3.2234225499349374
C2orf66	5.705977901682522
C1orf74	3.350497247084133
VPS13D	6.147713722352154
H2BU1	6.257387842692652
METAP1D	2.9981955031532523
BSND	4.949534933017012
ST6GALNAC5	6.137503523749935
HK2	4.247927513443585
CAMK2N1	3.655351828612554
ADAM30	4.817623257511431
SH3YL1	3.9068905956085187
CALCRL	1.7092906357233577
SIX2	4.343407822297814
KIF5C	5.694880192799191
PDK1	5.638073837180719
LRRC38	3.2794712956444676
HES4	3.700439718141092
KCTD18	3.733354340613827
XPO1	4.602884408718419
PIGC	5.161887682376894
EDAR	4.882643049361842
EFNA4	4.504620392403552
ZEB2	4.892391025913404
INSL5	3.596935142387232
NDUFS2	5.035623909730721
KLHDC7A	4.8875252707415875
KIAA2013	3.925999418556223
TARBP1	3.6322682154995127
NUP133	3.9818526532897405
COA5	2.761285273361619
DUSP10	3.765534746362977
NBPF10	6.006746832440585
C1orf141	5.371558862611963
ELOVL1	4.897240425574799
LRRC40	5.754887502163468
FAM229A	5.409390936137702
KLF17	4.832890014164741
FAM167B	3.776103988073164
SCP2	3.9818526532897405
UTP25	4.446256229889564
FMO5	6.882643049361842
UCHL5	5.738767836800191
DNAJC6	2.7570232465074596
RPE65	5.951867504326902
CYP27C1	3.0125686735030555
DISC1	5.104336659814735
NASP	5.137503523749935
RSAD2	3.4854268271702415
CCDC173	7.2761244052742375
IER5	6.4886435398537845
MTF1	4.044394119358453
KIF3C	6.60139939053183
SPRR1B	4.802193216941825
PPIE	4.035623909730721
DQX1	1.9855004303048849
MTARC2	5.638073837180719
OR2T29	3.807354922057604
GPR1	5.185866545311334
RPS27	5.0916998341368105
LIMS2	4.364572432295856
DLGAP3	2.1634987322828794
ZNF644	4.940166750482817
TESK2	3.9068905956085187
RAB11FIP5	2.7070829917717063
FNBP1L	1.4698859762744636
RGS8	3.786596361890807
RIMKLA	4.2630344058337934
YPEL5	4.968090752045256
PTP4A2	7.022367813028454
SLC22A15	6.376776571882982
NFU1	5.008988783227255
PYHIN1	4.307428525192248
CCNYL1	5.77082904603249
GJC2	6.581953750848818
PKP4	7.459431618637297
NTSR2	4.153805336079036
WNT4	1.8559896973084806
ZNF512	4.802193216941825
ACOT11	5.680886920719692
XKR8	4.584962500721156
CATSPERE	5.185866545311334
HJV	4.689299160535892
KIF26B	5.321928094887363
C1orf158	6.006746832440585
MAP4K3	4.700439718141092
MANEAL	4.921245888585589
C1orf167	4.364572432295856
PIGK	6.143638309922037
C1orf226	4.554588851677638
RGPD4	4.017921907997263
AL358472.6	2.817623257511431
DVL1	5.2630344058337934
S100A11	1.263034405833794
EMX1	2.6016965164809576
ID3	5.06177619758669
FAM171B	3.733354340613827
LOXL3	6.221103725367875
CHRNB2	4.672425341971495
HOXD10	5.92362461136832
PTGER3	4.185866545311334
BLACAT1	4.529820946528695
TOMM20	2.7803100990433753
DUSP23	6.619119511453218
RPS6KC1	1.8073549220576042
GALNT2	8.682994583681683
ATP8B2	6.323730337521348
RAPH1	4.921245888585589
MOGS	4.7865963618908065
ASH1L	5.368069876532083
PRAMEF10	3.711494906650088
GTF3C3	2.8639384504239715
TP53I3	5.053111336459563
CEBPZOS	3.786596361890807
NES	4.9818526532897405
SOCS5	3.9164766444377164
ARHGEF19	4.104336659814735
PKN2	5.738767836800191
TINAGL1	4.5668151540108965
DOCK7	2.533563348214512
PRKCZ	4.602884408718419
DMRTA2	5.638073837180719
DDI2	4.672425341971495
CCDC142	2.1538053360790355
RLF	4.087462841250339
CD52	2.144046369616707
PHGDH	6.977279923499917
SLAMF9	5.865423978313134
KCNK3	3.221877081077034
CFLAR	2.942983598187102
ITPRID2	2.350497247084133
POLR1B	5.77082904603249
KIAA1614	4.832890014164741
ACTL8	5.008988783227255
ACP6	3.4462562298895643
ANKRD45	2.4982508675278257
DR1	3.2794712956444676
IL10	3.6667565918848033
FCRL4	6.112700132749362
HOXD13	5.551516017628014
S100A3	5.60584986719498
NEK7	3.689299160535892
CCDC141	3.8875252707415875
SCN1A	5.368069876532083
SAMD11	5.930737337562887
CEBPZ	5.542258049766918
SELE	4.087462841250339
LMOD1	4.4329594072761065
TFB2M	7.876516946564999
DBT	6.807354922057604
LHX9	4.137503523749935
AGBL5	3.655351828612554
KCNG3	7.076815597050831
SRP9	5.620586410451877
PSMB4	5.551516017628014
LRRC7	5.865423978313134
SF3B6	5.638073837180719
AK5	4.529820946528695
PSD4	5.336283387864432
LMX1A	4.738767836800191
HDAC1	4.602884408718419
TRIM67	3.4854268271702415
FCRL3	4.9818526532897405
GPAT2	2.2957230245399685
SRGAP2	4.185866545311334
EXO1	3.990954860396993
BCL2L15	6.870364719583405
OR6P1	5.368069876532083
TNFAIP6	3.711494906650088
LAMB3	4.82273014794452
MTRNR2L11	6.345183447187665
CAMTA1	5.526694845541976
PYCR2	4.655351828612554
TRIM43B	3.0
PCSK9	5.563768278452033
SLC9A2	4.529820946528695
XIRP2	6.672425341971495
RPL11	4.185866545311334
GEMIN6	3.3362833878644325
NBPF14	4.2630344058337934
TMEM269	6.4886435398537845
SLC44A3	3.5360529002402097
EDN2	5.638073837180719
SGIP1	4.802193216941825
ATOH8	4.399171093819823
PDZK1	6.754887502163468
TMEM214	8.46352437327118
DYNC1I2	5.951867504326902
HHAT	6.507794640198696
GLRX2	6.123086750981061
GULP1	2.3103401206121505
SDE2	7.149747119504682
KLHL41	4.548436624696042
OR10R2	6.429615964201735
C1QL2	5.232660756790275
IL1B	3.711494906650088
TRIB2	4.405992359675837
SKI	6.059614856297222
SUCO	2.8379432418910273
TMEM237	3.6667565918848033
IFI6	2.73768676140986
OSGEPL1	5.832890014164741
GPR89B	4.087462841250339
PEAR1	5.087462841250339
PEX10	1.7949356628035362
ALLC	2.4672794804599825
WDR26	3.925999418556223
ANKRD65	1.9634741239748859
PGBD5	3.689299160535892
ARHGAP25	2.5160151470036647
NR1I3	4.185866545311334
BECN2	5.388878338811989
SRGAP2B	6.954196310386875
LRATD1	5.381975478557301
SRBD1	6.279842693520348
SNRNP40	4.727920454563199
RYR2	3.2047667506546134
CHI3L2	3.5360529002402097
DESI2	5.979568100095187
PLA2G4A	4.602884408718419
COQ10B	3.797012977836145
HADHB	4.446256229889564
LCE3B	4.738767836800191
SNX17	5.640967910449898
ESPN	6.700439718141092
LIMS1	3.733354340613827
FOXD3	4.364572432295856
ENAH	6.520422248526446
ADPRS	2.533563348214512
CBWD2	4.700439718141092
SPATA6	5.292781749227846
ZP4	4.602884408718419
ASAP3	5.933100474931368
LAMTOR5	4.153805336079036
INTS7	2.6415460290875235
AL109810.2	5.426264754702098
TCTEX1D4	5.77082904603249
RNF103-CHMP3	5.749534267669262
HP1BP3	5.368069876532083
PRDM2	5.599912842187128
NAXE	3.584962500721156
COLGALT2	1.9486008474933556
SCRN3	2.1342209397606333
NT5DC4	6.185866545311334
GRHL1	5.24031432933371
PRAMEF25	3.1858665453113337
MUTYH	3.7224660244710908
LCE3A	3.523561956057013
TRMT13	4.529820946528695
LCE1F	5.563768278452033
MOB1A	5.409390936137702
EVA1B	5.026800059343715
MSGN1	3.8579809951275723
ITSN2	3.867896463992655
ANKRD23	5.357552004618084
SLC6A9	3.2047667506546134
C2orf92	2.1243281350022016
HOXD3	5.364572432295856
AL357673.1	3.733354340613827
CYP26B1	4.82273014794452
ANKRD30BL	3.596935142387232
SPRR2A	5.802193216941825
COX20	4.0
CLIP4	6.257387842692652
RGPD2	5.797012977836145
EXOC6B	4.446256229889564
CFHR4	7.044394119358453
HNRNPCL4	4.802193216941825
G0S2	6.977279923499917
DAPL1	4.672425341971495
PTAFR	4.364572432295856
DPM3	2.572889668420581
MPV17	4.862947248020921
KRTCAP2	6.215290305651234
CRYZ	1.3448284969974411
TMEM9	4.9818526532897405
ATAD2B	4.129283016944966
C2orf50	3.3923174227787602
RAB10	5.137503523749935
MICOS10-NBL1	4.738767836800191
CCDC148	4.232660756790275
PROC	3.4195388915137843
CMPK1	7.108524456778169
RAB25	4.7865963618908065
ADSS2	5.277984747299765
COG2	5.599912842187128
TRAF5	3.37851162325373
RAD51AP2	4.902073579310743
VPS45	3.867896463992655
IL1A	7.679480099505446
GPR25	4.478971805032942
SOAT1	4.9818526532897405
CKS1B	5.232660756790275
SRM	2.3757345385831563
CRP	4.329123596291566
PPIH	4.185866545311334
NUP35	2.111031312388744
SCN7A	5.92362461136832
IL22RA1	5.526694845541976
SLC9C2	5.281698250098829
PNPT1	4.672425341971495
RBM43	3.1667154449664223
ZBTB8OS	4.802193216941825
VANGL2	7.087462841250339
TET3	2.0738202332916713
HAT1	4.802193216941825
PRAMEF6	6.03342300153745
SLAMF1	3.733354340613827
AKR7A3	4.529820946528695
NOTCH2NLC	3.9818526532897405
EPRS1	3.9818526532897405
ROCK2	6.325530331567558
MYBPHL	3.7224660244710908
SMYD1	4.357552004618084
CIB4	6.94251450533924
EXOC8	3.817623257511431
REV1	4.5668151540108965
ARTN	3.2249663650002742
NPPB	4.749534267669262
TMEM81	3.925999418556223
KCNJ3	4.364572432295856
ZBTB41	3.3146965256562866
RHCE	3.144046369616707
AHCTF1	4.672425341971495
HNMT	5.121015400961366
ECRG4	5.951867504326902
MAT2A	2.3950627995175777
EMILIN1	3.4982508675278257
GPATCH4	5.77082904603249
AL445423.3	3.548436624696042
RNF207	4.82781902461732
C1orf185	2.715893370547605
SLC25A34	1.790772037862
MAGOH	3.608809242675524
PRAMEF9	4.087462841250339
EFNA1	4.4329594072761065
PLA2G2D	6.087462841250339
CDC14A	4.554588851677638
FAF1	5.738767836800191
GFPT1	5.738767836800191
LIN9	2.8399595874895316
LYST	6.177917792195843
PTRHD1	4.364572432295856
ARHGEF2	3.711494906650088
NR5A2	5.429615964201735
WASF2	4.802193216941825
C1orf131	5.817623257511431
AGL	5.277984747299765
TRNP1	3.596935142387232
ARL8A	5.738767836800191
HNRNPLL	6.870364719583405
IGKC	6.290940402403678
PLA2G2F	4.958842675243241
EML6	3.0018022426339854
DAP3	5.087462841250339
GKN1	4.185866545311334
TRIM54	2.5008020530571575
EIF2B4	3.548436624696042
SP9	5.426264754702098
MAP3K2	2.8875252707415875
HCN3	5.507794640198696
SH2D2A	2.4489009511451276
CAD	4.129283016944966
MACO1	4.446256229889564
LCE5A	2.790772037862
C1orf53	5.951867504326902
PTBP2	2.885574364371426
VSIG8	3.8972404255747994
THSD7B	5.526694845541976
ANP32E	3.2675357980687347
H2AC18	2.356143810225275
SDC3	5.951867504326902
SMCP	5.599912842187128
MAB21L3	1.4956951626240689
PRAMEF33	4.446256229889564
TFAP2E	5.087462841250339
REG3A	4.426264754702098
ANGPTL7	3.4462562298895643
HIVEP3	4.121015400961366
ICMT	3.584962500721156
AC068547.1	4.9354597478052895
SPTBN1	3.1858665453113337
NOTCH2NLA	5.409390936137702
TMEM183A	5.232660756790275
NPAS2	7.011227255423254
SSBP3	6.087462841250339
CLHC1	6.20945336562895
NPL	5.149747119504682
FZD5	7.159871336778389
PIGF	2.782408564927373
GALE	2.4982508675278257
GLS	5.517275693209582
WDR54	6.20945336562895
FBXO6	5.539158811108031
TXNIP	6.465974464504069
HMGCS2	2.6712933724815757
GSTM1	4.20945336562895
SPRTN	6.159871336778389
ZNF669	6.5530532527664125
PDE4B	3.6322682154995127
B4GALT2	6.820178962415188
EXO5	3.3362833878644325
AC092835.1	4.446256229889564
FOXD4L1	3.596935142387232
FCGR2B	5.5453506448223
SLC30A6	2.929790997718597
ODC1	3.4195388915137843
SPEN	5.409390936137702
USP21	3.4854268271702415
STON1	3.4195388915137843
AMMECR1L	3.944858445807539
RGS16	4.087462841250339
TMEM275	5.321928094887363
RNF11	4.5109619192773796
PPIAL4H	6.636624620543649
RORC	5.825276830054866
SELENOF	4.364572432295856
DPYD	2.3673710656485296
ZNF678	2.3978029618624896
FLAD1	6.4495613746132365
GLMP	2.6848187375532224
KHDRBS1	6.232660756790275
HMGCL	3.584962500721156
CLASP1	4.602884408718419
GJA8	5.087462841250339
AL162596.1	4.529820946528695
LRP1B	3.4329594072761065
PTPN7	5.189824558880018
PLEKHO1	5.20945336562895
EIF2AK2	5.705977901682522
SPOCD1	5.185866545311334
ACTR1B	3.4462562298895643
BRDT	6.820178962415188
C2orf76	5.921245888585589
DNAJB4	4.672425341971495
GALNT13	2.655351828612554
C1QA	6.464341532761104
NDUFS1	6.316507819103109
FBLIM1	5.930737337562887
F3	3.4982508675278257
KIAA1841	4.446256229889564
RXFP4	3.596935142387232
ITGB6	5.82273014794452
TANC1	4.523561956057013
WARS2	5.84799690655495
KIAA1522	3.2094533656289497
MED8	3.7224660244710908
LCE2A	3.9068905956085187
C1orf54	3.9818526532897405
B3GALNT2	3.733354340613827
DYSF	2.790772037862
C1orf198	3.04788732939655
S100A6	4.614709844115208
SYTL1	3.2794712956444676
BTBD8	4.738767836800191
CLK1	6.087462841250339
SNRPE	1.9891390073682331
PRR9	4.321928094887363
RBBP5	6.526694845541976
BATF3	4.504620392403552
LZIC	4.321928094887363
NBPF11	6.4495613746132365
NOP58	2.6064422281316078
DNAH7	3.405992359675837
HS6ST1	4.802193216941825
MAGI3	5.626439136697315
PROKR1	2.643856189774725
MPC2	3.4462562298895643
NIFK	2.5310694927259543
TSTD1	4.862947248020921
CDA	1.6229303509201767
AC242842.3	6.700439718141092
TIMM17A	2.344828496997441
INPP1	1.956056652412403
HSPA6	5.247927513443585
ANKAR	3.733354340613827
CRB1	5.008988783227255
KCNT2	3.733354340613827
DPYSL5	4.7865963618908065
GPR39	5.638073837180719
PRELP	3.8379432418910273
HSPB11	6.006746832440585
TATDN3	4.2630344058337934
CACNA1S	4.949534933017012
ATP2B4	1.8639384504239715
PITHD1	3.560714954474479
CWC22	7.189824558880018
POLR1A	4.087462841250339
PRAMEF19	7.442943495848728
CCDC88A	5.392317422778761
KTI12	6.820178962415188
MARCO	3.016139702655253
IL19	2.885574364371426
DNTTIP2	2.6392321632492775
E2F6	3.765534746362977
NAB1	5.087462841250339
ALDH9A1	3.689299160535892
SYT11	6.6865005271832185
LRRTM4	2.967168607532628
AKNAD1	2.0772429989324603
ODR4	6.78135971352466
TUFT1	7.417852514885898
VWA3B	5.035623909730721
DPP4	3.4982508675278257
FAM76A	1.944858445807539
HOXD11	4.277984747299765
NFASC	4.224966365000275
ATG4C	4.602884408718419
OR11L1	2.114367024952
IFT172	4.145677455195635
ZNF385B	2.5582676340557358
MYO3B	4.137503523749935
SUCLG1	8.011227255423254
FAP	3.643856189774725
IBA57	8.366322214245816
SLC45A3	5.705977901682522
MERTK	3.9818526532897405
SFTPB	3.572889668420581
AJAP1	6.60139939053183
MCEE	5.087462841250339
NBPF15	4.24031432933371
SETDB1	5.277984747299765
YIPF4	5.247927513443585
NGF	3.925999418556223
FCRL1	6.429615964201735
AC118549.1	3.4594316186372973
PAPOLG	3.9541963103868754
UBE2J2	1.5260688116675876
SOX11	5.837943241891027
SLC25A12	5.409390936137702
ST6GALNAC3	5.979568100095187
BIRC6	4.802193216941825
KLHDC8A	4.578938713093386
MAP7D1	3.1795110502715103
PRKD3	0.9411063109464315
CR2	5.429615964201735
ITPRIPL1	3.9068905956085187
PSME4	4.862947248020921
PPIAL4C	3.0513721017210256
CITED4	4.529820946528695
TNFRSF25	2.0461417816447205
CYB5RL	4.06177619758669
TMOD4	7.451211111832329
ANKRD39	5.197708157955851
HS1BP3	6.507794640198696
AMER3	5.035623909730721
GPR88	1.5704629310260412
GON4L	4.882643049361842
MACF1	3.596935142387232
SHCBP1L	3.9818526532897405
C2orf69	4.9818526532897405
FAM89A	5.77082904603249
PRKCE	7.098032082960526
FAHD2A	4.8875252707415875
YY1AP1	7.169925001442312
PHC2	3.9354597478052895
PADI3	4.77082904603249
TLCD4	5.77082904603249
OR6F1	4.465974464504069
LRIG2	6.469234793667656
DCST1	5.865423978313134
COL16A1	3.8278190246173196
PAIP2B	5.078951341394822
SMIM1	4.446256229889564
ZFYVE9	5.112700132749362
KISS1	2.0942360698457656
TAF1B	4.802193216941825
THUMPD2	5.940166750482817
ACTA1	7.022367813028454
R3HDM1	4.602884408718419
PIGR	3.3923174227787602
WDR47	2.7092906357233577
JAK1	5.974988111991927
DUSP11	3.234194722953812
CADM3	4.321928094887363
KCNC4	4.802193216941825
BNIPL	5.277984747299765
CCNL2	3.596935142387232
CD58	1.8155754288625725
SPR	4.82273014794452
ATF6	4.087462841250339
URB2	2.657640005207824
DPH5	3.9818526532897405
C2orf16	3.572889668420581
CIR1	3.8875252707415875
PDE1A	6.636624620543649
ARF1	6.636624620543649
C1QB	6.636624620543649
USH2A	3.596935142387232
MARK1	6.507794640198696
TNNI3K	1.835924074254375
COL24A1	3.0874628412503395
RNF220	5.894817763307944
PRR30	4.137503523749935
MIER1	8.129283016944967
GALNT14	6.059614856297222
CD1D	6.5453506448223
TRABD2B	1.9411063109464315
KCNK1	2.669026765509631
NOTCH2	4.017921907997263
TNFRSF9	7.022367813028454
DCST2	6.257387842692652
BMP8A	5.638073837180719
KCNA3	8.832890014164741
AC073283.3	3.20006486151431
PSMD4	7.044394119358453
TRMT1L	4.364572432295856
LAPTM5	5.409390936137702
SPRR1A	4.446256229889564
SPATA46	6.345183447187665
NHLH2	4.419538891513785
PGM1	5.087462841250339
ANKRD36	4.738767836800191
MEX3A	4.446256229889564
SRD5A2	3.3362833878644325
LORICRIN	2.5109619192773796
IFI16	6.008988783227255
CENPO	4.277984747299765
AKR1A1	6.807354922057604
EPHX1	2.942983598187102
GPD2	3.102658131363739
PTPN18	4.832890014164741
NOTO	3.0617761975866897
LPIN1	3.1505596765753814
ATXN7L2	5.087462841250339
CYP2J2	5.277984747299765
TMEM35B	2.792855352362489
KCNA10	4.797012977836145
CHML	2.4982508675278257
RRP15	5.388878338811989
ZMPSTE24	6.619119511453218
ZBED6	3.9818526532897405
MRTO4	2.967168607532628
UBR4	2.899175630480513
NIT1	5.578938713093386
STX6	3.028569152196771
NMNAT1	6.185866545311334
OR10J1	5.672425341971495
RPRM	6.514122260170708
FCRL2	5.646738698307846
GPR52	5.865423978313134
LMAN2L	6.7414669864011465
FAM72A	3.4462562298895643
NTRK1	4.738767836800191
CNRIP1	6.217230716220669
MARCKSL1	4.738767836800191
CCDC17	6.301953395126096
STEAP3	2.2839217723076177
EEF1AKNMT	4.364572432295856
UBE2E3	5.77082904603249
SFT2D2	2.9781956296816516
HSD3B2	4.842978831788326
OR2M2	5.802193216941825
SLC4A5	6.857980995127572
AVPR1B	4.649615459063409
LCE1D	6.870364719583405
DHRS9	2.9240998856407416
AHDC1	6.345183447187665
LIMS4	3.9818526532897405
OLFML2B	2.957914598632985
TMEM82	3.2794712956444676
SDC1	4.672425341971495
OR2T11	3.3362833878644325
HPDL	3.311793717753649
KPRP	1.9523335663696857
LPAR3	5.77082904603249
ALK	3.212569338850806
KMO	6.39746072605472
P3H1	6.627898615871748
PLA2G2C	5.92362461136832
GCLM	3.6322682154995127
RAVER2	4.37851162325373
SRRM1	5.738767836800191
ADCY3	5.599912842187128
FAM102B	2.729008870337863
USF1	3.867896463992655
ZBTB8B	5.9092930858238235
AL603832.3	5.03121873061072
FHL2	5.346956889378885
GIPC2	4.862947248020921
FAM168B	1.411426245726465
CAPN9	2.0461417816447205
TEKT4	2.3950627995175777
FASTKD2	5.087462841250339
C2orf78	2.548436624696042
TOR3A	5.277984747299765
LCE3C	4.529820946528695
LAD1	1.8953026213333068
RSRP1	4.672425341971495
LRRC42	2.5310694927259543
RNF186	2.9891390073682333
FRZB	2.713695814843359
PHF13	3.9818526532897405
AL451007.3	7.118941072723508
INKA2	2.957914598632985
LRRC47	5.185866545311334
ZDHHC18	1.7180875839605168
SARS1	4.82273014794452
SERPINC1	4.452858964713811
C1orf116	4.700439718141092
CAMK1G	4.672425341971495
IL23R	5.277984747299765
CRCT1	3.0443941193584534
KLHL29	3.8278190246173196
ZNF362	2.493134922305505
FKBP7	3.5109619192773796
CCN1	4.738767836800191
CHCHD5	5.469234793667656
AL139260.3	4.649615459063409
MAPKAPK2	4.578938713093386
LRPPRC	3.523561956057013
UQCRH	6.301953395126096
SMYD2	3.944858445807539
H2BC21	4.77082904603249
CELA3A	4.738767836800191
KYAT3	3.643856189774725
CDC20	3.6322682154995127
LCE1C	5.255500733148386
ELF3	3.350497247084133
DHX57	4.71699089440494
TSN	4.161887682376894
PPCS	4.672425341971495
H2AC19	6.279842693520348
ZBTB18	4.602884408718419
TEKT2	3.655351828612554
TEX46	6.469234793667656
CTRC	7.366322214245816
SHE	7.22881869049588
SOWAHC	4.602884408718419
PPP1R15B	2.232660756790275
LRP2	7.467605550082998
SEMA4F	4.112700132749362
MIA3	4.529820946528695
PRAMEF2	3.0874628412503395
SLC50A1	4.277984747299765
ACADM	4.8875252707415875
RNF149	3.3074285251922473
CLCC1	3.0721058004804194
LDLRAD1	4.862947248020921
SHC1	5.035623909730721
RHOU	3.1538053360790355
E2F2	3.4854268271702415
ZNF695	4.491853096329675
MAP3K20	6.658211482751795
C1orf146	2.967168607532628
PTPRC	3.765534746362977
AL451062.4	1.5897634869849773
HEATR5B	4.321928094887363
MSTO1	6.768184324776926
HYI	4.862947248020921
THEM4	5.599912842187128
RIIAD1	5.4886435398537845
AKT3	2.1858665453113337
CKAP2L	4.185866545311334
ADAM23	3.142413437873741
CAPG	2.232660756790275
HCRTR1	3.678071905112638
ZC3H11A	5.462706750670158
TCHH	4.446256229889564
CASP10	6.232660756790275
SF3A3	5.321928094887363
SMG7	4.738767836800191
C1orf109	5.022367813028454
LYPD1	3.9818526532897405
NEGR1	6.672425341971495
NR0B2	5.354028938054387
HECTD3	5.321928094887363
MT1HL1	4.087462841250339
PAQR7	6.279842693520348
STUM	5.004501392234941
CNTN2	4.321928094887363
RCC2	5.185866545311334
SLC30A3	6.323730337521348
SLC3A1	5.672425341971495
SEC22B	6.149747119504682
TRAF3IP3	2.2172307162206693
ITGB1BP1	5.185866545311334
ANKRD44	3.733354340613827
THEMIS2	4.921245888585589
NOS1AP	6.087462841250339
SRSF10	3.2942531364445142
PTPN4	1.6959938131099002
PRPF3	5.738767836800191
UBXN4	7.257387842692652
CTLA4	4.446256229889564
CYRIA	4.921245888585589
COX5B	4.523561956057013
ANGPTL3	4.419538891513785
ZC3H8	6.768184324776926
ANKRD34A	3.063502942306158
GPATCH2	4.529820946528695
ERI3	4.738767836800191
PRAMEF5	4.321928094887363
SSU72	5.336283387864432
LYPD6B	6.22881869049588
REG1B	3.733354340613827
SLC25A33	3.364572432295856
SLC30A2	5.77082904603249
WDCP	4.968090752045256
FDPS	5.161887682376894
YTHDF2	1.298658315564515
DNAJC10	2.8639384504239715
SPRR2D	7.507794640198696
IL36A	2.942983598187102
FZD7	2.2203299548795554
SLC19A2	4.350497247084133
HFM1	3.84799690655495
SMIM39	2.192194165283345
FCN3	2.942983598187102
EIF5B	5.599912842187128
SPATA21	3.2172307162206693
GPA33	5.638073837180719
GYPC	3.3146965256562866
MTFR1L	5.705977901682522
DFFB	2.7570232465074596
AFTPH	5.277984747299765
MECR	2.6205864104518777
REL	3.29130885982897
DARS1	3.643856189774725
MTX2	2.017921907997262
CLCNKA	4.446256229889564
RNF181	3.867896463992655
KRCC1	4.292781749227846
TAS1R3	5.20163386116965
OR6K6	4.364572432295856
SLC16A1	1.5210507369009632
C2orf49	4.087462841250339
CLCA1	6.409390936137702
IL12RB2	4.277984747299765
SZRD1	4.892391025913404
AGMAT	5.137503523749935
RTN4	2.726831217032493
RSPO1	3.817623257511431
ACOT7	7.266786540694901
OR10Z1	5.20163386116965
PPM1J	6.672425341971495
UBE2Q1	5.035623909730721
BOLA3	5.321928094887363
NEK2	4.20163386116965
CYP20A1	6.112700132749362
NSUN4	2.7570232465074596
SUSD4	6.619119511453218
UCN	2.942983598187102
XPR1	5.277984747299765
ISG15	4.832890014164741
MXD1	4.185866545311334
RPA2	5.92362461136832
PNO1	3.2794712956444676
SPAG17	5.232660756790275
LDLRAP1	4.738767836800191
NMS	3.765534746362977
SH3GLB1	5.951867504326902
TCF7L1	4.224966365000275
DHCR24	6.106432077816929
TSPAN2	5.832890014164741
CD1A	2.8278190246173196
PARD3B	5.4886435398537845
LY75-CD302	4.129283016944966
ZDBF2	5.581953750848818
CHIT1	1.9927684307689242
NOC2L	4.035623909730721
DDR2	3.548436624696042
PLA2R1	6.112700132749362
ATAD3C	1.8155754288625725
SELENBP1	5.993221467368938
ZC3H6	4.921245888585589
G6PC2	1.2203299548795556
SLC5A9	4.672425341971495
GBP5	7.523561956057013
TTLL7	5.599912842187128
PRDX6	4.20945336562895
TADA1	3.5109619192773796
ZBTB37	2.9781956296816516
AC093899.2	3.572889668420581
MTHFD2	5.035623909730721
GPR89A	6.112700132749362
NCAPH	4.862947248020921
GPR45	4.008988783227255
CR1L	3.2794712956444676
NBPF20	5.307428525192248
ATP1B1	6.727920454563199
PADI6	6.301953395126096
GALNT3	5.6865005271832185
EFEMP1	3.7548875021634687
JMJD4	2.8318772411916733
RHBDL2	4.738767836800191
YBX1	3.8278190246173196
MTIF2	6.583458910130768
ADCY10	4.862947248020921
AC093423.3	4.20163386116965
TIE1	3.867896463992655
PLK3	5.951867504326902
ZC3H15	6.185866545311334
GCSAML	2.8933622107638715
RPL5	3.1538053360790355
PTPN22	6.429615964201735
SLC35D1	3.867896463992655
PRMT6	5.06177619758669
ANKRD36B	2.405992359675837
AOX1	5.20945336562895
QSOX1	4.446256229889564
AMY1A	4.877744249949002
TMED5	4.802193216941825
GOLPH3L	4.392317422778761
HADHA	5.292781749227846
ISG20L2	4.06177619758669
IFFO2	4.270528942380718
IPO9	4.419538891513785
H6PD	4.862947248020921
M1AP	6.845490050944375
FAM43B	6.006746832440585
MAP3K21	2.726831217032493
SMPD4	3.9818526532897405
WDR12	4.921245888585589
DUSP2	5.979568100095187
RO60	2.8875252707415875
LAX1	5.7865963618908065
C1orf21	3.6667565918848033
TDRD10	4.20945336562895
GORASP2	5.017921907997263
TACSTD2	6.60139939053183
CREB3L4	2.8639384504239715
ADAM17	4.185866545311334
MRPL53	6.03342300153745
CENPS	3.4724877714627436
C1QC	3.548436624696042
MFSD2A	5.409390936137702
MUL1	3.5109619192773796
ERMN	4.292781749227846
CENPL	2.8135246892978105
ATPAF1	4.802193216941825
SAP130	3.925999418556223
FAM78B	2.3015876466031866
SRGAP2C	3.1538053360790355
INO80B-WBP1	4.017921907997263
ZNHIT6	4.9818526532897405
CXCR4	2.4489009511451276
NCK2	3.596935142387232
ASDURF	2.963474123974886
INHBB	5.368069876532083
