GO	[-20.08 -1.29]	[-1.29 -0.42]	[-0.42 0.32]	[0.32 0.81]	[0.81 1.21]	[1.21 1.56]	[1.56 1.92]	[1.92 2.35]	[2.35 3.06]	[3.06 4.17]	[4.17 20.81]
GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_UP GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_UP	0.743	-3.421	-1.572	0.406	-0.466	-0.652	0.280	0.955	2.083	0.280	0.562
HP_DEEPLY_SET_EYE HP_DEEPLY_SET_EYE	-0.912	-0.480	-2.078	-0.334	0.543	-2.078	-0.334	1.432	0.270	0.931	2.391
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	-0.925	0.452	0.766	0.452	-1.907	-3.633	-0.274	0.958	0.452	1.174	0.769
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	-0.247	-0.663	-0.663	-0.663	3.560	0.762	0.362	-0.663	-0.663	-0.247	0.363
HP_ABNORMALITY_OF_THE_HALLUX HP_ABNORMALITY_OF_THE_HALLUX	-3.410	1.179	-1.283	0.326	-0.634	-0.427	0.680	0.484	-0.427	0.911	1.182
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_DN GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_DN	-2.168	0.291	1.120	-1.351	-0.798	4.098	0.291	0.291	-0.437	-0.311	-0.310
HP_IMMUNOLOGIC_HYPERSENSITIVITY HP_IMMUNOLOGIC_HYPERSENSITIVITY	0.500	-2.039	-1.427	-0.988	-0.276	1.263	2.818	-0.669	-0.438	0.500	0.501
HP_APLASIA_HYPOPLASIA_OF_METATARSAL_BONES HP_APLASIA_HYPOPLASIA_OF_METATARSAL_BONES	-0.406	-0.912	0.217	-0.912	3.343	0.217	-0.406	1.358	0.217	-0.912	-0.405
GOBP_MUSCLE_CELL_MIGRATION GOBP_MUSCLE_CELL_MIGRATION	-0.671	-0.671	-0.671	-0.671	-0.342	-0.671	1.722	0.264	-1.285	2.270	1.244
GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_UP GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_UP	0.404	-1.031	1.301	-0.338	0.267	1.610	-2.628	-1.424	-0.732	0.784	1.029
GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN	-1.481	-0.925	-1.841	-0.403	-0.715	0.310	0.422	1.549	-0.403	0.555	3.437
MIR500A_5P MIR500A_5P	-2.170	-0.625	0.312	0.456	0.456	1.083	-0.290	-2.170	0.456	-0.625	2.754
PID_AR_TF_PATHWAY PID_AR_TF_PATHWAY	-1.410	-0.407	2.014	-0.765	-0.765	2.576	-0.407	-0.407	0.216	-0.765	0.718
MORF_MAP2K2 MORF_MAP2K2	2.082	2.551	0.665	-0.578	-1.434	0.258	-1.434	-0.348	-0.578	-0.922	0.259
MIR4691_3P MIR4691_3P	0.330	0.520	-0.715	-1.095	-0.274	-0.452	0.520	-1.095	-1.095	-0.274	4.821
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP	-0.921	0.290	0.290	1.027	-0.462	2.261	1.585	-1.685	0.290	-0.462	-2.233
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP	-2.665	0.390	-0.752	-0.522	1.906	0.390	1.906	-1.452	0.390	-0.522	0.560
GNF2_BNIP2 GNF2_BNIP2	-1.036	-0.491	-0.222	1.150	-1.036	2.921	0.398	-1.036	0.398	-0.491	-0.221
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP	-3.306	-0.831	-0.425	-0.831	0.447	-0.602	0.312	2.211	1.565	0.447	0.449
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	-2.423	-0.333	1.933	-0.869	0.894	-0.333	-0.470	-1.488	-0.333	2.255	0.390
GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_UP GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_UP	0.406	-0.466	-2.047	0.560	0.280	-0.323	5.035	-0.652	-0.652	-0.652	-0.322
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN	-0.684	-2.711	-1.435	-0.889	0.744	-0.275	0.445	1.132	0.329	0.329	2.814
GOCC_FIBRILLAR_CENTER GOCC_FIBRILLAR_CENTER	-2.703	0.376	0.246	-0.773	0.738	1.235	0.376	1.235	-1.080	1.235	-1.478
MORF_PPP6C MORF_PPP6C	0.362	1.114	0.362	-0.417	-2.409	1.850	1.114	-0.417	-1.574	-0.247	-0.667
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	-0.953	-0.953	0.821	-0.434	0.199	-0.953	1.837	0.457	-0.953	0.199	1.285
MIR185_3P MIR185_3P	-0.861	-0.861	0.250	0.848	-2.742	0.848	2.238	-0.567	-0.359	0.848	-0.358
GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_DN GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_DN	-3.117	-1.359	-0.522	-0.360	-0.360	1.748	-0.360	0.708	1.748	0.708	-0.359
HP_COARCTATION_OF_AORTA HP_COARCTATION_OF_AORTA	-2.076	-0.811	0.317	-0.493	-1.295	1.097	0.317	1.464	-0.811	0.522	1.467
GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	-2.543	-0.425	-1.955	2.211	-0.425	0.447	1.565	0.312	0.612	0.312	-0.600
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	-1.281	0.279	-0.942	0.576	1.867	0.279	-0.679	-0.324	2.590	-2.271	0.280
GSE22886_NAIVE_VS_MEMORY_TCELL_UP GSE22886_NAIVE_VS_MEMORY_TCELL_UP	-2.338	1.198	-1.333	0.541	-2.338	0.385	0.385	0.541	0.258	1.478	0.543
MIR6730_3P MIR6730_3P	-1.125	-0.392	-0.677	0.959	-0.677	2.729	0.654	-0.392	1.322	-1.125	-1.123
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN	-1.689	-1.689	-1.345	-0.340	-0.625	1.228	-0.340	1.728	1.011	1.728	-0.464
HP_ABNORMAL_5TH_FINGER_PHALANX_MORPHOLOGY HP_ABNORMAL_5TH_FINGER_PHALANX_MORPHOLOGY	-0.704	1.823	-0.272	-0.704	0.332	-0.704	-0.704	-0.704	0.706	-0.272	1.825
GSE6674_CPG_VS_PL2_3_STIM_BCELL_DN GSE6674_CPG_VS_PL2_3_STIM_BCELL_DN	-2.960	-1.303	-1.303	0.958	0.258	0.958	-0.348	-0.623	1.162	1.386	0.779
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN	-1.694	0.301	1.145	-0.582	0.420	1.145	1.655	-0.582	-0.780	-2.680	0.930
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN	-0.497	-0.497	-0.497	-0.497	1.732	-0.497	-0.497	0.166	1.052	-0.497	1.733
MORF_PPP1CA MORF_PPP1CA	1.317	2.004	0.558	-0.560	-2.295	1.317	0.242	0.242	-1.174	-0.821	-0.819
HP_ABNORMAL_UPPER_MOTOR_NEURON_MORPHOLOGY HP_ABNORMAL_UPPER_MOTOR_NEURON_MORPHOLOGY	1.941	-0.663	0.362	-0.663	-0.663	0.762	0.762	-0.663	-0.663	-0.663	0.763
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	0.290	-0.313	1.585	-0.661	-0.462	2.261	0.426	0.795	-0.921	-0.661	-2.961
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN	-0.255	-0.511	-3.170	-0.695	-0.255	2.134	1.277	0.831	-0.927	-0.695	0.833
HALLMARK_APICAL_JUNCTION HALLMARK_APICAL_JUNCTION	1.179	0.484	0.484	3.976	-0.427	-0.634	-0.278	-1.283	-0.913	-1.283	-0.632
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	3.679	1.390	-0.419	-0.279	-2.137	-0.607	0.472	-1.179	-0.419	-0.419	-0.278
HP_POLYPHAGIA HP_POLYPHAGIA	0.727	-0.491	-1.036	-1.036	-0.491	-0.491	-1.036	1.150	0.398	0.398	2.255
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	0.885	3.416	-0.653	0.313	0.313	0.313	0.467	-1.311	-0.443	-2.479	-0.441
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	1.797	-2.016	1.497	-0.635	0.577	0.764	0.577	0.577	-0.871	-1.170	-1.542
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	0.794	-0.703	-0.363	-1.327	0.247	-0.363	2.776	-0.363	1.185	-0.363	-1.325
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	-0.539	0.968	-0.539	-0.176	-0.539	0.476	-0.539	-0.176	-0.539	3.264	-0.538
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_UP GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_UP	-0.740	-2.202	0.482	-0.538	-0.262	2.211	-0.262	-0.740	-0.740	2.938	-0.379
GRUETZMANN_PANCREATIC_CANCER_DN GRUETZMANN_PANCREATIC_CANCER_DN	0.419	0.596	0.419	1.650	-1.007	1.996	-0.490	-2.591	-1.395	0.278	-0.324
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	0.398	2.252	-0.222	-0.222	-1.036	-0.491	1.660	-0.491	0.398	-1.036	-1.035
MIR6768_5P MIR6768_5P	-1.964	-1.538	0.253	-0.497	1.571	0.663	1.066	2.174	-0.907	-0.907	0.255
MIR4443 MIR4443	-2.890	-0.625	-1.205	-0.290	-0.433	2.357	-0.290	-0.290	1.660	0.633	0.314
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	-1.265	-1.655	-1.655	0.251	1.961	-0.357	2.657	-0.357	-0.357	0.368	0.514
REACTOME_REGULATION_OF_SIGNALING_BY_CBL REACTOME_REGULATION_OF_SIGNALING_BY_CBL	-0.272	-0.272	-0.272	-0.704	-0.272	0.332	3.365	-0.704	1.207	-0.704	-0.704
MIR671_5P MIR671_5P	-0.937	-0.627	-0.406	-0.627	-0.627	0.764	0.764	-0.406	-1.365	-0.252	4.531
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.236	0.236	0.236	4.359	0.236	-0.378	-0.870	0.236	-0.870	-0.870	-0.378
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	2.040	1.257	-0.414	-0.414	-0.414	-0.414	1.257	-0.414	-0.414	-0.414	-0.414
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	2.040	1.257	-0.414	-0.414	-0.414	-0.414	1.257	-0.414	-0.414	-0.414	-0.414
HP_ORTHOSTATIC_HYPOTENSION HP_ORTHOSTATIC_HYPOTENSION	2.699	-0.663	-0.663	0.362	-0.663	-0.247	1.292	-0.247	-0.663	-0.663	0.363
DAZARD_UV_RESPONSE_CLUSTER_G6 DAZARD_UV_RESPONSE_CLUSTER_G6	-1.545	-1.170	-1.545	-0.452	-0.452	-0.635	0.290	0.764	0.577	1.797	2.483
REACTOME_SIGNALING_BY_FGFR3 REACTOME_SIGNALING_BY_FGFR3	-0.351	-0.829	1.522	-0.351	0.991	-0.829	1.522	0.566	-0.351	-0.829	-0.828
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP	-0.729	1.755	-1.616	-0.273	-2.051	0.790	0.612	0.459	1.223	-1.616	0.614
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN	-3.383	-0.437	-0.437	-1.047	-0.311	0.291	1.120	0.291	-0.437	2.220	1.124
GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP	-0.553	-0.553	-1.281	0.321	-0.400	0.446	1.197	1.197	-2.080	-0.986	2.692
GSE40273_XBP1_KO_VS_WT_TREG_UP GSE40273_XBP1_KO_VS_WT_TREG_UP	-0.663	-1.168	-0.483	0.681	2.556	0.262	0.515	1.896	-0.344	-1.513	-1.509
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	-0.272	3.365	-0.704	-0.272	-0.272	-0.704	-0.704	0.706	-0.704	0.706	-0.272
GSE10325_CD4_TCELL_VS_BCELL_UP GSE10325_CD4_TCELL_VS_BCELL_UP	-1.032	-1.032	-1.032	0.688	1.410	1.410	1.410	-0.373	-2.406	0.359	-0.249
PID_NEPHRIN_NEPH1_PATHWAY PID_NEPHRIN_NEPH1_PATHWAY	-0.272	-0.704	1.823	-0.704	-0.704	0.332	2.544	-0.272	-0.272	-0.704	-0.272
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP	-3.041	-1.989	-0.981	0.552	0.712	0.301	0.415	0.895	0.415	0.415	1.588
GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP	-3.850	-1.039	-0.330	0.510	0.381	0.381	-0.330	0.510	-0.610	1.033	2.051
HP_NEONATAL_HYPOGLYCEMIA HP_NEONATAL_HYPOGLYCEMIA	-0.663	-0.663	-0.247	0.762	-0.663	0.362	2.699	-0.247	-0.663	-0.663	0.763
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	2.213	-0.199	-0.580	-0.580	-0.199	-0.580	2.213	-0.199	-0.199	-0.580	-0.579
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.580	0.892	-0.199	0.892	2.213	-0.580	-0.580	-0.580	0.434	-0.580	-0.579
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	2.213	-0.199	0.892	-0.580	-0.580	-0.580	0.434	0.892	-0.580	-0.580	-0.579
GSE3982_DC_VS_NEUTROPHIL_DN GSE3982_DC_VS_NEUTROPHIL_DN	0.330	-1.907	-1.193	-0.705	-0.385	0.597	1.414	-0.705	-0.925	2.595	0.962
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION	-0.497	-0.497	-0.497	-0.497	2.549	0.166	-0.497	0.166	-0.497	0.166	1.733
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN	-0.583	0.439	0.439	1.774	2.426	0.777	-1.388	-0.583	-0.794	-1.794	-0.581
FARMER_BREAST_CANCER_CLUSTER_1 FARMER_BREAST_CANCER_CLUSTER_1	-0.176	-0.539	-0.539	0.968	0.968	2.372	-0.539	-0.539	-0.539	-0.176	-0.538
TIEN_INTESTINE_PROBIOTICS_2HR_UP TIEN_INTESTINE_PROBIOTICS_2HR_UP	-0.580	-0.580	-0.580	0.434	1.489	-0.580	-0.199	-0.580	1.489	0.892	-0.579
