chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
chr19	31214829	31214878	1637069:SINE:AluY	0	+	31214829	31214878	0	1	50	0	-1.20397280747443	0.49655404676179
chr19	32032329	32032389	1637586:SINE:AluSx	0	+	32032329	32032389	0	1	61	0	-2.30258509911249	0.172039758894274
chr19	32976868	32976917	1638404:SINE:AluSx	0	+	32976868	32976917	0	1	50	0	1.16088921818962	0.448919633695342
chr19	32976968	32977076	1638404:SINE:AluSx	0	+	32976968	32977076	0	1	109	0	1.0517809888868	0.0593157129144525
chr19	34910531	34910580	1639957:SINE:AluSx	0	+	34910531	34910580	0	1	50	0	-1.04921953356337	0.287770205367825
chr1	243052900	243052949	164019:SINE:AluSx	0	-	243052900	243052949	0	1	50	0	-0.635103810910033	0.336811256026863
chr19	35647223	35647281	1640651:SINE:AluSx	0	+	35647223	35647281	0	1	59	0	0.405465107947139	0.513057648222929
chr19	36763799	36763848	1641811:SINE:AluJb	0	+	36763799	36763848	0	1	50	0	2.99573227966307	0.0422351575546058
chr19	37090842	37090891	1642088:SINE:AluSx	0	+	37090842	37090891	0	1	50	0	-1.09861228917849	0.409122063998827
chr19	37191854	37191903	1642154:SINE:AluSx	0	+	37191854	37191903	0	1	50	0	1.38629436111052	0.143850563544193
chr19	37499974	37500034	1642350:SINE:AluSx	0	+	37499974	37500034	0	1	61	0	-1.09861228917849	0.409122063998827
chr19	37717616	37717665	1642570:SINE:AluSx	0	+	37717616	37717665	0	1	50	0	-1.94591015150397	0.277343698328864
chr19	38250030	38250079	1643155:SINE:AluJb	0	+	38250030	38250079	0	1	50	0	2.39789527279046	0.0218943511377547
chr19	38297413	38297462	1643211:SINE:AluSx	0	+	38297413	38297462	0	1	50	0	4.6151205168714	4.54923112040984e-05
chr19	39226408	39226457	1644249:SINE:AluSx	0	+	39226408	39226457	0	1	50	0	0.294799530878444	0.847972019290077
chr19	39282578	39282627	1644322:SINE:AluY	0	+	39282578	39282627	0	1	50	0	-2.13298230860787	0.323416589983557
chr19	39399305	39399404	1644432:SINE:AluSx	0	+	39399305	39399404	0	1	100	0	1.66065821145714	0.0561327250696674
chr1	243798420	243798469	164516:SINE:AluJb	0	-	243798420	243798469	0	1	50	0	-2.42036812865114	0.00239172446556357
chr19	40535805	40535854	1645554:SINE:AluSx	0	+	40535805	40535854	0	1	50	0	-3.98898404656427	0.162642631013196
chr19	40587410	40587459	1645617:SINE:AluSx	0	+	40587410	40587459	0	1	50	0	-1.50407739661525	0.0358405406576512
chr19	40652920	40652969	1645674:SINE:AluSx	0	+	40652920	40652969	0	1	50	0	0.27014192141888	0.130062801617576
chr19	41016371	41016430	1646000:SINE:AluSx	0	+	41016371	41016430	0	1	60	0	1.94591014904595	0.0160602355951572
chr19	41179739	41179788	1646195:SINE:AluSx	0	+	41179739	41179788	0	1	50	0	-1.40928387934459	0.408301632970276
chr19	41376094	41376150	1646400:SINE:AluSx	0	+	41376094	41376150	0	1	57	0	0.32016752759627	0.833752342650809
chr19	42071840	42071889	1646940:SINE:AluSx	0	+	42071840	42071889	0	1	50	0	1.33500107118464	0.508382416575717
chr19	42227579	42227628	1647109:SINE:AluY	0	+	42227579	42227628	0	1	50	0	4.68675017281949	9.80202219391657e-08
chr19	42312827	42312876	1647161:SINE:AluSx	0	+	42312827	42312876	0	1	50	0	-0.98082925301136	0.129575625316727
chr19	42377609	42377658	1647200:SINE:AluSx	0	+	42377609	42377658	0	1	50	0	-2.8233610476132	0.338318359468039
chr19	42386416	42386465	1647209:SINE:AluY	0	+	42386416	42386465	0	1	50	0	2.94443898510277	0.0456072460904681
chr19	43566800	43566849	1648113:SINE:AluSx	0	+	43566800	43566849	0	1	50	0	-0.693147180287732	0.250502834651681
chr19	43953954	43954003	1648510:SINE:AluSx	0	+	43953954	43954003	0	1	50	0	-2.15948424954567	0.098405458238088
chr19	43974983	43975054	1648516:SINE:AluSx	0	+	43974983	43975054	0	1	72	0	-3.33408244513681	0.00106688413500022
chr19	44545343	44545392	1648939:SINE:AluSx	0	+	44545343	44545392	0	1	50	0	0.405465107947139	0.513057648227408
chr19	45196815	45196907	1649739:SINE:AluY	0	+	45196815	45196907	0	1	93	0	-0.405465108466885	0.738433928591043
chr19	45665207	45665256	1650305:SINE:AluY	0	+	45665207	45665256	0	1	50	0	1.09861228917849	0.409123255361004
chr19	46169782	46169831	1650777:SINE:AluSx	0	+	46169782	46169831	0	1	50	0	1.38629436060014	0.0581787627543879
chr19	46361519	46361568	1650962:SINE:AluY	0	+	46361519	46361568	0	1	50	0	-1.17865499634779	0.0453104318010899
chr19	46519912	46519961	1651146:SINE:AluJb	0	+	46519912	46519961	0	1	50	0	1.44691897954978	0.423879613694866
chr19	47363790	47363839	1652064:SINE:AluSx	0	+	47363790	47363839	0	1	50	0	1.51634748936809	0.335295538195778
chr19	48056627	48056676	1652835:SINE:AluY	0	+	48056627	48056676	0	1	50	0	4.51633897228148	0.0010973261724353
chr19	48287418	48287510	1653105:SINE:AluY	0	+	48287418	48287510	0	1	93	0	-4.64987037153443	0.0363536695598012
chr19	48415193	48415242	1653273:SINE:AluSx	0	+	48415193	48415242	0	1	50	0	-0.693147180560062	0.317912392205338
chr19	49270856	49270905	1654075:SINE:AluSx	0	+	49270856	49270905	0	1	50	0	0.287682071932034	0.707210576127544
chr19	49508801	49508850	1654326:SINE:AluSx	0	+	49508801	49508850	0	1	50	0	5.50357871951351e-15	1
chr19	49779207	49779256	1654604:SINE:AluY	0	+	49779207	49779256	0	1	50	0	-1.60943791777924	0.450929040977091
chr19	50047384	50047433	1654852:SINE:MIR	0	+	50047384	50047433	0	1	50	0	0.893817876022097	0.726931747341363
chr19	50894098	50894158	1655697:SINE:AluSx	0	+	50894098	50894158	0	1	61	0	-0.474799801515495	0.533829828201732
chr19	50928264	50928313	1655722:SINE:AluSx	0	+	50928264	50928313	0	1	50	0	2.83321334405622	0.0204359600561507
chr19	52183528	52183577	1656817:SINE:AluSx	0	+	52183528	52183577	0	1	50	0	0.405465108466886	0.62437920611754
chr19	52289825	52289874	1656914:SINE:AluY	0	+	52289825	52289874	0	1	50	0	0.581319075303976	0.734641810527003
chr19	52291529	52291774	1656915:SINE:AluSx	0	+	52291529	52291774	0	1	246	0	2.63254264216146	0.484171837558085
chr19	52492131	52492190	1657043:SINE:AluY	0	+	52492131	52492190	0	1	60	0	-0.826678578535586	0.506620731329084
chr19	52556180	52556229	1657101:SINE:AluSx	0	+	52556180	52556229	0	1	50	0	-0.770226923102824	0.626549500977096
chr19	53127699	53127748	1657688:SINE:AluSx	0	+	53127699	53127748	0	1	50	0	-1.25276297079236	0.444720272757569
chr19	53147206	53147267	1657700:SINE:AluJb	0	+	53147206	53147267	0	1	62	0	2.8800303970279	0.116257935609749
chr19	53147195	53147294	1657701:SINE:AluSx	0	+	53147195	53147294	0	1	100	0	3.16463080317897	0.19720820045266
chr19	53236009	53236058	1657765:SINE:AluSx	0	+	53236009	53236058	0	1	50	0	-1.2305398229486	0.413156151608812
chr19	53246139	53246188	1657770:SINE:AluY	0	+	53246139	53246188	0	1	50	0	-6.65415481747402e-17	1
chr19	53324121	53324170	1657804:SINE:AluSx	0	+	53324121	53324170	0	1	50	0	-1.09861228865874	0.308614648777446
chr19	53385506	53385696	1657851:SINE:AluJb	0	+	53385506	53385696	0	1	191	0	-0.7239188392267	0.985635246445937
chr19	53413068	53413117	1657877:SINE:AluSx	0	+	53413068	53413117	0	1	50	0	5.15329159449778	0.00113066787490534
chr19	53493111	53493160	1657941:SINE:AluSx	0	+	53493111	53493160	0	1	50	0	2.86969154671293	0.0928524493795248
chr19	53494616	53494674	1657943:SINE:AluSx	0	+	53494616	53494674	0	1	59	0	-1.14938461404153	0.651393051029278
chr19	53495819	53495909	1657945:SINE:AluSx	0	+	53495819	53495909	0	1	91	0	1.34807314014458	0.358412085809378
chr19	53516271	53516320	1657962:SINE:AluSx	0	+	53516271	53516320	0	1	50	0	7.1522518723321e-17	1
chr19	53809453	53809502	1658219:SINE:AluSx	0	+	53809453	53809502	0	1	50	0	-1.09861228850708	0.151607260265363
chr19	53875670	53875719	1658292:SINE:AluSx	0	+	53875670	53875719	0	1	50	0	0.281851152140988	0.557605253619739
chr19	53875770	53875865	1658292:SINE:AluSx	0	+	53875770	53875865	0	1	96	0	-0.554963414406017	0.21932386027298
chr19	54079027	54079076	1658477:SINE:AluSx	0	+	54079027	54079076	0	1	50	0	1.09861228917849	0.409123255361005
chr19	54376187	54376236	1658710:SINE:AluSx	0	+	54376187	54376236	0	1	50	0	-0.492476485097795	0.739901881860195
chr1	245375300	245375349	165904:SINE:AluSx	0	-	245375300	245375349	0	1	50	0	1.3631528325582	0.030141614898766
chr19	54910307	54910356	1659091:SINE:AluSx	0	+	54910307	54910356	0	1	50	0	0.305381640208993	0.843063980280937
chr19	54910292	54910341	1659092:SINE:AluSx	0	+	54910292	54910341	0	1	50	0	0.294799530878444	0.847972019290077
chr1	245394890	245394939	165921:SINE:AluSx	0	-	245394890	245394939	0	1	50	0	0.14058195062119	0.952829198963018
chr19	55425616	55425674	1659664:SINE:AluSx	0	+	55425616	55425674	0	1	59	0	-1.60943791391813	0.318465778501576
chr19	55705590	55705672	1659921:SINE:AluSx	0	+	55705590	55705672	0	1	83	0	0.7637647477739	0.759750605286554
chr19	55927193	55927242	1660133:SINE:AluSx	0	+	55927193	55927242	0	1	50	0	-2.70805020109284	0.00724194570571612
chr19	57507796	57507993	1661560:SINE:AluY	0	+	57507796	57507993	0	1	198	0	-2.83321334961021	0.479307404219368
chr19	57608809	57608858	1661624:SINE:AluSx	0	+	57608809	57608858	0	1	50	0	1.5441973905657	0.542224018564973
chr19	57868467	57868566	1661815:SINE:AluSx	0	+	57868467	57868566	0	1	100	0	-2.81839825827107	0.212681740914822
chr19	57868717	57868777	1661815:SINE:AluSx	0	+	57868717	57868777	0	1	61	0	-4.21212759787848	0.17863598653266
chr19	58003821	58003958	1661954:SINE:AluSx	0	+	58003821	58003958	0	1	138	0	2.94443897916644	0.532260986746694
chr19	58263283	58263332	1662188:SINE:AluJb	0	+	58263283	58263332	0	1	50	0	-0.111703989573218	0.870717247872235
chr19	58263383	58263457	1662188:SINE:AluJb	0	+	58263383	58263457	0	1	75	0	-0.0623902914210526	0.946801370892023
chr19	58493600	58493658	1662389:SINE:AluSx	0	+	58493600	58493658	0	1	59	0	2.55722731330886	0.0790588985508647
chr19	58584188	58584237	1662457:SINE:AluJb	0	+	58584188	58584237	0	1	50	0	0.234146624658553	0.689983297223182
chr19	562984	563033	1662793:SINE:AluSx	0	-	562984	563033	0	1	50	0	3.63758615972639	0.125021545821637
chr19	701142	701191	1662892:SINE:AluSx	0	-	701142	701191	0	1	50	0	4.40368662148606e-16	1
chr19	1597211	1597260	1663609:SINE:7SLRNA	0	-	1597211	1597260	0	1	50	0	-0.030459207484709	0.986734493695704
chr19	2297466	2297515	1664162:SINE:AluY	0	-	2297466	2297515	0	1	50	0	0.117783035656379	0.811695436060676
chr19	2728388	2728437	1664605:SINE:AluSx	0	-	2728388	2728437	0	1	50	0	0.386233736839471	0.807720981658547
chr19	2737570	2737619	1664611:SINE:AluSx	0	-	2737570	2737619	0	1	50	0	-0.402877784543212	0.817205086644526
chr19	2979430	2979479	1664878:SINE:AluSx	0	-	2979430	2979479	0	1	50	0	-2.03367312322425	0.233648115782173
chr19	3125111	3125160	1665070:SINE:AluSx	0	-	3125111	3125160	0	1	50	0	-1.70474808580583	0.251408572226252
chr19	3379211	3379260	1665360:SINE:AluSx	0	-	3379211	3379260	0	1	50	0	-0.45783309362548	0.844987937960364
chr19	3713865	3713914	1665673:SINE:AluY	0	-	3713865	3713914	0	1	50	0	0.693147180711604	0.561568512568148
chr19	4027113	4027162	1666015:SINE:AluY	0	-	4027113	4027162	0	1	50	0	-20.1743872698977	0.157441302828862
chr19	4426427	4426476	1666472:SINE:AluY	0	-	4426427	4426476	0	1	50	0	-0.405465108627912	0.655573054950458
chr19	4497394	4497443	1666561:SINE:AluY	0	-	4497394	4497443	0	1	50	0	1.45898409448889	0.0028518185223374
chr19	4537719	4537818	1666600:SINE:AluY	0	-	4537719	4537818	0	1	100	0	-2.72457950305342	0.121651481899173
chr19	4649037	4649086	1666754:SINE:AluSx	0	-	4649037	4649086	0	1	50	0	-3.52636052461616	0.177613882188984
chr19	4688262	4688311	1666792:SINE:AluJb	0	-	4688262	4688311	0	1	50	0	0.160342650075179	0.946155397454692
chr19	4850625	4850674	1666972:SINE:AluY	0	-	4850625	4850674	0	1	50	0	-2.39789527679775	0.236984354106747
chr19	5399821	5399870	1667595:SINE:AluY	0	-	5399821	5399870	0	1	50	0	-0.459532329374529	0.624234338956937
chr19	5422205	5422254	1667628:SINE:AluY	0	-	5422205	5422254	0	1	50	0	2.36488897145402	0.141381014803948
chr19	5579367	5579416	1667825:SINE:AluSx	0	-	5579367	5579416	0	1	50	0	1.38629436111052	0.144046698987186
chr19	5786063	5786112	1668026:SINE:AluSx	0	-	5786063	5786112	0	1	50	0	-1.71297859137494	0.481925383610966
chr19	6664591	6664640	1668884:SINE:AluSx	0	-	6664591	6664640	0	1	50	0	-0.451985123743057	0.863770467997394
chr19	6664691	6664790	1668884:SINE:AluSx	0	-	6664691	6664790	0	1	100	0	-2.28335373106616	0.273409874950311
chr19	7209639	7209688	1669531:SINE:AluJb	0	-	7209639	7209688	0	1	50	0	1.20397280432655	0.197673609282267
chr19	7521704	7521753	1669871:SINE:MIR	0	-	7521704	7521753	0	1	50	0	-1.60943791391813	0.318465778501574
chr1	246962954	246963003	167014:SINE:AluY	0	-	246962954	246963003	0	1	50	0	-0.538996502596545	0.771163268155894
chr19	8519135	8519184	1670917:SINE:AluJb	0	-	8519135	8519184	0	1	50	0	-2.30258509298468	0.00896804248026417
chr1	247099807	247099856	167108:SINE:AluSx	0	-	247099807	247099856	0	1	50	0	-0.861138911799076	0.750312628422038
chr1	247100134	247100183	167110:SINE:AluY	0	-	247100134	247100183	0	1	50	0	2.30591288308672	0.00669008114611613
chr19	10535621	10535670	1672933:SINE:AluJb	0	-	10535621	10535670	0	1	50	0	1.09861228917849	0.409123255361004
chr19	10553663	10553862	1672960:SINE:AluJb	0	-	10553663	10553862	0	1	200	0	-1.13943428318837	0.0280638463185086
chr19	10583090	10583139	1673003:SINE:AluSx	0	-	10583090	10583139	0	1	50	0	0.223143550324068	0.802203759528146
chr19	10652462	10652511	1673110:SINE:AluSx	0	-	10652462	10652511	0	1	50	0	1.20896034583698	0.61861196693565
chr19	10706004	10706053	1673183:SINE:AluY	0	-	10706004	10706053	0	1	50	0	-1.13943428280962	0.045031060898461
chr1	20688196	20688245	16732:SINE:AluY	0	-	20688196	20688245	0	1	50	0	-1.38629436111052	0.167111835739418
chr19	11011378	11011427	1673606:SINE:AluSx	0	-	11011378	11011427	0	1	50	0	-0.69314718039892	0.412717579081205
chr19	11165727	11165776	1673795:SINE:AluJb	0	-	11165727	11165776	0	1	50	0	-0.196710294852383	0.928273747234561
chr19	11430286	11430335	1674123:SINE:AluSx	0	-	11430286	11430335	0	1	50	0	1.47181653455805	0.542291414087085
chr19	12127827	12127876	1674954:SINE:AluY	0	-	12127827	12127876	0	1	50	0	-2.83321334961021	0.208879439304358
chr19	12272261	12272310	1675091:SINE:AluSx	0	-	12272261	12272310	0	1	50	0	0.632978659008679	0.47244274120592
chr19	12385948	12385997	1675169:SINE:AluY	0	-	12385948	12385997	0	1	50	0	-1.5555528148518	0.323951436663108
chr19	12525190	12525239	1675274:SINE:AluY	0	-	12525190	12525239	0	1	50	0	-3.52636052461616	0.235650349119358
chr19	12531029	12531078	1675277:SINE:AluJb	0	-	12531029	12531078	0	1	50	0	-3.17805383033858	0.00696391355050419
chr19	12646434	12646483	1675395:SINE:AluJb	0	-	12646434	12646483	0	1	50	0	-0.176108602609236	0.722785210118257
chr19	12875821	12875920	1675646:SINE:AluJb	0	-	12875821	12875920	0	1	100	0	2.63354766684504	0.0863197571273269
chr19	13102185	13102234	1675843:SINE:AluJb	0	-	13102185	13102234	0	1	50	0	-1.76358859226136	0.435824999898497
chr19	13690999	13691048	1676564:SINE:AluSx	0	-	13690999	13691048	0	1	50	0	-1.09861228917849	0.409122063998827
chr19	14245034	14245083	1677167:SINE:AluSx	0	-	14245034	14245083	0	1	50	0	1.16315080980568	0.0960132050938525
chr19	14271634	14271683	1677215:SINE:AluY	0	-	14271634	14271683	0	1	50	0	-0.793230639116928	0.72787757643703
chr19	15354082	15354231	1678397:SINE:7SLRNA	0	-	15354082	15354231	0	1	150	0	1.34474534987553	0.844544266520902
chr19	15354282	15354331	1678397:SINE:7SLRNA	0	-	15354282	15354331	0	1	50	0	2.10006082888257	0.423602699302714
chr19	16145363	16145412	1679125:SINE:AluSx	0	-	16145363	16145412	0	1	50	0	-1.76766191519098	0.15656723737819
chr19	16552550	16552599	1679553:SINE:AluSx	0	-	16552550	16552599	0	1	50	0	2.77258872223978	0.298917858243489
chr19	16652464	16652513	1679624:SINE:AluJb	0	-	16652464	16652513	0	1	50	0	1.63339115345659	0.54838235940788
chr19	16720824	16720873	1679716:SINE:AluY	0	-	16720824	16720873	0	1	50	0	2.33537492277428	0.310124677446971
chr19	17160849	17160898	1680158:SINE:AluSx	0	-	17160849	17160898	0	1	50	0	0.590199211307503	0.830743083375959
chr19	17180503	17180552	1680185:SINE:AluSx	0	-	17180503	17180552	0	1	50	0	-3.36729582998647	0.18369375741858
chr19	17691350	17691399	1680780:SINE:AluSx	0	-	17691350	17691399	0	1	50	0	-2.0794415445652	0.263918829098781
chr19	18409991	18410040	1681634:SINE:AluSx	0	-	18409991	18410040	0	1	50	0	1.09861228865874	0.308614648814082
chr19	18992067	18992163	1682159:SINE:AluY	0	-	18992067	18992163	0	1	97	0	0.774188390563071	0.771729518965411
chr19	18992314	18992363	1682159:SINE:AluY	0	-	18992314	18992363	0	1	50	0	4.69134788811855	2.45148183661836e-05
chr19	19420493	19420542	1682630:SINE:AluY	0	-	19420493	19420542	0	1	50	0	0.185899378141838	0.911408278586879
chr19	19710934	19711033	1682880:SINE:AluSx	0	-	19710934	19711033	0	1	100	0	0.553385232724313	0.854525751817601
chr19	21171824	21171873	1683910:SINE:AluY	0	-	21171824	21171873	0	1	50	0	-2.80336038090654	0.245049273048397
chr19	22637220	22637269	1684795:SINE:AluSx	0	-	22637220	22637269	0	1	50	0	0.294799530878444	0.847972019290077
chr19	22851956	22852005	1684947:SINE:AluSx	0	-	22851956	22852005	0	1	50	0	0.138150329736178	0.932175110518332
chr19	22957140	22957189	1685017:SINE:AluSx	0	-	22957140	22957189	0	1	50	0	-2.07944154167047	0.0402019639489186
chr19	23221745	23221794	1685186:SINE:AluSx	0	-	23221745	23221794	0	1	50	0	-0.373513508301562	0.879738662292251
chr19	23359417	23359466	1685260:SINE:AluY	0	-	23359417	23359466	0	1	50	0	2.37583555473364	0.0124322836014241
chr19	28837420	28837469	1686389:SINE:AluSx	0	-	28837420	28837469	0	1	50	0	-0.191055237392871	0.92834071024224
chr19	31377019	31377068	1688033:SINE:AluSx	0	-	31377019	31377068	0	1	50	0	-1.09861228917849	0.409122063998827
chr1	1316110	1316159	168908:SINE:AluSx	0	+	1316110	1316159	0	1	50	0	-0.114113306767421	0.934065018871664
chr1	1316260	1316356	168908:SINE:AluSx	0	+	1316260	1316356	0	1	97	0	1.04995910141815	0.00523207533831704
chr1	1316409	1316508	168909:SINE:AluSx	0	+	1316409	1316508	0	1	100	0	-1.14267227846214	0.86906747544698
chr1	1317210	1317259	168911:SINE:AluSx	0	+	1317210	1317259	0	1	50	0	-2.89037176364788	0.205760106927808
chr1	1317360	1317415	168911:SINE:AluSx	0	+	1317360	1317415	0	1	56	0	3.36729582998647	0.00102347244385748
chr19	33399148	33399197	1689622:SINE:AluSx	0	-	33399148	33399197	0	1	50	0	-0.609765571620895	0.792211768885933
chr19	33822444	33822493	1689895:SINE:7SLRNA	0	-	33822444	33822493	0	1	50	0	0.538996500874951	0.611531792427476
chr19	35209441	35209490	1691078:SINE:AluSx	0	-	35209441	35209490	0	1	50	0	-0.559615787935486	0.160176658061592
chr19	35539165	35539214	1691412:SINE:AluJb	0	-	35539165	35539214	0	1	50	0	-0.847297858187076	0.142338548336736
chr1	1694106	1694155	169169:SINE:AluSx	0	+	1694106	1694155	0	1	50	0	-5.48893772615669	0.131438893151715
chr19	35927384	35927433	1691787:SINE:AluY	0	-	35927384	35927433	0	1	50	0	1.68053383411783	0.515767174750869
chr19	36064695	36064744	1691927:SINE:AluSx	0	-	36064695	36064744	0	1	50	0	-0.405465108466886	0.738433928591048
chr19	36889049	36889098	1692664:SINE:AluSx	0	-	36889049	36889098	0	1	50	0	-1.20682587330834	0.535135243477164
chr19	37968228	37968277	1693611:SINE:AluSx	0	-	37968228	37968277	0	1	50	0	-0.405465107947139	0.655619382616321
chr19	38247615	38247664	1693930:SINE:AluSx	0	-	38247615	38247664	0	1	50	0	-0.615185639090233	0.66179420430587
chr19	38677996	38678045	1694380:SINE:AluSx	0	-	38677996	38678045	0	1	50	0	1.54044504043637	0.240965595386538
chr19	38859418	38859467	1694521:SINE:AluSx	0	-	38859418	38859467	0	1	50	0	0.847297859867456	0.204650232546488
chr19	38917224	38917273	1694600:SINE:AluJb	0	-	38917224	38917273	0	1	50	0	5.37989735354046	0.00074945686309047
chr19	38981785	38981834	1694666:SINE:AluSx	0	-	38981785	38981834	0	1	50	0	1.386294354409	0.345561107448299
chr19	38986876	38986925	1694678:SINE:AluY	0	-	38986876	38986925	0	1	50	0	0.980829249714032	0.331969273994823
chr19	39442678	39442727	1695236:SINE:AluJb	0	-	39442678	39442727	0	1	50	0	-2.61707842289648	0.388118389357083
chr19	39463047	39463096	1695267:SINE:AluSx	0	-	39463047	39463096	0	1	50	0	-2.0794415445652	0.263918829098782
chr19	41204649	41204698	1696961:SINE:AluSx	0	-	41204649	41204698	0	1	50	0	0.318453730826293	0.520494928264869
chr19	41302377	41302426	1697071:SINE:AluSx	0	-	41302377	41302426	0	1	50	0	-0.916290731874155	0.67984323135578
chr19	43661548	43661597	1698949:SINE:AluSx	0	-	43661548	43661597	0	1	50	0	4.89783979978988	4.07108004418788e-07
chr19	45087000	45087049	1700419:SINE:AluSx	0	-	45087000	45087049	0	1	50	0	-19.4998096703275	0.157585913364087
chr19	45221565	45221614	1700574:SINE:AluSx	0	-	45221565	45221614	0	1	50	0	-1.14209740060785	0.650867905597979
chr19	45410977	45411026	1700787:SINE:AluSx	0	-	45410977	45411026	0	1	50	0	2.5308066385352	0.431241768345851
chr19	45412889	45412938	1700790:SINE:AluSx	0	-	45412889	45412938	0	1	50	0	-0.531304155107957	0.0905053451802959
chr19	45413446	45413595	1700792:SINE:AluJb	0	-	45413446	45413595	0	1	150	0	-1.35335020539009	0.652467773041796
chr19	45548906	45548955	1700968:SINE:AluSx	0	-	45548906	45548955	0	1	50	0	-0.238411023444999	0.921556414211924
chr19	45549636	45549685	1700969:SINE:AluSx	0	-	45549636	45549685	0	1	50	0	-1.32175583386388	0.307120285905001
chr19	45552482	45552531	1700971:SINE:AluSx	0	-	45552482	45552531	0	1	50	0	0.135102484856563	0.959598414031531
chr19	45748241	45748290	1701217:SINE:AluY	0	-	45748241	45748290	0	1	50	0	3.92197333628132	0.00319289183582694
chr19	46310864	46310913	1701747:SINE:AluSx	0	-	46310864	46310913	0	1	50	0	1.09861228917849	0.409123255361005
chr19	46436326	46436375	1701904:SINE:AluY	0	-	46436326	46436375	0	1	50	0	-0.22314355131421	0.741336580648264
chr19	47283244	47283293	1702856:SINE:AluSx	0	-	47283244	47283293	0	1	50	0	2.89037176364788	0.0494221986267651
chr19	47415624	47415673	1703048:SINE:AluSx	0	-	47415624	47415673	0	1	50	0	0.693147183454676	0.542320557301771
chr19	47739309	47739358	1703418:SINE:AluJb	0	-	47739309	47739358	0	1	50	0	-2.2082744135228	0.00638887394700083
chr19	48129172	48129221	1703923:SINE:AluSx	0	-	48129172	48129221	0	1	50	0	-0.723709830970111	0.00698157820430001
chr19	48183416	48183465	1703984:SINE:AluY	0	-	48183416	48183465	0	1	50	0	-0.693147180562904	0.456153985617538
chr19	49256690	49256739	1705265:SINE:AluSx	0	-	49256690	49256739	0	1	50	0	-4.23410650459726	0.156028991030034
chr19	51134307	51134356	1707213:SINE:AluSx	0	-	51134307	51134356	0	1	50	0	-1.09861228917849	0.409122063998827
chr19	52259982	52260031	1708138:SINE:AluJb	0	-	52259982	52260031	0	1	50	0	-2.40254644397411	0.00025912305708109
chr19	52497262	52497311	1708385:SINE:AluSx	0	-	52497262	52497311	0	1	50	0	-1.60943791391813	0.318465778501576
chr19	52595389	52595438	1708499:SINE:AluY	0	-	52595389	52595438	0	1	50	0	3.34990408711358	7.37862120041565e-05
chr19	52639213	52639262	1708522:SINE:AluSx	0	-	52639213	52639262	0	1	50	0	1.74149762888381	0.20694385448859
chr19	52639363	52639412	1708522:SINE:AluSx	0	-	52639363	52639412	0	1	50	0	-2.76292681132804	0.347841732458328
chr19	52783521	52783570	1708628:SINE:AluY	0	-	52783521	52783570	0	1	50	0	-3.11499569438081	0.322195973190178
chr19	53045464	53045513	1708830:SINE:AluSx	0	-	53045464	53045513	0	1	50	0	0.287682072922175	0.835576739661394
chr19	53827284	53827333	1709694:SINE:7SLRNA	0	-	53827284	53827333	0	1	50	0	3.49650756146648	0.0194091883168087
chr19	54078530	54078579	1709987:SINE:AluSx	0	-	54078530	54078579	0	1	50	0	-0.405465107118023	0.547035104654133
chr19	54368806	54368905	1710226:SINE:AluSx	0	-	54368806	54368905	0	1	100	0	1.2649334963049	0.621064034178013
chr19	54368956	54369005	1710226:SINE:AluSx	0	-	54368956	54369005	0	1	50	0	-1.12088492427723	0.68411664499478
chr19	54371597	54371646	1710228:SINE:AluSx	0	-	54371597	54371646	0	1	50	0	0.388474408112478	0.144387547682153
chr19	55860135	55860184	1711495:SINE:AluY	0	-	55860135	55860184	0	1	50	0	-1.38629436111052	0.167111835739418
chr19	56439779	56439828	1712059:SINE:AluY	0	-	56439779	56439828	0	1	50	0	-0.976915353690589	0.694795076477656
chr19	56439929	56439978	1712059:SINE:AluY	0	-	56439929	56439978	0	1	50	0	-1.87457866142282	0.260552075253365
chr19	56440658	56440852	1712060:SINE:AluSx	0	-	56440658	56440852	0	1	195	0	-3.12508828848792	0.360672869946199
chr19	56440903	56440952	1712060:SINE:AluSx	0	-	56440903	56440952	0	1	50	0	0.255421210228284	0.441297804451786
chr19	56701386	56701435	1712314:SINE:AluY	0	-	56701386	56701435	0	1	50	0	-3.49650756146648	0.178714553736655
chr19	57454502	57454551	1713054:SINE:AluSx	0	-	57454502	57454551	0	1	50	0	-4.39444915466307	0.00670837051020567
chr19	57857909	57857958	1713353:SINE:AluSx	0	-	57857909	57857958	0	1	50	0	-0.281412459438186	0.912432500091315
chr19	57858285	57858334	1713354:SINE:AluSx	0	-	57858285	57858334	0	1	50	0	-1.06250728402535	0.243707081612822
chr19	58126925	58126974	1713564:SINE:AluSx	0	-	58126925	58126974	0	1	50	0	2.77258872758153	0.0587459392311348
chr19	58187689	58187738	1713624:SINE:AluJb	0	-	58187689	58187738	0	1	50	0	1.09861228865874	0.308614648814082
chr2	4282616	4282665	1716029:SINE:AluSx	0	-	4282616	4282665	0	1	50	0	0.495440704926511	0.855789962695447
chr2	4988600	4988649	1716406:SINE:AluSx	0	-	4988600	4988649	0	1	50	0	0.934309237377339	0.240063261011405
chr1	6481684	6481733	171766:SINE:AluY	0	+	6481684	6481733	0	1	50	0	-0.22314355131421	0.741336580648134
