GO	[-6.16 -0.52]	[-0.52 -0.41]	[-0.41 -0.19]	[-0.19 -0.09]	[-0.09 -0.02]	[-0.02 0.00]	[0.00 0.08]	[0.08 0.17]	[0.17 0.32]	[0.32 0.75]	[0.75 8.56]
GNF2_CCNB2 GNF2_CCNB2	-2.365	-1.537	-0.398	2.348	0.847	-0.398	0.847	0.847	1.154	-1.006	-1.548
GCM_MSN GCM_MSN	-1.160	-1.160	1.434	2.570	0.980	-0.579	0.324	-1.160	0.608	-0.579	-1.167
CAR_HPX CAR_HPX	1.870	2.264	-1.039	-1.039	-1.488	2.264	-0.471	-2.110	-0.710	-0.300	0.457
GNF2_SERPINI2 GNF2_SERPINI2	1.215	1.747	-0.462	-0.994	-0.994	3.054	-0.462	-0.994	-0.994	-0.204	-0.466
GNF2_CCNA1 GNF2_CCNA1	1.421	3.600	-0.885	-0.885	-0.885	1.421	-1.303	-0.885	-1.892	0.239	0.575
MODULE_28 MODULE_28	-1.326	-1.326	-0.363	2.182	0.480	-1.326	0.480	1.650	0.795	-0.363	-1.334
MODULE_182 MODULE_182	-0.347	-1.771	0.542	0.730	1.199	-2.335	1.479	1.479	0.385	-0.347	-3.097
GNF2_ITGB2 GNF2_ITGB2	-1.537	-2.365	0.380	0.589	0.380	-1.537	0.380	2.831	1.508	-0.234	-1.015
MODULE_484 MODULE_484	-1.741	-1.741	1.086	0.269	-0.599	-0.599	0.750	1.086	1.933	0.477	-1.751
GNF2_INPP5D GNF2_INPP5D	-1.057	-1.783	0.717	1.426	1.042	-1.783	0.717	1.042	0.254	0.254	-1.793
GNF2_TDG GNF2_TDG	-0.796	-0.796	1.452	0.681	2.484	-0.218	0.681	0.404	-1.451	-1.451	-1.459
MORF_LMO1 MORF_LMO1	1.368	-0.865	-0.316	-1.363	-1.363	0.722	-1.363	-0.534	-0.865	1.020	3.780
MODULE_157 MODULE_157	0.744	1.197	-1.192	-1.570	-0.890	0.956	-1.570	-1.570	-0.651	1.466	2.778
GNF2_GSTM1 GNF2_GSTM1	4.010	0.544	-2.075	-0.334	-2.075	1.169	-1.215	-0.910	0.271	-0.334	0.918
GNF2_CDC20 GNF2_CDC20	-2.323	-1.502	-0.381	1.963	1.194	-0.381	1.194	0.879	0.613	-0.977	-1.513
GNF2_ANP32B GNF2_ANP32B	-0.860	-0.860	-0.250	1.793	1.793	-0.476	2.310	-0.476	-0.250	-1.534	-1.543
MODULE_153 MODULE_153	-0.407	2.578	-0.407	-0.765	-0.765	2.578	-1.409	-1.409	-0.765	0.428	0.710
MORF_PPP2R4 MORF_PPP2R4	-1.328	-2.115	0.302	-0.837	1.058	0.302	1.823	1.416	0.499	0.302	-2.128
GNF2_BNIP2 GNF2_BNIP2	-1.409	-1.409	0.216	1.081	2.578	-0.407	0.428	1.515	-0.407	-0.765	-1.417
GCM_MAPK10 GCM_MAPK10	3.977	-1.773	-0.427	-2.440	-0.277	-0.427	-0.277	-0.427	-0.911	1.180	1.166
MODULE_278 MODULE_278	-1.409	-1.409	0.717	0.428	2.015	-1.409	2.015	-0.765	0.428	0.216	-0.771
MODULE_171 MODULE_171	1.387	0.583	1.927	-0.539	-0.719	0.321	-3.665	-1.538	-1.212	1.387	0.735
MODULE_352 MODULE_352	-0.704	-0.704	1.208	3.366	1.208	-0.272	-0.704	-0.272	-0.704	-0.704	-0.708
GCM_ANP32B GCM_ANP32B	-0.828	-1.492	-0.453	0.986	0.381	-1.492	2.395	1.392	0.381	-0.234	-1.501
MORF_PTPRR MORF_PTPRR	0.669	1.674	-0.771	-1.052	-0.552	1.674	-0.771	-3.189	-1.052	0.493	1.975
MODULE_87 MODULE_87	-1.091	-1.824	0.240	0.240	1.803	-0.373	2.816	0.431	0.431	-0.650	-1.835
MODULE_400 MODULE_400	1.058	1.058	-0.787	-0.787	-0.787	2.273	-0.787	-0.787	-0.787	1.058	-0.327
MORF_TERF1 MORF_TERF1	-1.857	-1.272	1.135	2.685	1.464	-0.860	0.849	0.250	-0.566	-0.359	-1.870
MODULE_130 MODULE_130	3.989	0.458	-0.434	-0.434	-0.953	0.200	0.200	-0.953	-0.953	-0.953	1.276
MORF_RAP1A MORF_RAP1A	-1.612	-2.013	2.433	1.306	0.404	1.306	0.404	0.404	0.404	-0.998	-2.517
MODULE_201 MODULE_201	1.465	2.857	0.318	-0.810	-0.810	1.098	-1.294	-0.810	-2.074	0.523	-0.498
MODULE_237 MODULE_237	-1.572	-0.416	1.115	2.284	-1.572	-1.572	1.115	0.816	0.363	0.363	-1.584
MODULE_307 MODULE_307	-1.036	-1.036	0.727	-1.036	-0.491	-0.491	-0.222	2.922	1.151	0.727	-1.042
MORF_GPX4 MORF_GPX4	-0.600	-2.282	0.912	0.416	0.246	-0.600	-0.364	0.246	2.022	1.606	-2.295
MODULE_58 MODULE_58	4.360	0.527	-0.378	-0.378	-0.870	-0.378	0.236	-0.870	-0.870	-0.870	0.924
MORF_JAK3 MORF_JAK3	2.263	-1.254	0.427	0.290	-0.919	1.292	-1.254	-2.234	-1.254	1.292	1.014
GNF2_CD53 GNF2_CD53	-1.572	-1.572	0.565	1.115	1.115	-2.407	0.363	1.461	0.565	0.363	-1.045
MODULE_121 MODULE_121	0.542	0.950	0.542	-1.771	-2.335	1.199	-1.771	-0.715	-0.715	1.479	1.461
GNF2_SELL GNF2_SELL	-1.192	-1.949	-0.431	1.228	0.598	-0.729	1.228	0.885	1.228	-0.241	-1.960
GNF2_DDX5 GNF2_DDX5	-1.749	-1.749	0.460	3.395	0.288	-1.182	0.940	0.940	0.460	-0.786	-0.795
MODULE_115 MODULE_115	-1.119	-0.550	0.347	-0.550	2.681	-1.119	2.056	-0.550	0.645	-0.260	-1.125
MORF_IL9 MORF_IL9	1.113	0.867	-0.855	-1.178	-1.594	1.113	0.325	-2.134	-1.178	0.654	2.383
MORF_NF1 MORF_NF1	1.245	-0.662	0.694	-0.662	-0.846	2.543	-0.846	-2.874	-0.846	-0.385	2.216
MODULE_368 MODULE_368	0.304	4.065	-0.745	-0.745	-0.745	1.130	-0.745	-0.745	-0.298	-0.298	0.302
MORF_CSNK1D MORF_CSNK1D	-0.961	-1.394	-0.647	1.642	1.302	-1.394	-0.263	-0.263	1.642	1.302	-2.015
MODULE_199 MODULE_199	1.508	0.847	0.380	-1.006	-1.006	-2.365	-1.537	-0.398	-0.234	0.847	1.889
GCM_HMGA2 GCM_HMGA2	0.354	2.469	-0.694	-0.365	-2.515	2.826	-0.694	-1.562	0.354	-0.694	0.635
MODULE_403 MODULE_403	-1.158	-1.908	-0.228	2.141	2.141	-1.158	-0.411	1.275	-0.411	-0.228	-0.709
GNF2_CBFB GNF2_CBFB	-1.243	-1.243	2.366	0.540	1.800	-0.640	-0.640	0.540	0.283	-0.320	-1.250
GCM_HBP1 GCM_HBP1	-2.001	-0.647	1.642	2.435	0.343	0.343	1.302	-0.421	-0.421	-0.961	-2.015
GNF2_DENR GNF2_DENR	-0.837	-1.328	0.752	1.058	1.058	-0.513	1.823	1.058	-0.837	-0.837	-2.128
GNF2_RTN1 GNF2_RTN1	1.368	1.766	-1.363	-0.534	-0.316	-0.865	-0.534	-1.363	-0.865	-0.316	3.209
MODULE_545 MODULE_545	-0.828	0.567	-0.351	-0.351	-0.351	4.567	0.567	-0.828	0.256	-0.828	-0.833
CAR_WBSCR22 CAR_WBSCR22	1.863	-0.453	-1.492	0.647	-0.828	0.647	-1.492	-0.828	-0.828	1.392	0.977
MORF_THPO MORF_THPO	0.950	3.388	-1.004	-1.665	-0.566	1.419	-1.004	-1.004	-1.302	0.950	0.304
MODULE_332 MODULE_332	-0.392	-1.124	0.960	-0.392	1.323	0.960	0.960	0.960	-1.866	-0.676	-1.877
MODULE_273 MODULE_273	-1.363	-0.865	1.368	1.020	0.287	-1.363	1.368	0.477	1.020	-0.534	-2.170
MORF_CD8A MORF_CD8A	0.950	1.172	-1.665	-1.004	-0.566	1.690	-1.004	-2.644	-0.291	0.581	1.667
MODULE_81 MODULE_81	-0.828	-0.351	0.256	-0.351	3.677	-0.828	1.523	-0.828	0.256	-0.351	-0.833
MODULE_329 MODULE_329	0.499	3.904	-0.513	-1.328	-0.513	0.752	-1.328	-0.837	-1.328	0.499	0.744
MODULE_154 MODULE_154	2.157	1.777	-1.550	-0.753	-1.550	1.777	-1.092	-0.753	-0.327	-0.505	0.613
MODULE_308 MODULE_308	-0.647	-0.961	0.520	0.739	0.343	-0.961	1.642	1.642	0.739	-0.961	-2.923
MORF_XPC MORF_XPC	-0.714	-1.643	1.042	1.745	-0.452	-0.452	0.758	1.372	0.520	-0.714	-2.504
MODULE_357 MODULE_357	1.911	2.292	-0.865	-0.865	-1.709	1.562	-1.226	-0.865	-0.397	-0.595	0.716
GNF2_PAK2 GNF2_PAK2	-1.160	-1.160	0.324	0.980	2.570	-0.579	-0.579	1.434	-0.279	-0.279	-1.167
MODULE_297 MODULE_297	1.911	1.911	-0.865	-0.865	-1.709	1.911	-1.226	-0.865	-0.397	-0.595	0.716
GCM_BCL2L1 GCM_BCL2L1	-1.409	-0.765	0.717	1.081	2.578	-0.407	0.428	0.717	-0.765	-0.765	-1.417
GCM_RAF1 GCM_RAF1	-1.057	-1.783	2.360	1.042	-0.354	-0.354	1.042	-0.354	0.454	0.254	-1.793
MODULE_208 MODULE_208	1.540	1.043	1.043	-0.254	-0.925	0.487	-3.166	-1.211	-1.562	1.043	0.478
MODULE_164 MODULE_164	1.007	2.550	-1.678	-0.738	-1.123	1.329	-1.678	0.730	-0.738	0.316	-0.291
GNF2_ELAC2 GNF2_ELAC2	-0.702	-1.158	2.649	0.922	1.682	-0.411	-0.228	0.390	-0.702	-0.702	-1.919
GNF2_TYK2 GNF2_TYK2	-1.368	-1.368	1.132	1.581	1.132	-0.733	0.755	0.231	-0.385	0.231	-1.375
MODULE_277 MODULE_277	-2.282	-0.949	0.639	1.235	1.606	-0.364	0.416	1.235	0.246	-0.949	-1.478
GNF2_HLA_C GNF2_HLA_C	-1.192	-1.192	1.228	0.370	0.370	-1.949	0.885	0.885	-0.431	1.625	-1.201
MORF_BCL2L11 MORF_BCL2L11	0.610	0.610	-0.431	-1.665	-0.900	2.280	-0.560	-2.396	-0.900	1.103	1.729
MODULE_287 MODULE_287	0.523	1.882	-0.285	-0.492	-2.074	1.882	-1.294	-1.294	-0.492	0.523	0.516
MODULE_445 MODULE_445	-0.621	4.790	0.396	-0.223	-0.621	-0.223	-0.621	-0.621	-0.621	-0.223	0.393
MODULE_303 MODULE_303	-1.160	-1.160	1.434	1.434	0.324	-1.160	0.324	0.324	0.980	-0.279	-1.167
MODULE_105 MODULE_105	-2.353	-2.773	0.562	0.342	1.861	-0.922	1.861	0.444	0.444	0.562	-0.600
MODULE_197 MODULE_197	-1.720	-0.911	-0.425	0.383	1.598	-0.558	0.383	2.702	1.368	-0.719	-2.109
MODULE_497 MODULE_497	0.929	0.573	-1.202	-1.202	-0.610	0.303	-1.202	-0.299	-0.299	0.303	3.100
MODULE_404 MODULE_404	0.685	-0.240	0.685	-0.520	-1.077	3.515	-1.077	-0.240	-1.077	-0.520	0.368
GCM_ING1 GCM_ING1	-1.303	-1.303	0.583	0.239	0.239	-1.892	2.183	0.239	2.620	-0.374	-0.593
GNF2_PPP6C GNF2_PPP6C	-1.617	-0.925	0.556	1.229	0.556	0.320	1.229	1.229	-0.524	-0.925	-1.626
MODULE_109 MODULE_109	3.943	0.556	-0.925	-0.283	-0.925	1.660	-0.925	-0.925	-0.524	-0.283	-0.530
GNF2_RRM2 GNF2_RRM2	-1.658	-0.958	-0.300	2.075	0.821	-0.549	0.821	0.821	0.528	-0.549	-1.668
MORF_MAP3K14 MORF_MAP3K14	0.531	2.257	-0.469	-1.144	-1.144	1.365	-0.332	-1.485	-1.904	0.389	1.616
GCM_PTK2 GCM_PTK2	0.471	-2.645	0.471	-0.653	1.668	-0.653	3.628	-0.360	-0.853	-0.360	-0.664
GNF2_CENPE GNF2_CENPE	-1.700	-0.991	-0.574	2.521	0.785	-0.318	0.785	1.131	0.285	-0.991	-0.999
GCM_SUFU GCM_SUFU	-1.145	-2.256	0.397	2.055	1.687	-0.541	0.800	0.579	-0.541	0.254	-1.627
MORF_CDK2 MORF_CDK2	-0.689	-2.073	0.690	1.227	0.939	-0.689	1.227	0.690	0.690	-1.013	-2.088
GNF2_CYP2B6 GNF2_CYP2B6	4.112	0.334	-2.032	0.334	-0.782	-0.270	-0.782	-0.782	-0.270	-0.270	0.807
GNF2_H2AFX GNF2_H2AFX	-1.285	-0.671	-0.671	2.885	0.264	-0.671	0.509	1.243	0.509	-0.341	-1.292
MODULE_387 MODULE_387	0.547	3.504	-0.471	-1.260	-0.471	0.547	-1.260	-0.782	-1.260	0.547	0.807
MODULE_263 MODULE_263	0.410	0.410	-1.124	-1.866	-0.676	3.912	-0.392	-0.676	0.226	0.226	0.648
MODULE_209 MODULE_209	1.865	1.535	-2.700	-1.078	-0.538	1.535	-0.771	-0.771	0.377	0.246	-0.242
GCM_TPT1 GCM_TPT1	-2.001	-0.647	0.739	0.520	0.739	-0.961	0.520	1.642	1.302	-0.647	-2.015
GNF2_G22P1 GNF2_G22P1	-0.828	-1.492	0.647	1.863	0.647	-0.828	1.392	-0.234	0.381	-0.453	-1.501
GCM_CSNK1A1 GCM_CSNK1A1	-1.492	-0.828	0.647	1.392	1.863	-0.453	0.647	-0.234	0.381	-1.492	-0.835
GCM_PPM1D GCM_PPM1D	-1.077	-0.240	0.685	1.090	3.515	-0.520	-0.520	-0.240	-1.077	-0.520	-0.524
GNF2_SPI1 GNF2_SPI1	-0.765	-1.409	1.515	1.081	0.717	-0.407	-1.409	1.515	-0.407	-0.765	0.213
GNF2_TST GNF2_TST	3.017	0.631	-1.922	-0.280	-1.922	0.830	-1.098	-0.585	0.324	-0.280	0.817
GNF2_CASP1 GNF2_CASP1	-1.263	-1.652	0.685	0.513	0.368	-2.137	1.370	1.114	1.654	-0.356	-0.964
MORF_RUNX1 MORF_RUNX1	0.389	-1.915	1.995	-0.977	0.389	1.721	-1.547	-1.237	-0.581	0.663	1.005
GNF2_CASP4 GNF2_CASP4	-0.994	-0.994	-0.994	0.773	1.747	-0.462	0.427	1.215	0.427	-0.204	-1.000
MODULE_363 MODULE_363	-0.782	-0.471	1.944	-0.471	0.547	-2.032	0.816	-0.270	1.944	-0.782	-0.790
GNF2_RPA1 GNF2_RPA1	-0.579	-1.160	0.608	1.966	0.980	-0.279	0.608	0.608	-1.160	-1.160	-0.584
MODULE_323 MODULE_323	-2.490	-0.714	2.161	0.520	1.745	-0.273	0.331	-0.452	0.331	-1.093	-0.458
GNF2_PTPRC GNF2_PTPRC	-0.606	-0.910	-0.239	3.521	0.561	-1.928	-0.606	1.066	-0.389	0.561	-0.920
MODULE_261 MODULE_261	-0.506	-1.331	0.730	0.730	1.199	-1.771	1.479	0.950	0.542	-0.985	-1.788
MORF_THRA MORF_THRA	0.259	1.278	0.436	-0.921	-1.432	0.436	-1.432	-0.348	-1.432	1.278	1.643
MODULE_388 MODULE_388	-0.704	-0.704	-0.272	1.208	1.208	-0.704	0.332	1.824	-0.272	-0.704	-0.708
MODULE_172 MODULE_172	1.029	1.586	-2.962	-0.919	-0.659	1.586	-0.461	-0.919	0.290	0.290	0.586
MODULE_106 MODULE_106	-0.199	1.490	0.434	0.434	-0.580	-0.580	-0.580	-0.580	-0.580	-0.580	2.204
