gene_name	hl60_120h_log2FC	hl60_120h_pvalue	hl60_72h_log2FC	hl60_72h_pvalue	hl60_6h_log2FC	hl60_6h_pvalue	kg1_log2FC	kg1_pvalue	molm13_log2FC	molm13_pvalue	molm14_log2FC	molm14_pvalue	ociaml3_log2FC	ociaml3_pvalue	skm1_log2FC	skm1_pvalue
ENSG00000060982	BCAT1	-0.829341263320323	0.00210292781580666	-0.261240360653138	0.138173104498191	0.0790161875921184	0.422774750504487	-0.914512676222598	0.143606270012935	-0.177373076344161	0.0184889413825784	-0.300011742908613	0.0469043518506498	NA	NA	-0.130941807951633	0.0203407550797517
ENSG00000061273	HDAC7	-0.0681157268839024	0.666949753061668	0.0132379610320384	0.955971367651866	0.618071740318538	0.0169204118191195	0.122358983497163	0.34418573484156	-0.703576458939123	0.00510750516675155	-0.176894321822415	0.428444513767796	0.049649427867297	0.668509342518626	0.0189638421335421	0.837671720350247
ENSG00000061656	SPAG4	-0.248162635116275	0.309523021451275	0.361975989758058	0.0434055033460429	1.03716202027375	0.110631630223654	-0.01521900376953	0.982864099945995	0.809211558536305	0.0428723225948324	-0.0374877491590099	0.866883855116331	-0.0556298492691633	0.734900897605681	0.086283263376335	0.475909785968515
ENSG00000061676	NCKAP1	0.688899337692883	0.080534983080109	0.0243924744321633	0.966448116520733	NA	NA	0.0487720594914232	0.657681746102641	-0.0346871922148352	0.81598475724417	0.165843372085905	0.555827915058459	NA	NA	0.300018274740482	0.118054028806554
ENSG00000061794	MRPS35	0.0564669922698493	0.69528107890821	0.0771266686691207	0.728304985818828	0.0249853492703135	0.799822382433436	-0.233907106008055	0.233359500713313	0.129524844626596	0.0828020010326042	0.196173235259476	0.408587974673348	-0.309723288626765	0.1694196880235	0.0649957688197148	0.341365626371483
ENSG00000061936	SFSWAP	-0.0358543352355079	0.752864187977885	0.0980667938862433	0.486775156347769	-0.0891608952389711	0.503035497916357	-0.202611459093488	0.395453592617757	-0.222224631717283	0.0446185935861147	-0.230715873132523	0.288858636750925	-0.0745605752886454	0.655633079448323	-0.189316231968968	0.0393667708591351
ENSG00000061938	TNK2	-0.0243610329280927	0.883109197378675	-0.469132808323517	0.0855693227120822	0.0131161139121949	0.935289595025574	0.0777793935063774	0.423668260325572	0.21434911362786	0.0517425986991937	-0.0996437160183269	0.588803524939589	-0.0731350226313864	0.75256809634194	0.626852233349194	0.00158996135444285
ENSG00000061987	MON2	0.208196001023469	0.0920696800374692	-0.0753004012730696	0.833877934214092	0.15887877967748	0.329632897921972	-0.111662625449814	0.398116846249058	0.195797545314114	0.0631310547041844	0.0805392382287873	0.594396929957876	0.200481814985196	0.237486675591132	0.138185046809616	0.208352650256074
ENSG00000062194	GPBP1	-0.226026600186675	0.111593899708801	0.143343737508882	0.557787870123838	-0.188508873861451	0.144534541748599	0.0766678260189964	0.488574550436583	-0.685170347174684	0.000172016416922494	-0.218447041248389	0.202218168339195	-0.461343526584154	0.0134058445008098	-0.0403461454330667	0.526167035729311
ENSG00000062282	DGAT2	0.0919458733525452	0.379600938359914	0.0174238833231482	0.901573311832964	0.0992577039658855	0.400819199157806	1.13763465261484	0.323387595217231	-0.303641158761413	0.0338450401107019	-0.392178678284679	0.127819670890373	-0.00232564336946184	0.992794397927688	-0.268713430325655	0.0137108697777082
ENSG00000062485	CS	-0.188528061267884	0.102180978815329	0.10365022024469	0.601188692311534	0.0433462329483851	0.674749369682837	-0.109323915381535	0.333562331317132	0.175056093237483	0.0139360630276926	-0.0258762215335474	0.869451094151694	-0.0750686836150627	0.604293535214073	-0.0209593499957703	0.733361923649096
ENSG00000062598	ELMO2	0.16558447780827	0.134480534081052	0.170692266103344	0.232757773974332	0.0497544332870143	0.794180241173837	0.186425109065714	0.255169124864181	-0.178507195706373	0.0204464619016616	0.313277642020948	0.158583309737869	0.110322158819204	0.337273461822644	0.01844588231833	0.780729257328591
ENSG00000062650	WAPL	0.0883366348163899	0.450190552943567	0.257570328597991	0.208543314261039	-0.0414043908875661	0.676333462188227	-0.0431781941141446	0.649541365051508	-0.038976780387481	0.632817068312745	0.166453675183282	0.208406709617004	0.172705547089072	0.297058412261262	-0.106351178530254	0.0741968431306733
ENSG00000062716	VMP1	0.0229435067429387	0.826015160597983	0.0708390133001213	0.592974083505146	-0.0747496911903416	0.467315055437593	-0.0360932210622587	0.77127999700741	0.147570757853837	0.0854302150253156	-0.0200785950282234	0.887711513523121	-0.113004678903983	0.565034288200135	-0.0708690418663679	0.196342979292809
ENSG00000062725	APPBP2	-0.0200581370984985	0.860062660629613	-0.174188903695546	0.290356918029475	-0.0991234691797517	0.404733425934024	0.033304156434228	0.805984391056634	-0.0979002143170497	0.158396449850268	0.343267508877846	0.250630108004188	0.0799543135887323	0.466213869710456	-0.109210650688072	0.306417078718266
ENSG00000063015	SEZ6	-0.126510801551148	0.638432213713874	-0.199671357281339	0.577378436492961	0.0786905928528966	0.755387164675694	-0.108926039825635	0.513980679907009	-0.0387743016566417	0.818050090779725	0.380509432400198	0.429520680027966	-0.419995495063324	0.339327027597887	0.201673886181967	0.00673320236592981
ENSG00000063046	EIF4B	0.566032313993834	0.00400806632360715	0.156441184759614	0.360177190100586	0.017175918452772	0.893863344414599	-0.0510439322585661	0.607066503470292	0.423896685503587	0.0010643523776089	0.115835900291942	0.382871283891905	0.290838763549231	0.43413383932788	0.134927815455457	0.0237999010548194
ENSG00000063169	GLTSCR1	-1.07699311778244	0.0396072421697756	NA	NA	NA	NA	0.062630726352898	0.551064889709103	-0.337578007232655	0.0401296910163065	0.164846635167191	0.45281763301402	0.0360504666624404	0.833977822602151	-0.143284381338331	0.0434203755153839
ENSG00000063176	SPHK2	-1.57865688042571	0.227348867236895	NA	NA	0.320875761208254	0.328344487252308	-0.245400706865512	0.232280509428615	-0.18957166119194	0.0449595875145039	-0.320412578141698	0.243481980680111	-0.0986851737114137	0.529243017066424	-0.165811288528323	0.784955581302393
ENSG00000063177	RPL18	0.241972022800704	0.0713020289403781	-0.110854138018394	0.70346978715061	0.190772170636721	0.137419199638478	-0.182873332946486	0.155344759538866	0.41711895048092	0.000329423644562564	-0.0926352883321614	0.533375703583448	-0.0857429213123018	0.447960387179571	0.114654588966153	0.733221189416797
ENSG00000063180	CA11	NA	NA	NA	NA	NA	NA	0.0431965450613014	0.650819648978191	0.272017090889534	0.0058376978392512	NA	NA	0.511997833528692	0.0593621483407563	-0.142854041911708	0.0537873642266262
ENSG00000063241	ISOC2	-0.707243904470972	0.00816549233669199	0.0708244997820749	0.732785602470688	0.148562770791596	0.191145297561251	0.0124927333475028	0.966336064653177	-0.21982311432133	0.0157955388166031	0.677389433585222	0.192597330349054	-0.315049964087383	0.339231132586446	0.015232469978978	0.88934344745143
ENSG00000063244	U2AF2	-0.549580553860648	0.00446457545121801	-0.234385831873332	0.185098506477861	0.119121895097292	0.358150543629308	-0.050456273888027	0.726703469279751	-0.329022299105046	0.000973980448938831	-0.160018085762219	0.463531390977435	-0.406491277995582	0.0458186944713452	-0.612025574001391	0.00198645331202436
ENSG00000063245	EPN1	0.430699252131397	0.109566187430318	0.387575412629596	0.695957992627022	0.344128942821676	0.39924425744103	-0.115461318027024	0.541505815330764	-2.18566441470789	0.000968353013186449	-0.731675542790936	0.00343239552087184	-0.312512106969811	0.0536400868744821	0.279384045094144	0.0170841624920274
ENSG00000063322	MED29	0.190740782549872	0.240964104089502	0.386870549528458	0.128535525697634	-0.403545415388935	0.0800924240311874	-0.0857256110790062	0.488804613555912	-0.129296689461612	0.0556417105831201	0.0811088670790256	0.456368803293806	-0.0772945416081485	0.568848183051671	-0.169010292227924	0.018907062438983
ENSG00000063438	AHRR	0.217600630613866	0.13595955116724	-0.174766645239254	0.284506119250582	-0.144830797703022	0.480053850006356	-0.00946703740833993	0.96364397010247	0.204268132513239	0.286304082473175	-0.0377279306092194	0.808761158391434	-0.186404809594554	0.301037294320088	-0.977997273422503	0.192748180147553
ENSG00000063587	ZNF275	-0.0741381640737932	0.62245202333465	-0.299990365336135	0.274943621840233	-0.458164842780893	0.211161660940267	0.109725533642429	0.392820063492401	-0.337782231891411	0.00314168450434341	0.452330314145239	0.199114407455597	-0.46008027546068	0.0974524550839422	0.10663040424258	0.260781582384101
ENSG00000063601	MTMR1	0.00296961956352715	0.977929063966778	0.0718675985121786	0.588493390789859	-0.0287876447206408	0.779706331844734	0.0225355060410776	0.800400847278641	0.312289196500684	0.00222402760367361	0.299494560982734	0.207453126883944	0.321317767106301	0.0209460520303392	0.143137325443611	0.0740746935091603
ENSG00000063660	GPC1	-0.894837293824836	0.0200961488126426	0.31042043626302	0.446204676600192	-0.985539084757972	0.00784833578264467	0.330753037746517	0.33370272906535	0.578661776303822	0.340322839365682	-0.0996933995253432	0.723678402701257	0.142076237246231	0.312910638914688	-0.861867873946224	0.0586498808416085
ENSG00000063761	ADCK1	-0.742189595181163	0.0943839776176349	-0.390953874814795	0.125845812894744	0.301519158067105	0.0456459764630669	-0.0267680774543609	0.873276511431161	0.0180045420362136	0.899962367469954	-0.116697229952187	0.570621022638382	-0.0421424817117128	0.826475854316769	-0.225050410947225	0.281169384824815
ENSG00000063854	HAGH	0.0609655741318625	0.570650125385159	-0.189943574602282	0.206098733907989	0.0348741544979506	0.795002182563281	-0.768111998832906	0.136432409134162	-0.00220912799605719	0.983908205581395	0.0241773949046722	0.976005309898319	0.0415473998165812	0.879770437168373	0.00609424556126303	0.945593267627137
ENSG00000063978	RNF4	0.241881484638519	0.0554168133889721	0.23034159847051	0.26101282419115	-0.405001969380543	0.140067055555904	0.322888940590153	0.281728111284149	-0.0876641673901018	0.382184245080635	0.0857959327286243	0.710776384506995	0.080650327305336	0.624783097019854	-0.0857671155771812	0.213790245180266
ENSG00000064012	CASP8	0.853633168028129	0.00147487706062441	0.600134764569	0.00985108439919141	0.0607208532804047	0.559923064665244	0.352893472712862	0.13680662342682	0.35237628326978	0.000692310666878253	0.23846491978143	0.340418785657778	0.0607461088455963	0.751105461405672	0.229745869971754	0.00243898252091334
ENSG00000064102	ASUN	0.167168732702638	0.274402106709875	0.251196739589856	0.158820890775326	0.141097799001275	0.250163452084221	NA	NA	1.12058068686037	0.019881214145728	0.235489754785542	0.399555263182541	0.0747521467548988	0.847949557598521	0.0185428684199499	0.839307156761976
ENSG00000064115	TM7SF3	-0.0464805927530057	0.712499179189646	-0.168131698736299	0.504062284532007	0.141832014425785	0.272487762615073	-0.0522405004865559	0.741186897279738	-0.261835732336625	0.00821660995100207	0.226851117959317	0.341240613731414	0.0303264198174646	0.925848689389955	-0.021488165641236	0.665179808297064
ENSG00000064199	SPA17	0.0382103734141241	0.680806021338292	0.210814628925452	0.400070295034368	0.0269130887213538	0.782639232630001	1.67701046860233	0.214502180093517	-0.0368475238606347	0.852951678818978	2.24076298127152	0.079975345756996	0.621256691887677	0.198955711255525	-0.902137069401307	0.342483979605718
ENSG00000064201	TSPAN32	0.0964910928899853	0.640650106362135	-0.187917421487124	0.359021458859754	0.653426044791268	0.00360996512761755	-0.131805467273863	0.167355197528464	0.514844752580309	0.00100794466946692	-0.180893835271127	0.572810765189672	0.282602920624692	0.235764883723494	0.537620321190253	0.000460198614172099
ENSG00000064225	ST3GAL6	-0.11716515793378	0.292961174033155	-0.433483200646486	0.150442031992655	-0.0536267349416307	0.62696451869303	0.142793601986016	0.383541471732161	-0.361438582188314	0.0121786612103208	1.56246028840478	0.366316115522097	-0.735443835245516	0.0898357721304041	0.163435999012303	0.296109680044797
ENSG00000064309	CDON	0.590934878650491	0.294201735962685	0.203380070944925	0.231600292873151	-0.505996377076505	0.0824770066397356	0.361719564712654	0.379563897800052	0.138044153292704	0.438249198600095	0.488763504879562	0.349591962374769	0.249384483133185	0.0712231429616793	0.114328312920238	0.0477134165642655
ENSG00000064313	TAF2	-0.099000782855101	0.324976181940858	0.0624241693375978	0.642067495735992	-0.13368042194549	0.313713977254978	0.0612006728376358	0.642676825067576	0.0523734472045528	0.459375397333707	0.0686944366638859	0.625498377782372	0.223689852163949	0.17718399182981	-0.0921416433955273	0.0831936314304559
ENSG00000064393	HIPK2	-0.162725739413478	0.400724961435221	-0.686816238558143	0.192715003806095	-0.744598871516515	0.0568372960818094	-0.118426699975241	0.348383777948411	-0.300908768546303	0.0648093891603592	-0.0631646507439632	0.59144619939246	0.377060213098305	0.0131821727531097	-0.135629509391595	0.0329895517419855
ENSG00000064419	TNPO3	-0.149775971054397	0.220775591702205	0.0193083324183703	0.890195564014671	-0.0799057048502148	0.489213732066216	0.0532546272416417	0.648884662890368	0.113323272344667	0.324759629477818	-0.091155698531558	0.550501874991656	0.31874657201965	0.133995414405652	-0.00600982292528907	0.944080910988776
ENSG00000064490	RFXANK	0.245692506072562	0.151571473623084	0.0575514675838815	0.748658708330035	0.162096071043773	0.293080131433116	0.0439464231682552	0.850480106959914	0.0383465046429974	0.635173952098649	0.144552355712745	0.409475256749999	-0.0530790321081911	0.649658504541571	0.591947114555729	9.40180849951338e-05
ENSG00000064545	TMEM161A	0.605549701445083	0.0503095103762283	0.119066821807567	0.571864867281329	0.601691380232378	0.070899258837022	-0.0545702955086792	0.817553324660335	-0.0046170163549682	0.953152960106821	-0.041567755597255	0.782279166259059	-0.143094920067566	0.48014437283447	0.069260693983539	0.687918185565066
ENSG00000064547	LPAR2	1.05161844563255	0.0169518632318035	0.0740368623626204	0.827966131071622	0.677394573570656	0.300960153320251	-0.814473358516469	0.0957758828584261	0.524174110854743	0.000570390181093905	0.202168802092481	0.307463150141011	-0.258188393810471	0.249677960122702	0.079963884983396	0.361185246793718
ENSG00000064601	CTSA	-0.0527236322474172	0.813233908194668	0.208801756204478	0.315172681458657	-0.13106490660524	0.2920046570383	-0.0372720553883915	0.75424718235987	-0.219090061002708	0.0595357717428435	-0.251564068992954	0.541364520976998	-0.31075915462682	0.177586514673974	-0.899908580936405	0.00143707928928786
ENSG00000064607	SUGP2	-0.125350370178095	0.315008260945353	-0.0848674194143148	0.547874186199917	-0.0973032376815869	0.333248160002692	0.106560410874909	0.35304725026348	0.31638540512705	0.00385664475115332	0.0415456628842137	0.7565900413383	-0.0780964853818207	0.633528302434333	0.103253684150276	0.254416828265881
ENSG00000064651	SLC12A2	-0.0755847417401709	0.637614480910937	0.079727353330991	0.578881476904707	0.0381997160836653	0.865001099114512	0.415938165264539	0.0441235905110535	-0.217980847433211	0.216387919243643	0.216757391156112	0.387843226257436	0.258002116832758	0.139374738423233	0.0920438254947354	0.14224363511242
ENSG00000064652	SNX24	0.729847612630621	0.186848509133223	0.751151233742331	0.35544680140653	0.428030801708541	0.0399200654635202	-0.133686044253235	0.657729864811873	-0.386617558607876	0.0177356973046698	-0.12720877403067	0.665240480735023	0.961737195314406	0.0568019948309919	-0.0715550285815033	0.417000738021289
ENSG00000064666	CNN2	0.253599721992778	0.112232473605356	0.287228941983169	0.197460571699791	-0.412215789846012	0.0703991749417028	0.045407787633093	0.648661457083705	-0.0539925752447013	0.387253195723613	-0.150922593791061	0.415593893499542	-0.127680715699052	0.383618201436537	-0.0112730982982475	0.805291653469958
ENSG00000064703	DDX20	-0.11720252038412	0.524772220338281	-0.118713458078517	0.489449643475799	-0.0224011063380468	0.810763252406499	0.0703910737825978	0.72597066557643	0.0487801781453249	0.550770262362913	-0.163398153192354	0.357925675257433	-0.212371166441886	0.261900079776045	-0.114671826778827	0.0891664668691027
ENSG00000064726	BTBD1	-0.346297972224413	0.0372137657833083	0.101559872462294	0.485607834942491	-0.209654348940941	0.20519387062105	0.162380665891172	0.143972573162521	-0.199400224407364	0.0469363878551078	0.195014889599835	0.126773868069423	-0.162380379918279	0.525951640196655	-0.0898949361782825	0.190913672100796
ENSG00000064763	FAR2	-0.0974672397994004	0.458354206799549	-0.36901143742452	0.0393308113988304	-0.0697054683807693	0.494835075811629	-0.0675285124223893	0.818813274817786	-1.32607166145545	0.00213234505047233	-2.75936275174618	0.000664246452898553	-0.608811770987336	0.00687879674941131	-0.659227263152208	0.014487849492727
ENSG00000064932	SBNO2	-0.260401562502814	0.373211950481301	-0.112502915028171	0.408594306423369	-0.180271198979873	0.247493299888934	-0.0435581502898162	0.659158645421885	-0.38387966802864	0.00071561855722742	-0.243146710068023	0.0534365856371187	-0.404352296294023	0.0190852832449601	-0.56854977249157	0.0003786859540146
ENSG00000064933	PMS1	0.0910828098732257	0.37249256393688	-0.111359441910096	0.432049124066974	-0.0508274021746678	0.59667355613957	-0.0954952314058336	0.354411568538097	-0.092580575771944	0.244139707106799	-0.0555132179853558	0.7643977557856	0.034742156986131	0.785655263509159	0.087828020140988	0.149447788785041
ENSG00000064961	HMG20B	0.0121007191391083	0.906541871643679	-0.0225249240540142	0.862597441118165	0.132771379873477	0.288705622735199	-0.0740338537610891	0.747628843177493	0.127564017852336	0.143066316951137	0.238707731617143	0.347843574387826	-0.207592399568324	0.218283033657958	0.15253809134108	0.0804640728395848
ENSG00000064995	TAF11	-0.0814997961550052	0.626579175000256	0.0738251861357064	0.583964729234018	-0.0105437748549585	0.920543095025971	0.182630201685373	0.271209013891692	-0.00908508083935189	0.910301920405749	0.125127228738588	0.603605631745057	0.0257904906867598	0.897984802863847	0.000172415455598818	0.998263742909899
ENSG00000064999	ANKS1A	-0.252215438771969	0.0492135773638016	-0.0830984001317381	0.598958139827284	-0.0484709328724049	0.700771547307849	-0.120489228903351	0.231446475159718	-0.526854049156251	0.0116582376258822	0.195172448595727	0.211253516347872	0.3507420536455	0.0692029040365357	-0.10512745902344	0.215063812398549
ENSG00000065000	AP3D1	-0.109412843768623	0.392618637236389	0.442186867332445	0.169986827141536	-0.0922915086779336	0.586257513961825	-0.211165798152032	0.0961203555224266	-0.228326196526247	0.00464536752602049	-0.272258867201756	0.050736289558586	-0.281731174166017	0.0800882007797355	-0.134237466935191	0.203103472583358
ENSG00000065029	ZNF76	0.223496543394447	0.219448032949697	-0.210578762699462	0.239561878068182	0.152827285976655	0.268225227104491	-0.357149464217249	0.011755872914981	-0.117243858863979	0.0539173231646912	0.04818462011453	0.7069498057717	-0.379506449815798	0.179557430467245	0.0701839479569973	0.154913628942161
ENSG00000065054	SLC9A3R2	-0.323026831252644	0.0876598546422059	-0.106534663952912	0.676943742844154	0.565188001196638	0.348292175612519	0.516098037399637	0.0240891748202593	-0.368490543744445	0.0578047460992588	-0.405341790072673	0.44186242539765	0.708380454528393	0.432420623699485	-0.157158231632919	0.387545454814433
ENSG00000065057	NTHL1	NA	NA	-2.1747994986749	0.00121600704937787	0.0133818379028716	0.930367340663198	-0.249899685965874	0.220511227456759	-0.234494854781758	0.0113719767695493	-0.221546567630122	0.519975622026326	-0.443152266283343	0.272612876530626	-1.06068808401877	2.17641499334123e-05
ENSG00000065060	UHRF1BP1	-0.168963785017059	0.236840905467511	0.312303848600007	0.0760726705472316	-0.279370880868611	0.0547021084995486	-0.0390354734725761	0.701843887674912	-0.13071439278906	0.0426298394692197	-0.214219716457308	0.134836773584307	-0.0109305023462456	0.961661336392635	-0.104662649300423	0.0550374799862911
ENSG00000065135	GNAI3	-0.0287366281755067	0.93821309299707	0.0488598026028833	0.925274151706907	0.231073922043944	0.260257063712188	0.0350344387363757	0.771149915334971	-0.1935192243799	0.0184331248236493	0.0735601800512278	0.708840036484932	0.229076557256778	0.107816954282433	-0.105138830494874	0.0922933732117023
ENSG00000065150	IPO5	0.0045249149694391	0.960605120792458	0.273176031543328	0.208582741524834	0.201636171802734	0.0969241766358167	0.0529511578743384	0.631987207602165	0.0749491644588107	0.232299072759	-0.216936508112738	0.133128335589057	-0.248928060215392	0.126184061913165	-0.0519528875277507	0.328256037382809
ENSG00000065154	OAT	NA	NA	-1.27099343959274	0.00536287975998852	0.454996624484568	0.208956266919875	-0.283644763125192	0.231874619686903	-0.692119251987413	0.0354837793705297	-0.942114663023681	0.402471526436874	-0.471976035722922	0.0675835573172772	-0.239771190633142	0.04600159527517
ENSG00000065183	WDR3	-0.302454764083101	0.0756926279089815	0.0283021953382011	0.834858794183216	0.0497832856000038	0.635909056736137	-0.0309792870774517	0.79463304040603	0.0956182217509615	0.239980074898007	-0.23531441963966	0.162709760894461	0.0678826643195642	0.7083079084351	-0.123014632407705	0.258697718299914
ENSG00000065243	PKN2	0.163259725894906	0.260322006371218	0.224272288626076	0.152459996205685	-0.252571092410386	0.0730936121338954	0.0346501052695551	0.70125757724236	0.165324025763582	0.0789426463704491	0.234722401516046	0.12315545469761	0.363669816849512	0.104053984456404	0.133860646940814	0.0262602107126562
ENSG00000065268	WDR18	0.383509752447223	0.547677296480149	-0.159906676090953	0.763851228171311	0.127921115561773	0.565365852228688	-0.0777701445232367	0.579681389322765	-0.118578593044083	0.150432015994463	-0.0964647280750662	0.577833833761134	-0.165599828646561	0.271806687880226	-0.016456056597076	0.754699195530895
ENSG00000065308	TRAM2	-0.283023879964707	0.0666007924003012	-0.207768816644942	0.248478686976238	-0.0185539039320532	0.860418208610301	0.0972022461137715	0.466937348426054	-0.244646821850609	0.0109264349638286	-0.0127603588998561	0.933234158742188	0.15215685470078	0.471848997278679	-0.0972849211303611	0.336258149882092
ENSG00000065320	NTN1	-0.655542201819747	0.0641430025962215	0.0659028059971208	0.799871032195146	0.29500707651973	0.267942630605885	-0.4104597288486	0.419396594944127	0.390479888393836	0.0198612145504326	-0.0854620326085352	0.764917133931008	-0.343887416980132	0.328654217763814	-0.209125045187807	0.28246753423924
ENSG00000065328	MCM10	0.19163780725378	0.197878335914097	0.196425993673865	0.184661900700987	0.0468476442277197	0.659691914003216	-0.16305850459319	0.152691945530698	-0.099513099897484	0.251425792285992	-0.198988168111155	0.103854250707384	-0.00769095698119271	0.952368957472583	0.10664989316629	0.168964089689387
ENSG00000065357	DGKA	0.0105248715500369	0.940768985290763	0.138708426312199	0.532290966935005	1.07327925435754	0.0193201241116322	0.195832402576671	0.188933606948644	-0.130880670046814	0.14295783465556	0.192566733728633	0.359064214679691	0.180957176225161	0.182255738168887	0.0907883569243214	0.177677113567962
ENSG00000065427	KARS	-0.125603428214786	0.229033906798876	0.0983569667800736	0.468991382013901	0.0821141746381586	0.430343536826897	0.0375986809506465	0.789684982437123	0.577821540403279	0.000592060995629934	0.0789644337862065	0.543276712702963	-0.336579384885129	0.0368460456053685	0.0804983551991114	0.479394160606334
ENSG00000065457	ADAT1	-0.34147572904121	0.0623985745174856	-0.424938666246737	0.304574371302794	0.201883536337345	0.0862026383174075	0.017320200765558	0.902762762242078	-0.0795899997264505	0.143414183546073	-0.0972558577425929	0.581911861013071	-0.450508085381277	0.0145214348370653	-0.266193455157996	0.00234603255327764
ENSG00000065485	PDIA5	0.113730889402815	0.337038454469309	0.260183657788022	0.112404841808516	0.0489534024129987	0.611611815775157	0.426631244852976	0.292825960505176	0.00947818431422948	0.865257327858003	0.772025933662774	0.249282891299992	-0.0988411591906591	0.932373651871139	-0.603461901292879	0.0206815028733235
ENSG00000065491	TBC1D22B	0.1482790463726	0.547490544914463	-0.437946984589598	0.138433430560499	0.0785041394354958	0.610083855655618	0.123622920038142	0.421523352827381	-0.173885628166468	0.0649504646280601	0.11079636532864	0.833900776166225	0.238807789791498	0.472763549588815	-0.111689245825969	0.302645589769784
ENSG00000065526	SPEN	0.160540315257305	0.619450980594091	NA	NA	NA	NA	0.0488705131002758	0.65081802929196	0.332485747270332	0.0174019388104966	0.210466905902528	0.0822701102325918	0.131674945323929	0.30010958218566	0.105493873930816	0.0745138802716447
ENSG00000065548	ZC3H15	0.141933756564372	0.251150330757652	0.255947290143167	0.150026893839094	-0.24711442120155	0.0523714999382151	-0.0447447666222268	0.715456110064937	0.293142342782152	0.00536424578501697	-0.0647131906877195	0.65056279372051	0.060729612089576	0.63961193337479	0.0413349052799219	0.700813356840898
ENSG00000065559	MAP2K4	-0.0370228587524148	0.775227535849212	-0.200850138425108	0.190905732094123	-0.247222081786002	0.0657924836959398	-0.0418243440493155	0.700423212313627	-0.457587568150417	0.00153215211679526	-0.617509875222922	0.0988626930920916	0.0130778360466424	0.911892172208881	-0.30456822611659	0.011740179458995
ENSG00000065600	TMEM206	-0.446809688435294	0.00951571927922392	-0.188268275344728	0.214527150911297	0.0526277075444681	0.64325855015315	0.00302673077904661	0.987195540381704	-0.242572438525533	0.03016266725088	-0.344688789315999	0.0683033031028862	-0.673345561536803	0.30110474067013	-0.201719023207507	0.0285889630923991
ENSG00000065613	SLK	0.0375342311940592	0.720565641951508	0.207634087983387	0.196707224005473	-0.0879669842701387	0.561946028303185	0.0848001772360484	0.553534605798037	0.224411036896903	0.167151335780661	-0.0715125916983857	0.669457532920765	0.0585197950735353	0.74087358097302	0.133694159503315	0.0385955812849654
ENSG00000065615	CYB5R4	-0.166203435518622	0.228004911738569	-0.206930522958992	0.274338780979018	0.0679949529131605	0.527140731270495	-0.0601122630247011	0.681913326245004	0.0250061803826478	0.70488179119118	0.221156327824867	0.356261432841166	0.262099056612283	0.273540627102041	-0.113309013578328	0.0508034597048212
ENSG00000065618	COL17A1	-0.717443866083905	0.0339845834776799	0.383874707779168	0.0439728590949622	-0.349116631793088	0.0662077885881606	0.156365646927474	0.77442795317295	0.630058097236236	0.375904059667603	0.506530712537219	0.435612248075449	1.25280693359248	0.310869641198741	1.01829814343354	0.136270226966307
ENSG00000065665	SEC61A2	2.02898191798717	0.152364407783109	0.375991706007268	0.0781688146862183	0.348648210708688	0.718883311284393	-0.111895016263388	0.521053490599085	1.4447935427667	0.000377609372222344	0.382674678271891	0.148537473500019	-0.00111444573294506	0.99177696577987	NA	NA
ENSG00000065675	PRKCQ	NA	NA	-0.056382289847163	0.718358967325781	-0.207089095282002	0.721879062195717	0.177246910936656	0.275016207366496	-0.342409442795874	0.233665208585362	0.00603143825181191	0.981314146342646	0.124996786937087	0.451097097686672	-0.221055967776648	0.0510070069081205
ENSG00000065802	ASB1	0.0585292973003577	0.702682165986182	0.135717848078483	0.580019722737688	-0.259573540307736	0.0716183357060477	0.149349568194459	0.522324258166277	0.235406183600149	0.0256328804337753	0.11953497926288	0.35029100966085	0.0120096405313472	0.934258060189122	-0.0365702432413743	0.589591070585128
ENSG00000065809	FAM107B	0.23799508597513	0.547639882513493	1.03756086682632	0.0515119413267492	-0.432063142340346	0.0935817847176587	0.02694521084535	0.788251775169726	-0.454184237125144	0.00558713986166066	-0.0349363883953785	0.799443960712805	0.349853061487548	0.0180335664393081	-0.127813079191072	0.0513263852066914
ENSG00000065833	ME1	1.0313699251381	0.0118723185039303	1.77735384987865	0.0197573042313424	-0.777539251867237	0.176689058705909	NA	NA	-0.290561586957149	0.037559015346728	-0.489385771714419	0.0398041964025528	0.188470090240243	0.212798083285231	0.0724467033047687	0.138190790298347
ENSG00000065882	TBC1D1	0.0652342144654458	0.712353403459186	-0.562247192462262	0.153090215015123	-0.264311457664499	0.0422104496281949	0.119080728954045	0.658908533948537	0.230307834837289	0.245623097823448	0.126275368490776	0.609831303282724	2.01728655988159	0.000526925231847171	0.345889472518347	0.216879175776072
ENSG00000065883	CDK13	0.0532540308337664	0.581266660263382	0.0125300824392285	0.928218269062226	-0.0385350868089024	0.728329489202791	-0.0444927263407342	0.683729797772197	-0.111977768088939	0.0748057388277611	-0.0111762682303236	0.919997540226289	-0.0719378360736599	0.593256210132812	-0.219280907788019	0.010861528012198
ENSG00000065911	MTHFD2	-0.0804000978389768	0.588613689400148	-0.270447876531079	0.313103054591276	-0.1130957514791	0.398294202224768	-0.105464489001296	0.441718037062366	0.0409354492008684	0.444487962193384	-0.837974815602093	0.01055826077593	-0.363232364573904	0.131522060706057	-0.346538368475254	0.00131344957399688
