Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R4,SSC-A,SSC-H,34323,68,504.750,90.165,90.165,312244,236141,284194,221732,234492,189441,138248.04,88681.60,44.28,37.55,124391.62,83077.49,43.77,37.47
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R1,VL1-H,,27991,68,411.632,73.531,95.133,23226,N/A,20182,N/A,19653,N/A,6752.40,N/A,29.07,N/A,1770.22,N/A,8.77,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R5,VL1-H,,29423,68,432.691,77.293,77.293,22393,N/A,20105,N/A,19653,N/A,8143.39,N/A,36.37,N/A,1915.52,N/A,9.53,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R2,VL1-H,,1690,68,24.853,4.440,6.038,12423,N/A,12737,N/A,15376,N/A,2858.11,N/A,23.01,N/A,3436.67,N/A,26.98,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R3,VL1-H,,18256,68,268.471,47.958,65.221,19067,N/A,19658,N/A,19653,N/A,2408.17,N/A,12.63,N/A,759.09,N/A,3.86,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R6,VL1-H,,23124,68,340.059,60.746,82.612,20631,N/A,19908,N/A,19653,N/A,3951.70,N/A,19.15,N/A,1106.76,N/A,5.56,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R7,VL1-H,,27991,68,411.632,73.531,100.000,23226,N/A,20182,N/A,19653,N/A,6752.40,N/A,29.07,N/A,1770.22,N/A,8.77,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,3c,Experiment,None,,R1,VL1-H,,27991,68,411.632,73.531,73.531,23226,N/A,20182,N/A,19653,N/A,6752.40,N/A,29.07,N/A,1770.22,N/A,8.77,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,N/A,All Events,N/A,N/A,40797,146,279.432,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R4,FSC-A,SSC-A,34298,146,234.918,84.070,84.070,243570,341040,228007,309365,209984,218033,72221.49,154375.04,29.65,45.27,60559.02,148180.68,26.56,47.90
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R5,SSC-A,SSC-H,28835,146,197.500,70.679,84.072,317751,250323,295970,236975,218057,226256,121813.62,85240.15,38.34,34.05,123693.32,88364.44,41.79,37.29
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R4,SSC-A,SSC-H,34298,146,234.918,84.070,84.070,341040,257012,309365,241523,218033,226256,154375.04,98712.18,45.27,38.41,148180.68,98982.82,47.90,40.98
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R1,VL1-H,,26232,146,179.671,64.299,90.973,22940,N/A,20393,N/A,19834,N/A,6913.03,N/A,30.14,N/A,1813.22,N/A,8.89,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R5,VL1-H,,28835,146,197.500,70.679,70.679,21298,N/A,20248,N/A,19834,N/A,9084.93,N/A,42.66,N/A,2352.89,N/A,11.62,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R2,VL1-H,,2366,146,16.205,5.799,9.020,12747,N/A,13341,N/A,15416,N/A,2891.35,N/A,22.68,N/A,3227.62,N/A,24.19,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R3,VL1-H,,17846,146,122.233,43.743,68.031,19005,N/A,19891,N/A,19834,N/A,2779.57,N/A,14.63,N/A,894.01,N/A,4.49,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R6,VL1-H,,21949,146,150.336,53.801,83.673,20386,N/A,20133,N/A,19834,N/A,4031.59,N/A,19.78,N/A,1171.25,N/A,5.82,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R7,VL1-H,,26232,146,179.671,64.299,100.000,22940,N/A,20393,N/A,19834,N/A,6913.03,N/A,30.14,N/A,1813.22,N/A,8.89,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,4a,Experiment,None,,R1,VL1-H,,26232,146,179.671,64.299,64.299,22940,N/A,20393,N/A,19834,N/A,6913.03,N/A,30.14,N/A,1813.22,N/A,8.89,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,N/A,All Events,N/A,N/A,41210,123,335.041,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R4,FSC-A,SSC-A,34913,123,283.846,84.720,84.720,238516,320164,222400,287636,197656,207830,71853.88,149359.10,30.13,46.65,60089.78,138618.65,27.02,48.19
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R5,SSC-A,SSC-H,28707,123,233.390,69.660,82.224,305256,239555,283019,225250,207842,173056,117702.06,82412.55,38.56,34.40,116305.52,82561.54,41.09,36.65
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R4,SSC-A,SSC-H,34913,123,283.846,84.720,84.720,320164,241017,287636,224354,207830,173056,149359.10,96197.21,46.65,39.91,138618.65,94096.17,48.19,41.94
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R1,VL1-H,,26003,123,211.407,63.099,90.581,23134,N/A,20302,N/A,19747,N/A,7263.09,N/A,31.40,N/A,2306.93,N/A,11.36,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R5,VL1-H,,28707,123,233.390,69.660,69.660,21437,N/A,20134,N/A,19747,N/A,9451.78,N/A,44.09,N/A,3685.74,N/A,18.31,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R2,VL1-H,,2649,123,21.537,6.428,10.187,12523,N/A,12942,N/A,15398,N/A,2861.78,N/A,22.85,N/A,3355.12,N/A,25.92,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R3,VL1-H,,16935,123,137.683,41.094,65.127,18685,N/A,19708,N/A,19747,N/A,2992.21,N/A,16.01,N/A,947.38,N/A,4.81,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R6,VL1-H,,21215,123,172.480,51.480,81.587,20257,N/A,19980,N/A,19747,N/A,4324.86,N/A,21.35,N/A,1304.69,N/A,6.53,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R7,VL1-H,,26003,123,211.407,63.099,100.000,23134,N/A,20302,N/A,19747,N/A,7263.09,N/A,31.40,N/A,2306.93,N/A,11.36,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,4b,Experiment,None,,R1,VL1-H,,26003,123,211.407,63.099,63.099,23134,N/A,20302,N/A,19747,N/A,7263.09,N/A,31.40,N/A,2306.93,N/A,11.36,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,N/A,All Events,N/A,N/A,41640,131,317.863,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R4,FSC-A,SSC-A,35042,131,267.496,84.155,84.155,240280,322435,223105,290550,197541,201637,73453.12,149672.99,30.57,46.42,59856.27,138503.75,26.83,47.67
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R5,SSC-A,SSC-H,28766,131,219.588,69.083,82.090,304594,239218,283279,224971,201637,183277,116528.75,81589.51,38.26,34.11,115258.06,82193.86,40.69,36.54
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R4,SSC-A,SSC-H,35042,131,267.496,84.155,84.155,322435,241812,290550,225540,201637,183262,149672.99,95185.60,46.42,39.36,138503.75,92663.98,47.67,41.09
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R1,VL1-H,,26274,131,200.565,63.098,91.337,23040,N/A,20296,N/A,19755,N/A,7123.18,N/A,30.92,N/A,2164.60,N/A,10.67,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R5,VL1-H,,28766,131,219.588,69.083,69.083,21461,N/A,20138,N/A,19755,N/A,9191.49,N/A,42.83,N/A,3118.65,N/A,15.49,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R2,VL1-H,,2581,131,19.702,6.198,9.823,12597,N/A,13003,N/A,15394,N/A,2854.41,N/A,22.66,N/A,3332.88,N/A,25.63,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R3,VL1-H,,17338,131,132.351,41.638,65.989,18748,N/A,19723,N/A,19755,N/A,2911.58,N/A,15.53,N/A,944.42,N/A,4.79,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R6,VL1-H,,21625,131,165.076,51.933,82.306,20300,N/A,19987,N/A,19755,N/A,4274.28,N/A,21.06,N/A,1275.04,N/A,6.38,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R7,VL1-H,,26274,131,200.565,63.098,100.000,23040,N/A,20296,N/A,19755,N/A,7123.18,N/A,30.92,N/A,2164.60,N/A,10.67,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,4c,Experiment,None,,R1,VL1-H,,26274,131,200.565,63.098,63.098,23040,N/A,20296,N/A,19755,N/A,7123.18,N/A,30.92,N/A,2164.60,N/A,10.67,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,N/A,All Events,N/A,N/A,40233,104,386.856,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R4,FSC-A,SSC-A,35996,104,346.115,89.469,89.469,244926,296072,234143,274196,232501,154679,71786.53,129789.39,29.31,43.84,63153.57,123937.94,26.97,45.20
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R5,SSC-A,SSC-H,30434,104,292.635,75.644,84.548,288641,227261,273169,218561,222114,214005,104664.52,72002.29,36.26,31.68,106755.35,75119.63,39.08,34.37
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R4,SSC-A,SSC-H,35996,104,346.115,89.469,89.469,296072,224411,274196,215472,154679,214001,129789.39,81058.87,43.84,36.12,123937.94,82966.29,45.20,38.50
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R1,VL1-H,,29505,104,283.702,73.335,96.947,23723,N/A,20608,N/A,19841,N/A,6799.96,N/A,28.66,N/A,2083.05,N/A,10.11,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R5,VL1-H,,30434,104,292.635,75.644,75.644,23230,N/A,20548,N/A,19841,N/A,7732.44,N/A,33.29,N/A,2194.99,N/A,10.68,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R2,VL1-H,,1791,104,17.221,4.452,6.070,12572,N/A,12974,N/A,15437,N/A,2835.90,N/A,22.56,N/A,3436.67,N/A,26.49,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R3,VL1-H,,18060,104,173.654,44.889,61.210,19288,N/A,19939,N/A,19841,N/A,2508.64,N/A,13.01,N/A,749.45,N/A,3.76,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R6,VL1-H,,24194,104,232.635,60.135,82.000,21067,N/A,20261,N/A,19841,N/A,4023.29,N/A,19.10,N/A,1206.84,N/A,5.96,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R7,VL1-H,,29505,104,283.702,73.335,100.000,23723,N/A,20608,N/A,19841,N/A,6799.96,N/A,28.66,N/A,2083.05,N/A,10.11,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample.fcs,5a,Experiment,None,,R1,VL1-H,,29505,104,283.702,73.335,73.335,23723,N/A,20608,N/A,19841,N/A,6799.96,N/A,28.66,N/A,2083.05,N/A,10.11,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,N/A,All Events,N/A,N/A,40015,103,388.495,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R4,FSC-A,SSC-A,36078,103,350.272,90.161,90.161,256102,324534,245445,303536,238687,289734,73882.16,138318.77,28.85,42.62,63236.60,135686.07,25.76,44.70
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R5,SSC-A,SSC-H,30382,103,294.971,75.927,84.212,310751,243076,296384,235605,289711,218046,112695.56,77175.15,36.27,31.75,116844.45,81583.77,39.42,34.63
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R4,SSC-A,SSC-H,36078,103,350.272,90.161,90.161,324534,242909,303536,235292,289734,218046,138318.77,85880.79,42.62,35.36,135686.07,88445.98,44.70,37.59
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R1,VL1-H,,29579,103,287.175,73.920,97.357,24276,N/A,20831,N/A,19903,N/A,6876.76,N/A,28.33,N/A,2370.68,N/A,11.38,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R5,VL1-H,,30382,103,294.971,75.927,75.927,23928,N/A,20776,N/A,19903,N/A,7780.41,N/A,32.52,N/A,2490.77,N/A,11.99,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R2,VL1-H,,1448,103,14.058,3.619,4.895,12838,N/A,13402,N/A,15292,N/A,2739.18,N/A,21.34,N/A,2895.52,N/A,21.61,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R3,VL1-H,,17206,103,167.049,42.999,58.170,19486,N/A,20046,N/A,19903,N/A,2289.14,N/A,11.75,N/A,741.30,N/A,3.70,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R6,VL1-H,,23695,103,230.049,59.215,80.108,21382,N/A,20389,N/A,19903,N/A,3975.16,N/A,18.59,N/A,1264.66,N/A,6.20,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R7,VL1-H,,29579,103,287.175,73.920,100.000,24276,N/A,20831,N/A,19903,N/A,6876.76,N/A,28.33,N/A,2370.68,N/A,11.38,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(1).fcs,5b,Experiment,None,,R1,VL1-H,,29579,103,287.175,73.920,73.920,24276,N/A,20831,N/A,19903,N/A,6876.76,N/A,28.33,N/A,2370.68,N/A,11.38,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,N/A,All Events,N/A,N/A,41664,104,400.615,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R4,FSC-A,SSC-A,37357,104,359.202,89.663,89.663,254101,311907,238719,287662,232463,260998,81164.70,137807.46,31.94,44.18,65713.28,130839.45,27.53,45.48
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R5,SSC-A,SSC-H,30354,104,291.865,72.854,81.254,294518,230941,279792,222806,261021,205833,105325.40,72184.55,35.76,31.26,106581.89,74910.59,38.09,33.62
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R4,SSC-A,SSC-H,37357,104,359.202,89.663,89.663,311907,230932,287662,222743,260998,207859,137807.46,81651.94,44.18,35.36,130839.45,83403.66,45.48,37.44
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R1,VL1-H,,29498,104,283.635,70.800,97.180,23658,N/A,20492,N/A,19781,N/A,6724.18,N/A,28.42,N/A,2059.33,N/A,10.05,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R5,VL1-H,,30354,104,291.865,72.854,72.854,23314,N/A,20455,N/A,19781,N/A,7640.41,N/A,32.77,N/A,2178.68,N/A,10.65,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R2,VL1-H,,1692,104,16.269,4.061,5.736,12746,N/A,13245,N/A,15320,N/A,2773.01,N/A,21.76,N/A,3090.48,N/A,23.33,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R3,VL1-H,,18159,104,174.606,43.584,61.560,19263,N/A,19846,N/A,19781,N/A,2368.99,N/A,12.30,N/A,744.27,N/A,3.75,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R6,VL1-H,,24313,104,233.779,58.355,82.423,21084,N/A,20158,N/A,19781,N/A,4026.09,N/A,19.10,N/A,1215.73,N/A,6.03,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R7,VL1-H,,29498,104,283.635,70.800,100.000,23658,N/A,20492,N/A,19781,N/A,6724.18,N/A,28.42,N/A,2059.33,N/A,10.05,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(2).fcs,5c,Experiment,None,,R1,VL1-H,,29498,104,283.635,70.800,70.800,23658,N/A,20492,N/A,19781,N/A,6724.18,N/A,28.42,N/A,2059.33,N/A,10.05,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,N/A,All Events,N/A,N/A,27310,200,136.550,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R4,FSC-A,SSC-A,21372,200,106.860,78.257,78.257,221879,299055,205111,269241,179269,197755,69294.36,140893.96,31.23,47.11,53908.08,128848.32,26.28,47.86
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R5,SSC-A,SSC-H,17404,200,87.020,63.728,81.434,289471,231543,268736,218152,197755,144396,111874.42,79342.66,38.65,34.27,109679.04,81242.77,40.81,37.24
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R4,SSC-A,SSC-H,21372,200,106.860,78.257,78.257,299055,228718,269241,214398,197755,218066,140893.96,90553.51,47.11,39.59,128848.32,90921.93,47.86,42.41
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R1,VL1-H,,14762,200,73.810,54.053,84.820,21999,N/A,20034,N/A,19748,N/A,6943.84,N/A,31.56,N/A,1714.63,N/A,8.56,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R5,VL1-H,,17404,200,87.020,63.728,63.728,19212,N/A,19784,N/A,19748,N/A,9856.07,N/A,51.30,N/A,3371.43,N/A,17.04,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R2,VL1-H,,1906,200,9.530,6.979,12.912,12800,N/A,13471,N/A,15460,N/A,2908.66,N/A,22.72,N/A,3246.89,N/A,24.10,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R3,VL1-H,,10830,200,54.150,39.656,73.364,18518,N/A,19624,N/A,19748,N/A,3022.88,N/A,16.32,N/A,1012.62,N/A,5.16,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R6,VL1-H,,12680,200,63.400,46.430,85.896,19671,N/A,19826,N/A,19748,N/A,4110.14,N/A,20.89,N/A,1196.46,N/A,6.03,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R7,VL1-H,,14762,200,73.810,54.053,100.000,21999,N/A,20034,N/A,19748,N/A,6943.84,N/A,31.56,N/A,1714.63,N/A,8.56,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(3).fcs,6a,Experiment,None,,R1,VL1-H,,14762,200,73.810,54.053,54.053,21999,N/A,20034,N/A,19748,N/A,6943.84,N/A,31.56,N/A,1714.63,N/A,8.56,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,N/A,All Events,N/A,N/A,46518,244,190.648,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R4,FSC-A,SSC-A,37632,244,154.230,80.898,80.898,229284,328114,214785,297065,195597,209904,67627.37,146947.82,29.49,44.79,56825.09,139229.48,26.46,46.87
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R5,SSC-A,SSC-H,32202,244,131.975,69.225,85.571,310118,246611,287705,233799,209881,187419,119304.70,83685.61,38.47,33.93,119301.85,87887.04,41.47,37.59
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R4,SSC-A,SSC-H,37632,244,154.230,80.898,80.898,328114,250243,297065,236231,209904,177175,146947.82,94085.88,44.79,37.60,139229.48,95963.51,46.87,40.62
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R1,VL1-H,,28450,244,116.598,61.159,88.349,22429,N/A,20330,N/A,19898,N/A,6864.68,N/A,30.61,N/A,1549.32,N/A,7.62,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R5,VL1-H,,32202,244,131.975,69.225,69.225,20272,N/A,20161,N/A,19898,N/A,9401.91,N/A,46.38,N/A,2218.71,N/A,11.00,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R2,VL1-H,,3016,244,12.361,6.484,10.601,12870,N/A,13489,N/A,15474,N/A,2846.73,N/A,22.12,N/A,3149.78,N/A,23.35,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R3,VL1-H,,20736,244,84.984,44.576,72.886,18947,N/A,19949,N/A,19898,N/A,2857.43,N/A,15.08,N/A,929.59,N/A,4.66,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R6,VL1-H,,24304,244,99.607,52.246,85.427,20042,N/A,20129,N/A,19898,N/A,3904.66,N/A,19.48,N/A,1111.21,N/A,5.52,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R7,VL1-H,,28450,244,116.598,61.159,100.000,22429,N/A,20330,N/A,19898,N/A,6864.68,N/A,30.61,N/A,1549.32,N/A,7.62,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(4).fcs,6b,Experiment,None,,R1,VL1-H,,28450,244,116.598,61.159,61.159,22429,N/A,20330,N/A,19898,N/A,6864.68,N/A,30.61,N/A,1549.32,N/A,7.62,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,N/A,All Events,N/A,N/A,45253,300,150.843,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R4,FSC-A,SSC-A,36689,300,122.297,81.075,81.075,233997,315104,214815,281394,195560,207835,75711.37,148891.84,32.36,47.25,58595.32,136935.90,27.28,48.66
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R5,SSC-A,SSC-H,29481,300,98.270,65.147,80.354,296124,235035,273996,221292,207814,160781,114470.47,80321.32,38.66,34.17,111536.00,81473.32,40.71,36.82
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R4,SSC-A,SSC-H,36689,300,122.297,81.075,81.075,315104,236723,281394,222025,207835,166937,148891.84,92422.34,47.25,39.04,136935.90,92901.20,48.66,41.84
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R1,VL1-H,,26029,300,86.763,57.519,88.291,22364,N/A,20226,N/A,19820,N/A,7079.34,N/A,31.65,N/A,1919.97,N/A,9.49,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R5,VL1-H,,29481,300,98.270,65.147,65.147,20316,N/A,20031,N/A,19820,N/A,9615.69,N/A,47.33,N/A,3137.18,N/A,15.66,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R2,VL1-H,,3243,300,10.810,7.166,12.459,12817,N/A,13427,N/A,15516,N/A,2852.31,N/A,22.25,N/A,3229.10,N/A,24.05,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R3,VL1-H,,18557,300,61.857,41.007,71.294,18627,N/A,19767,N/A,19820,N/A,3047.12,N/A,16.36,N/A,1039.30,N/A,5.26,N/A
