GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0043235 receptor complex	-0.256	-0.256	0.351	-2.300	-0.882	-2.300	-2.300	-2.300	2.654	1.726	5.527
GO:0046854 phosphatidylinositol phosphorylation	-0.490	0.398	0.970	-1.301	-1.301	-4.060	-3.026	-0.695	4.247	2.521	0.971
GO:0043021 ribonucleoprotein complex binding	-1.325	4.135	4.903	-1.325	-0.702	-1.325	-1.325	-1.325	0.480	0.247	-0.701
GO:0019013 viral nucleocapsid	-0.828	4.555	5.523	-0.828	-0.828	-0.828	-0.828	-0.828	-0.351	-0.828	-0.828
GO:0007098 centrosome cycle	0.302	3.178	5.214	-1.656	-1.656	-1.656	-1.656	-0.957	0.527	0.302	-0.957
GO:0005604 basement membrane	-0.338	0.267	0.576	-2.617	-3.604	-1.930	-0.504	-0.729	0.404	1.602	6.866
GO:0051259 protein oligomerization	-0.288	3.203	3.203	-2.068	-2.982	-1.453	-1.453	-1.011	3.203	-0.454	-0.453
GO:0046540 U4/U6 x U5 tri-snRNP complex	-0.462	0.426	9.859	-0.994	-0.994	-0.994	-0.994	-0.462	0.772	-0.994	-0.993
GO:0005913 cell-cell adherens junction	-1.169	1.024	3.262	-2.286	-1.169	-3.231	-2.286	-0.818	2.385	1.312	1.025
GO:0043086 negative regulation of catalytic activity	-1.003	0.419	3.196	-0.488	-3.563	-0.710	-3.563	-0.710	1.051	4.145	-0.325
GO:0005546 phosphatidylinositol-4,5-bisphosphate binding	-0.260	0.784	2.672	-1.604	-2.444	-2.444	-2.444	-1.062	0.541	1.074	3.174
GO:0030133 transport vesicle	-0.751	-0.250	2.024	-1.824	-1.824	-1.378	-2.394	-1.027	7.232	1.699	-0.372
GO:0001932 regulation of protein phosphorylation	-0.348	0.944	3.597	-0.920	-1.430	-2.236	-2.236	-2.236	2.074	2.074	-0.577
GO:0008203 cholesterol metabolic process	-0.749	0.557	0.557	-1.962	-3.646	-1.051	-1.446	-1.051	3.521	5.026	0.390
GO:0048365 Rac GTPase binding	-0.534	0.476	3.216	-2.154	-2.154	-2.154	-2.154	-0.316	3.785	0.476	0.477
GO:0000715 nucleotide-excision repair, DNA damage recognition	-0.952	0.200	3.978	-0.952	-0.952	-0.952	-0.952	-0.952	5.779	-0.434	-0.952
GO:0009636 response to toxic substance	0.667	0.872	3.101	-3.176	-3.176	-1.854	-1.854	-1.404	2.329	1.370	0.667
GO:0006289 nucleotide-excision repair	-0.624	1.422	1.860	-1.781	-1.781	-1.781	-1.056	-0.624	6.289	0.254	-1.055
GO:0043197 dendritic spine	0.311	1.216	2.764	-2.906	-2.282	-2.282	-2.906	-0.790	3.145	0.439	1.477
GO:0045766 positive regulation of angiogenesis	1.384	-0.846	0.545	-1.454	-3.010	-1.454	-1.867	-2.376	2.623	3.793	1.659
GO:0030175 filopodium	-0.454	0.688	2.738	-2.068	-2.068	-2.068	-2.982	-0.688	3.699	1.547	0.315
GO:0000902 cell morphogenesis	0.675	-0.315	3.912	-2.609	-2.609	-1.180	-1.746	-1.746	0.937	0.675	2.409
GO:0019005 SCF ubiquitin ligase complex	-1.258	1.511	1.511	-2.029	-2.029	-2.029	-1.258	-0.471	4.734	1.136	-0.471
GO:0071897 DNA biosynthetic process	0.216	5.375	2.569	-1.408	-1.408	-0.764	-1.408	-1.408	1.079	-0.407	-1.407
GO:0060548 negative regulation of cell death	0.581	3.577	2.171	-0.883	-1.888	-2.775	-2.775	-1.888	0.817	1.096	0.239
GO:0045070 positive regulation of viral genome replication	-0.520	0.684	2.147	-1.076	-1.076	-1.076	-1.076	-1.076	7.022	-0.520	-1.076
GO:0017053 transcriptional repressor complex	-0.381	2.402	2.402	-2.319	-2.319	-1.499	-2.319	-0.381	3.420	0.233	-0.381
GO:0045454 cell redox homeostasis	-0.688	0.481	2.738	-2.982	-1.453	-1.453	-2.982	0.481	4.227	0.935	-0.453
GO:0032154 cleavage furrow	-2.112	0.750	3.884	-1.326	-2.112	-2.112	-1.326	-0.300	3.303	0.302	0.499
GO:0071260 cellular response to mechanical stimulus	-0.540	0.254	1.054	-1.609	-3.190	-2.249	-1.609	-0.354	2.440	5.469	0.254
GO:0005930 axoneme	0.615	2.031	1.365	-1.865	-2.543	-2.543	-2.543	-1.865	2.031	0.831	1.683
GO:0061025 membrane fusion	-1.532	-0.250	4.904	-1.532	-1.532	-1.532	-1.532	-0.250	2.302	1.332	-0.476
GO:0006687 glycosphingolipid metabolic process	-0.431	0.370	-0.431	-1.946	-1.946	-1.190	-1.946	-1.190	4.311	3.099	1.225
GO:0010033 response to organic substance	-0.290	1.350	1.981	-1.618	-1.618	-2.877	-2.877	-0.874	2.341	3.584	-0.622
GO:0030308 negative regulation of cell growth	0.400	0.913	2.991	-2.376	-3.820	-1.867	-2.376	-0.846	1.658	2.278	0.717
GO:0004725 protein tyrosine phosphatase activity	-1.004	1.436	2.067	-1.352	-1.352	-4.143	-1.794	-0.732	4.589	0.920	0.372
GO:0032781 positive regulation of ATPase activity	-0.476	0.940	3.499	-1.532	-1.532	-1.532	-1.532	-0.476	4.904	-0.476	-0.859
GO:0072659 protein localization to plasma membrane	-0.240	-0.908	0.560	-1.924	-1.330	-1.924	-2.817	-0.908	2.542	3.003	3.005
GO:0035666 TRIF-dependent toll-like receptor signaling pathway	-0.609	-0.609	0.303	-1.201	-1.201	-1.201	-1.201	-1.201	6.321	3.108	-0.299
GO:0009968 negative regulation of signal transduction	-1.240	2.286	-0.344	-2.692	-2.692	-0.546	-1.817	-0.546	4.293	1.500	0.627
GO:0000980 RNA polymerase II distal enhancer sequence-specific DNA binding	-0.688	2.306	5.373	-1.453	-2.982	-1.011	-2.068	-0.288	1.909	-0.688	-0.453
GO:0001889 liver development	-0.690	2.411	4.221	-1.865	-1.865	-1.865	-2.543	-0.980	2.031	1.081	-0.472
GO:0035335 peptidyl-tyrosine dephosphorylation	-0.982	1.470	2.110	-1.326	-1.326	-4.102	-1.765	-0.713	4.663	0.727	0.385
GO:0000717 nucleotide-excision repair, DNA duplex unwinding	-0.911	0.491	1.356	-0.911	-0.911	-0.911	-0.911	-0.911	8.190	-0.406	-0.910
GO:0004175 endopeptidase activity	-2.914	-0.446	2.675	-0.895	-2.193	-2.193	-1.224	-0.301	4.976	1.317	0.613
GO:0008201 heparin binding	-0.377	0.894	-0.505	-3.651	-2.504	-1.356	-1.356	-0.853	1.784	2.346	4.881
GO:0045859 regulation of protein kinase activity	-0.728	2.558	2.064	-1.946	-1.946	-1.946	-1.946	-0.431	3.099	0.370	-0.241
GO:0007179 transforming growth factor beta receptor signaling pathway	-0.404	0.488	2.440	-3.811	-1.560	-2.094	-2.802	-0.268	2.440	1.418	1.138
GO:0007517 muscle organ development	1.436	3.649	1.436	-1.352	-1.352	-4.143	-2.360	-1.352	1.436	0.372	0.372
GO:0004812 aminoacyl-tRNA ligase activity	1.593	2.068	3.178	-1.656	-0.957	-1.656	-1.656	-0.957	1.593	-0.549	-1.656
GO:0060337 type I interferon signaling pathway	-2.609	-1.180	-0.785	-0.315	-1.180	-0.507	-1.746	-0.785	1.980	6.389	1.592
GO:0000732 strand displacement	-0.241	9.164	1.088	-1.076	-1.076	-1.076	-1.076	-0.520	-0.241	-0.520	-1.076
GO:0051291 protein heterooligomerization	-0.959	1.634	3.859	-1.996	-2.899	-0.959	-1.996	-0.646	2.867	0.737	-0.421
GO:0009615 response to virus	-0.701	-0.357	1.361	-1.645	-2.127	-1.645	-1.258	-1.258	6.851	2.635	-0.356
GO:0045177 apical part of cell	-1.560	3.716	1.137	-1.560	-2.802	-0.588	-2.094	-1.560	3.264	0.337	1.138
GO:0035145 exon-exon junction complex	-0.828	0.991	7.705	-0.828	-0.828	-0.828	-0.828	-0.828	0.991	-0.828	-0.828
GO:0000123 histone acetyltransferase complex	-1.035	3.653	5.336	-1.035	-1.035	-1.035	-1.035	-0.491	0.398	-0.491	-1.035
GO:0035580 specific granule lumen	-1.675	0.316	1.324	-1.675	-1.675	-1.121	-0.737	-2.526	0.498	3.019	4.095
GO:0007584 response to nutrient	-0.442	3.392	1.143	-1.800	-1.800	-1.306	-2.469	-0.933	5.474	-0.289	-0.441
GO:0005178 integrin binding	0.559	0.406	1.189	-2.631	-2.631	-2.035	-2.035	-1.187	4.497	1.189	1.457
GO:0006754 ATP biosynthetic process	-1.284	0.264	3.549	-1.284	-1.284	-1.284	-1.284	0.264	5.070	-0.341	-0.670
GO:0008081 phosphoric diester hydrolase activity	0.259	0.944	-0.348	-1.430	-2.236	-0.920	-2.236	-2.236	1.274	2.540	3.050
GO:0008013 beta-catenin binding	-0.933	3.871	0.882	-1.800	-1.800	-3.438	-1.306	-0.651	2.940	0.467	0.883
GO:0046966 thyroid hormone receptor binding	-1.159	-0.279	6.542	-1.159	-1.159	-1.159	-1.159	-0.579	2.563	0.324	-0.579
GO:0005763 mitochondrial small ribosomal subunit	-1.076	4.287	3.505	-1.076	-1.076	-1.076	-0.520	-0.520	1.088	-1.076	-1.076
GO:0000794 condensed nuclear chromosome	-0.283	6.982	0.858	-1.615	-1.615	-0.924	-1.615	-0.924	-0.524	1.655	-0.524
GO:0036258 multivesicular body assembly	-1.242	-0.320	1.301	-1.242	-1.242	-1.242	-1.242	-0.320	7.036	0.880	-0.640
GO:0070979 protein K11-linked ubiquitination	-1.159	3.233	3.233	-1.159	-1.159	-1.159	-1.159	-0.279	1.961	-0.579	-1.159
GO:1904724 tertiary granule lumen	-1.430	-2.236	1.274	-1.430	-1.430	-0.348	-0.920	-1.430	0.664	4.184	3.050
GO:0070534 protein K63-linked ubiquitination	-0.453	1.858	5.848	-1.491	-0.828	-1.491	-1.491	-0.828	0.646	0.646	-1.490
GO:0005811 lipid particle	-0.421	0.996	0.996	-1.996	-1.996	-1.996	-2.899	-0.421	3.347	2.867	-0.263
GO:0050434 positive regulation of viral transcription	-1.159	3.233	4.765	-1.159	-1.159	-1.159	-1.159	-0.279	0.607	-0.279	-1.159
GO:0002244 hematopoietic progenitor cell differentiation	-0.834	0.875	2.735	-1.817	-1.817	-2.692	-1.817	-0.546	1.167	3.740	0.262
GO:0006284 base-excision repair	-0.234	3.615	4.309	-1.491	-1.491	-1.491	-1.491	-0.828	0.646	-0.234	-0.827
GO:0051233 spindle midzone	-0.911	10.667	-0.406	-0.911	-0.406	-0.911	-0.911	-0.911	0.217	0.217	-0.405
GO:0030136 clathrin-coated vesicle	-1.710	1.638	1.638	-1.710	-2.568	-1.710	-0.488	-0.761	5.194	0.478	-0.300
GO:0004896 cytokine receptor activity	-0.924	-0.524	-0.283	-0.524	-0.924	-1.615	-1.615	-1.615	3.281	5.363	0.555
GO:0031305 integral component of mitochondrial inner membrane	-1.035	0.726	5.336	-0.491	-1.035	-1.035	-1.035	-1.035	2.914	-0.491	-1.035
GO:0006950 response to stress	-0.577	3.049	4.184	-0.920	-1.430	-2.236	-2.236	-1.430	0.664	0.664	0.259
GO:0034097 response to cytokine	-1.710	-0.301	2.035	-1.710	-1.710	-1.150	-2.568	-0.488	1.283	4.001	1.284
GO:0042276 error-prone translesion synthesis	-0.828	6.573	0.991	-0.828	-0.828	-0.828	-0.828	-0.828	1.521	-0.828	-0.828
GO:0002181 cytoplasmic translation	-1.118	1.031	3.365	-1.118	-1.118	-1.118	-1.118	-0.260	4.123	-0.550	-1.117
GO:0006611 protein export from nucleus	-1.035	4.461	0.726	-1.035	-1.035	-1.035	-1.035	-1.035	2.914	0.398	-1.035
GO:0004722 protein serine/threonine phosphatase activity	-0.247	1.843	2.273	-1.569	-2.402	-2.402	-2.402	0.814	2.273	-0.247	-0.415
GO:0032355 response to estradiol	-1.352	0.707	1.163	-2.360	-1.794	-1.352	-1.794	-1.004	2.423	5.093	0.524
GO:0006935 chemotaxis	-1.101	-0.870	1.275	-2.532	-1.702	-1.377	-2.084	-0.387	1.505	4.017	3.284
GO:0090501 RNA phosphodiester bond hydrolysis	-0.828	1.389	3.615	-0.828	-0.828	-1.491	-1.491	-1.491	0.984	2.387	-1.490
GO:0031252 cell leading edge	-0.431	2.064	3.099	-1.190	-1.946	-1.946	-1.946	-0.431	2.064	0.883	-1.190
GO:0043124 negative regulation of I-kappaB kinase/NF-kappaB signaling	-0.549	1.176	0.527	-1.656	-1.656	-0.957	-0.957	-1.656	4.488	2.597	-0.957
GO:0030018 Z disc	1.085	0.679	0.679	-1.923	-3.079	-3.079	-2.439	-0.343	1.085	3.678	1.086
GO:0030968 endoplasmic reticulum unfolded protein response	0.720	-0.316	3.785	-0.534	-0.864	-2.154	-1.361	-2.154	3.785	0.476	-1.360
GO:0032993 protein-DNA complex	-0.354	2.351	4.799	-1.781	-1.056	-1.056	-1.781	-0.624	0.453	-1.781	1.040
GO:0030145 manganese ion binding	-0.285	1.095	2.337	-2.071	-2.071	-2.071	-2.071	-0.492	2.844	0.317	0.782
GO:0008237 metallopeptidase activity	-1.159	0.821	1.426	-1.159	-2.619	-2.619	-2.163	-0.720	1.426	1.667	4.252
GO:0046718 viral entry into host cell	0.831	-0.690	1.081	-1.865	-2.543	-1.361	-2.543	-0.980	2.031	4.221	0.831
GO:0042752 regulation of circadian rhythm	-0.809	2.337	1.095	-2.071	-0.809	-2.071	-2.071	-0.285	3.985	0.781	-0.808
GO:0019221 cytokine-mediated signaling pathway	-2.333	-0.757	0.659	-0.319	-0.972	-1.231	-2.843	-1.538	3.247	3.247	2.575
GO:0006297 nucleotide-excision repair, DNA gap filling	-0.952	3.978	3.186	-0.952	-0.952	-0.952	-0.952	-0.952	1.282	-0.434	-0.952
GO:0015949 nucleobase-containing small molecule interconversion	-1.242	2.989	2.989	-1.242	-1.242	-1.242	-1.242	-0.640	2.359	-0.320	-0.640
GO:0000186 activation of MAPKK activity	-1.326	0.499	1.411	-2.112	-2.112	-1.326	-2.112	0.302	3.303	1.816	0.499
GO:1903146 regulation of mitophagy	-0.609	2.458	3.108	-1.201	-1.201	-1.201	-1.201	-1.201	1.876	0.572	-1.200
GO:0050681 androgen receptor binding	-1.056	2.351	2.893	-1.056	-1.781	-1.781	-1.781	-1.056	2.351	0.453	0.254
GO:0051059 NF-kappaB binding	-0.579	1.961	1.961	-1.159	-1.159	-1.159	-1.159	-1.159	3.968	0.324	-1.159
GO:0051439 regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	-0.952	4.843	3.186	-0.952	-0.952	-0.952	-0.952	0.200	0.457	-0.952	-0.952
GO:0042776 mitochondrial ATP synthesis coupled proton transport	-0.869	-0.378	4.349	-0.869	-0.869	-0.869	-0.869	0.236	4.349	-0.869	-0.869
GO:0000976 transcription regulatory region sequence-specific DNA binding	-0.348	1.274	4.184	-1.430	-0.920	-2.236	-1.430	-2.236	2.540	0.259	0.259
GO:0006928 movement of cell or subcellular component	-0.863	-0.863	0.965	-1.704	-1.223	-2.359	-1.223	-0.255	5.764	3.129	-0.396
GO:0000045 autophagosome assembly	-1.190	1.619	2.064	-1.946	-0.728	-1.946	-1.946	-0.431	4.311	-0.242	-0.241
GO:0006487 protein N-linked glycosylation	-0.796	1.030	1.448	-1.449	-0.796	-1.449	-1.449	-0.430	6.886	-0.430	-0.795
GO:0051091 positive regulation of sequence-specific DNA binding transcription factor activity	-0.507	0.682	3.015	-2.127	-1.258	-1.645	-3.516	-1.258	2.279	1.947	0.882
GO:0034987 immunoglobulin receptor binding	-0.948	-2.278	-2.278	1.600	0.416	1.600	2.470	1.600	-2.278	-0.948	-0.599
GO:0035097 histone methyltransferase complex	0.200	0.200	7.867	-0.952	-0.952	-0.952	-0.952	-0.434	1.282	-0.952	-0.952
GO:0032092 positive regulation of protein binding	-0.344	0.875	3.740	-1.817	-1.817	-2.692	-1.817	-1.240	1.167	1.167	1.168
GO:0090503 RNA phosphodiester bond hydrolysis, exonucleolytic	-1.242	2.359	5.245	-1.242	-1.242	-1.242	-1.242	-0.640	0.880	-0.320	-0.320
GO:0030521 androgen receptor signaling pathway	-0.675	1.735	5.242	-1.863	-1.123	-1.863	-1.123	-1.123	1.319	0.654	-0.675
GO:0001227 transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	-0.377	2.543	4.858	-1.503	-2.728	-0.554	-2.028	-0.790	0.940	0.940	-1.502
GO:0097110 scaffold protein binding	-0.300	-1.326	1.055	-0.836	-2.112	-1.326	-2.112	-0.836	3.303	0.750	3.305
GO:0043524 negative regulation of neuron apoptotic process	-0.485	0.819	0.643	-1.122	-0.864	-2.270	-3.501	-1.814	4.672	1.243	1.760
GO:0070301 cellular response to hydrogen peroxide	-1.604	4.892	0.784	-2.444	-1.604	-1.062	-1.604	-0.690	1.789	0.541	0.785
GO:0030488 tRNA methylation	-0.520	4.287	4.287	-1.076	-1.076	-1.076	-1.076	-0.520	0.371	-0.520	-1.076
GO:0031490 chromatin DNA binding	-1.033	1.843	1.455	-1.569	-1.033	-1.033	-1.569	-2.402	5.001	-0.247	0.564
GO:0023014 signal transduction by protein phosphorylation	0.272	-0.555	5.596	-2.195	-0.891	-2.195	-1.395	-0.332	2.613	-0.555	0.456
GO:1902600 hydrogen ion transmembrane transport	0.275	-0.526	1.545	-1.210	-2.651	-2.651	-1.210	0.440	4.981	1.204	-0.526
GO:0044322 endoplasmic reticulum quality control compartment	-1.035	0.726	3.653	-1.035	-1.035	-1.035	-1.035	-1.035	2.914	0.726	-1.035
GO:0006695 cholesterol biosynthetic process	-0.300	-1.656	2.068	-1.656	-1.656	-0.957	-0.957	-0.957	1.593	4.488	0.302
GO:0008277 regulation of G-protein coupled receptor protein signaling pathway	-1.023	0.749	0.269	-1.739	-0.599	-1.023	-1.739	-1.739	2.430	4.932	0.269
GO:0019888 protein phosphatase regulator activity	-0.599	1.477	4.932	-1.739	-1.739	-1.739	-1.739	0.476	0.749	0.476	-0.598
GO:0030324 lung development	0.290	1.576	1.897	-1.676	-0.461	-2.951	-2.951	-1.676	3.456	1.023	-0.312
GO:0030139 endocytic vesicle	-0.948	0.416	0.910	-2.278	-2.278	-1.464	-1.464	-0.599	0.910	2.969	2.970
GO:0009887 animal organ morphogenesis	-0.311	1.414	1.692	-2.345	-0.827	-1.096	-2.975	-2.975	2.320	0.561	2.322
GO:0032088 negative regulation of NF-kappaB transcription factor activity	-1.422	0.500	2.363	-1.422	-2.032	-0.985	-1.422	-1.422	3.778	2.802	-0.437
GO:0032456 endocytic recycling	-1.035	0.726	4.461	-1.035	-1.035	-1.035	-1.035	-1.035	1.149	1.658	-1.035
GO:0034968 histone lysine methylation	-1.159	3.968	3.968	-1.159	-1.159	-0.579	-1.159	-0.279	0.607	-0.579	-1.159
GO:0050839 cell adhesion molecule binding	-0.585	1.415	0.388	-1.300	-1.300	-1.300	-1.888	-2.775	0.581	2.171	4.115
GO:0006493 protein O-linked glycosylation	-0.860	1.332	1.787	-1.532	-1.532	-0.860	-1.532	-0.860	4.904	0.614	-0.859
GO:0019058 viral life cycle	-1.284	0.264	1.241	-1.284	-1.284	-1.284	-1.284	-0.671	5.070	1.719	-0.341
GO:0045184 establishment of protein localization	-0.524	2.685	2.142	-0.924	-1.615	-1.615	-1.615	-1.615	2.142	-0.524	0.858
GO:0048538 thymus development	-1.123	0.958	5.978	-1.123	-1.123	-1.863	-1.863	-0.675	1.319	-0.392	0.654
GO:0043531 ADP binding	-0.453	4.309	0.984	-1.491	-0.828	-1.491	-1.491	-1.491	0.984	1.858	-0.827
GO:0010803 regulation of tumor necrosis factor-mediated signaling pathway	-0.702	-0.363	2.176	-1.325	-1.325	-1.325	-1.325	-0.702	5.726	0.793	-0.362
GO:0002377 immunoglobulin production	-0.709	-1.484	-2.104	2.675	1.187	0.664	0.664	3.133	-3.024	-0.709	-1.483
GO:0010923 negative regulation of phosphatase activity	0.287	1.364	1.364	-2.154	-0.864	-1.361	-2.154	-1.361	5.041	0.476	-0.534
GO:0030544 Hsp70 protein binding	-0.234	1.389	0.984	-1.491	-1.491	-1.491	-1.491	-0.828	5.848	-0.453	-0.234
GO:0003678 DNA helicase activity	-0.434	7.867	0.821	-0.952	-0.952	-0.952	-0.952	-0.952	0.457	0.200	-0.952
GO:0000118 histone deacetylase complex	-0.796	1.030	1.932	-0.796	-1.449	-1.449	-1.449	-0.796	6.024	-0.430	-0.429
GO:0031624 ubiquitin conjugating enzyme binding	-0.407	2.009	1.511	-1.408	-1.408	-1.408	-1.408	-0.407	3.864	0.427	-1.407
GO:0000083 regulation of transcription involved in G1/S transition of mitotic cell cycle	-0.462	9.859	0.426	-0.994	-0.994	-0.994	-0.994	-0.462	-0.462	-0.204	-0.462
GO:0008630 intrinsic apoptotic signaling pathway in response to DNA damage	-0.782	2.926	0.814	-2.029	-2.029	-1.258	-1.258	-1.258	1.936	2.408	-0.270
GO:0001618 virus receptor activity	1.152	-1.063	-0.488	-1.515	-2.140	-1.063	-2.140	-0.730	1.813	5.174	1.153
GO:0031514 motile cilium	0.246	3.454	0.736	-1.474	-1.995	-3.687	-1.474	-0.537	0.376	0.539	3.014
GO:0003774 motor activity	0.368	3.015	0.682	-1.258	-2.734	-1.258	-2.734	-2.127	2.279	1.107	1.108
GO:0008652 cellular amino acid biosynthetic process	4.670	1.369	2.804	-0.650	-1.089	-1.822	-1.822	-1.089	-0.373	-0.650	-0.649
GO:0000381 regulation of alternative mRNA splicing, via spliceosome	-0.300	0.820	6.799	-1.656	-0.957	-1.656	-0.957	0.302	0.820	-0.300	-1.656
GO:0038111 interleukin-7-mediated signaling pathway	-0.505	3.713	1.470	-1.326	-1.326	-3.064	-3.064	-0.713	0.727	1.470	0.946
GO:0000027 ribosomal large subunit assembly	-1.076	3.505	2.790	-1.076	-1.076	-1.076	-0.520	-1.076	1.578	-1.076	-0.240
GO:0008202 steroid metabolic process	0.439	0.593	1.216	-1.783	-2.906	-0.790	-1.783	-2.906	1.761	3.145	1.217
GO:0010508 positive regulation of autophagy	-1.089	0.431	0.240	-1.822	-0.650	-1.822	-1.822	-0.650	4.670	0.684	2.277
GO:0043484 regulation of RNA splicing	0.231	0.754	4.744	-1.366	-1.366	-1.366	-0.733	-1.366	2.667	-0.385	-0.732
GO:0035735 intraciliary transport involved in cilium assembly	-0.957	0.820	2.068	-0.957	-1.656	-1.656	-1.656	0.302	5.214	-0.300	-0.548
GO:0050871 positive regulation of B cell activation	-1.033	-2.402	-2.402	1.455	0.362	1.843	2.273	1.843	-0.667	-1.569	-1.033
GO:0042593 glucose homeostasis	-0.789	2.652	2.284	-2.461	-0.270	-0.789	-3.214	-1.884	1.338	1.941	-0.567
GO:0004407 histone deacetylase activity	-0.990	0.501	4.360	-1.698	-0.990	-1.698	-0.990	-0.573	3.079	0.783	-0.989
GO:0031648 protein destabilization	-0.599	2.430	4.237	-1.023	-1.739	-1.739	-1.739	-0.599	0.476	1.083	-0.598
GO:0000979 RNA polymerase II core promoter sequence-specific DNA binding	-0.416	3.799	1.111	-2.402	-1.033	-1.569	-1.569	-1.569	2.743	0.564	-0.247
GO:0031297 replication fork processing	-0.260	6.775	1.502	-1.118	-1.118	-1.118	-1.118	-0.550	0.347	-0.260	-1.117
GO:0048306 calcium-dependent protein binding	-0.260	-1.062	2.211	-2.444	-1.062	-1.604	-1.604	-1.062	1.074	2.211	2.674
GO:0030490 maturation of SSU-rRNA	-0.745	4.056	4.056	-0.745	-0.745	-0.745	-0.745	-0.745	0.304	-0.745	-0.745
GO:0006414 translational elongation	-1.118	1.502	5.829	-1.118	-1.118	-0.550	-1.118	-1.118	1.031	-0.550	-0.260
GO:0042149 cellular response to glucose starvation	1.332	0.614	0.359	-1.532	-1.532	-1.532	-1.532	-1.532	4.176	0.614	0.359
GO:0006293 nucleotide-excision repair, preincision complex stabilization	-0.869	0.930	2.036	-0.869	-0.869	-0.869	-0.869	-0.869	5.279	-0.378	-0.869
GO:0061631 ubiquitin conjugating enzyme activity	-1.201	2.458	4.595	-0.609	-1.201	-1.201	-1.201	-0.300	0.928	-0.300	-1.200
GO:0032091 negative regulation of protein binding	-0.526	0.275	3.297	-1.781	-2.651	-1.210	-1.781	-0.809	1.926	0.440	2.347
GO:0005697 telomerase holoenzyme complex	-0.378	7.374	1.435	-0.869	-0.869	-0.869	-0.869	-0.869	0.236	-0.378	-0.869
GO:0010977 negative regulation of neuron projection development	0.541	1.074	0.346	-2.444	-1.604	-2.444	-1.604	-1.062	2.211	1.410	1.790
GO:0048568 embryonic organ development	-0.453	2.387	4.309	-0.828	-1.491	-1.491	-1.491	-1.491	0.984	-0.234	-0.234
GO:0034198 cellular response to amino acid starvation	0.476	2.984	1.083	-1.739	-1.023	-1.739	-1.739	-1.739	1.927	0.749	-0.335
GO:0030155 regulation of cell adhesion	-0.392	0.654	2.719	-1.863	-1.123	-1.863	0.226	-1.863	2.719	1.319	-1.122
GO:0051219 phosphoprotein binding	0.359	0.940	6.502	-1.532	-0.476	-1.532	-1.532	-0.860	0.940	-0.860	-0.476
GO:0030173 integral component of Golgi membrane	-0.392	1.735	2.203	-1.863	-1.123	-1.863	-1.863	-1.123	1.735	1.735	-0.391
GO:0005977 glycogen metabolic process	-0.453	0.646	0.380	-1.491	-1.491	-1.491	-1.491	-0.828	5.848	0.984	0.381
GO:0042605 peptide antigen binding	0.873	-0.911	-0.911	-0.911	-0.911	-0.911	-0.911	-0.911	0.491	6.024	0.874
GO:0018345 protein palmitoylation	-0.787	-0.787	0.279	-0.787	-0.787	-0.787	-0.787	-0.324	6.882	1.613	-0.786
GO:0070987 error-free translesion synthesis	-0.787	3.017	1.057	-0.787	-0.787	-0.787	-0.787	-0.787	3.854	-0.787	-0.786
GO:0043280 positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	-0.599	2.430	0.269	-1.739	-1.023	-1.023	-1.739	-1.739	1.927	2.984	0.269
GO:0005549 odorant binding	-0.956	-0.457	-1.833	0.451	2.880	2.880	2.880	-0.670	-1.833	-1.833	-1.332
GO:1905515 non-motile cilium assembly	-0.549	0.302	3.809	-1.656	-1.656	-1.656	-1.656	-0.549	1.593	1.593	0.302
GO:0101003 ficolin-1-rich granule membrane	-0.273	0.331	0.331	-2.485	-1.639	-1.639	-1.639	-0.714	3.623	3.094	0.756
GO:0006906 vesicle fusion	-0.300	0.302	5.163	-1.326	-1.326	-2.112	-2.112	-0.836	1.411	0.499	0.751
GO:0003730 mRNA 3'-UTR binding	-0.452	1.737	4.187	-1.639	-1.092	-1.092	-0.714	-0.714	2.603	-0.273	-2.484
GO:0071011 precatalytic spliceosome	-1.159	2.563	3.233	-1.159	-1.159	-1.159	-1.159	-0.579	1.961	-0.279	-0.579
GO:0008180 COP9 signalosome	-0.764	0.427	5.375	-1.408	-1.408	-1.408	-1.408	-0.764	0.427	0.427	1.512
GO:0061077 chaperone-mediated protein folding	-0.256	1.179	2.482	-1.224	-1.224	-1.224	-1.988	-1.988	3.584	0.571	-0.450
GO:0042274 ribosomal small subunit biogenesis	-0.869	3.496	3.496	-0.869	-0.869	-0.378	-0.869	-0.869	0.930	-0.869	-0.869
GO:0043044 ATP-dependent chromatin remodeling	-0.952	2.471	4.843	-0.952	-0.952	-0.952	-0.952	-0.434	0.821	-0.952	-0.433
GO:0009060 aerobic respiration	-1.284	1.241	0.509	-1.284	-1.284	-1.284	-0.671	-0.341	3.549	2.265	-1.283
GO:0097193 intrinsic apoptotic signaling pathway	-0.609	2.458	3.108	-1.201	-1.201	-1.201	-1.201	-1.201	0.303	1.876	-0.609
GO:0000792 heterochromatin	-0.550	2.051	4.944	-1.118	-0.550	-1.118	-1.118	-1.118	1.031	-0.260	-1.117
