transcript	gene_id	gene_name	Estimate_treatmentDRUG	Pr...z.._treatmentDRUG	fdr_Pr...z.._treatmentDRUG	qvalue_Pr...z.._treatmentDRUG
ENST00000250617	ENSG00000129675	ARHGEF6	0.146689006698058	0.361830038669271	0.80663806147153	0.669399466719891
ENST00000250896	ENSG00000099875	MKNK2	-0.260248326918227	0.370225408271861	0.811940231155771	0.673799543691978
ENST00000250916	ENSG00000129911	KLF16	-0.182960510388339	0.582073264132609	0.909879529297347	0.755075790224768
ENST00000250974	ENSG00000129968	ABHD17A	0.183793764876361	0.623782843381812	0.926502063682114	0.768870224413005
ENST00000251038	ENSG00000100722	ZC3H14	-0.139272120331671	0.463222210668772	0.86228725424212	0.715580699348648
ENST00000251047	ENSG00000074695	LMAN1	0.126708803514679	0.294686671027216	0.775010050466995	0.643152535523485
ENST00000251074	ENSG00000075188	NUP37	0.056725104767912	0.765027428854654	0.95469049887309	0.792262777263889
ENST00000251089	ENSG00000013523	ANGEL1	-0.723700387479202	0.145167025372213	0.650859237559836	0.540124310198629
ENST00000251143	ENSG00000103544	VPS35L	0.197391190392873	0.278426925349313	0.768332293798948	0.63761090915351
ENST00000251241	ENSG00000108406	DHX40	-0.001442630894472	0.995524380319619	0.998735158137339	0.828813831363123
ENST00000251268	ENSG00000105429	MEGF8	0.375485856785771	0.149572382625991	0.652025145129437	0.541091854308699
ENST00000251343	ENSG00000100441	KHNYN	0.292223201418833	0.42903707330605	0.844811577950415	0.701078273850778
ENST00000251413	ENSG00000131462	TUBG1	0.063333621399577	0.815023675278169	0.964182330270011	0.800139701474114
ENST00000251496	ENSG00000109805	NCAPG	0.411035494333961	0.007934176026479	0.216695742645266	0.179827882535805
ENST00000251507	ENSG00000152061	RABGAP1L	0.640514159676584	0.071187947780895	0.546380489719788	0.453421213198589
ENST00000251588	ENSG00000103245	CIAO3	0.437302037030006	0.279250413026301	0.768332293798948	0.63761090915351
ENST00000251607	ENSG00000072756	TRNT1	-0.253430313860442	0.282721076849324	0.769500952455775	0.638580736290393
ENST00000251775	ENSG00000114520	SNX4	0.236689509027529	0.36447002833981	0.807849719130056	0.67040497715785
ENST00000251900	ENSG00000102098	SCML2	0.168062377711832	0.553261489068792	0.896156955293274	0.743687927242462
ENST00000251968	ENSG00000074319	TSG101	0.143309223648718	0.524750741258016	0.886328019341065	0.735531252273728
ENST00000251993	ENSG00000100364	KIAA0930	0.355765009793418	0.045208675757327	0.465592422741924	0.386378147001518
ENST00000252011	ENSG00000101452	DHX35	-0.238640299202171	0.515364707145815	0.882822681885133	0.732622300742984
ENST00000252015	ENSG00000100991	TRPC4AP	0.030738982374398	0.822927890422847	0.96730165852072	0.802728318063492
ENST00000252032	ENSG00000088854	C20orf194	-0.175898528686191	0.688912793482091	0.937117467459791	0.777679560306268
ENST00000252050	ENSG00000112659	CUL9	0.98360720215939	0.0015973111525	0.109537348490443	0.090901044926704
ENST00000252100	ENSG00000113119	TMCO6	0.826579005883878	0.065249277732038	0.529715914583988	0.439591890926506
ENST00000252102	ENSG00000131495	NDUFA2	0.062543836148865	0.805885123015517	0.959806467183651	0.796508332516512
ENST00000252137	ENSG00000100056	ESS2	0.271719154223425	0.417153176453668	0.839763685464642	0.696889212238844
ENST00000252268	ENSG00000133884	DPF2	0.703547206420539	0.002654961949359	0.147362107927939	0.122290431326446
ENST00000252487	ENSG00000130204	AC011481.1	0.227160562086983	0.162004240760236	0.671920128747269	0.5576019745972
ENST00000252542	ENSG00000130254	SAFB2	-0.079114542564954	0.694474941781724	0.939372762362892	0.779551147177185
ENST00000252593	ENSG00000130303	BST2	0.051063832346461	0.831995654478484	0.968558577664435	0.803771389354943
ENST00000252599	ENSG00000130309	COLGALT1	-0.035087439047554	0.776974002716763	0.957544116551403	0.794630890353669
ENST00000252603	ENSG00000130313	AC010618.1	-0.112175288622235	0.659915119364201	0.929746424311912	0.771562600807285
ENST00000252622	ENSG00000130332	LSM7	-0.032058790519888	0.877768372376274	0.974962872172277	0.809086079465704
ENST00000252674	ENSG00000130382	MLLT1	-0.01707227126622	0.938015152367878	0.990118386529855	0.82166308731272
ENST00000252699	ENSG00000130402	ACTN4	-0.277841482937078	0.255539917919357	0.758916254548669	0.629796882077659
ENST00000252725	ENSG00000130429	ARPC1B	-0.482012256678027	0.14911900425253	0.652025145129437	0.541091854308699
ENST00000252818	ENSG00000130522	JUND	0.429709135165542	0.120716493172124	0.618004231836086	0.512859140897746
ENST00000252840	ENSG00000130544	ZNF557	-0.053933055930939	0.879414425553038	0.974962872172277	0.809086079465704
ENST00000252891	ENSG00000105245	NUMBL	0.396029162311893	0.400581761065593	0.833135064680621	0.691388361944454
ENST00000252934	ENSG00000130638	ATXN10	0.166524529467245	0.227491656375738	0.736362799311339	0.611080593286354
ENST00000252992	ENSG00000130695	CEP85	0.197390691692894	0.316985640509781	0.781850092461981	0.648828836559208
ENST00000252996	ENSG00000130699	TAF4	-0.267612943735527	0.536787682523593	0.886992835797232	0.736082959169895
ENST00000253003	ENSG00000130706	ADRM1	0.009398068763261	0.949993317791517	0.991009643533159	0.822402708948765
ENST00000253023	ENSG00000130725	UBE2M	0.101065261505185	0.565487346406159	0.902505089101361	0.74895601163963
ENST00000253024	ENSG00000130726	TRIM28	0.012956426540704	0.881409085311162	0.975492928314683	0.809525953699275
ENST00000253031	ENSG00000130733	YIPF2	0.010621484387241	0.968888671117911	0.992869901654596	0.823946469222337
ENST00000253039	ENSG00000130741	EIF2S3	-0.228735749673494	0.199200861200135	0.709212304491166	0.588549389240949
ENST00000253048	ENSG00000130749	AC008755.1	0.130452663736569	0.550280794275359	0.895004261686837	0.742731348917813
ENST00000253083	ENSG00000130787	HIP1R	0.146260272472644	0.632907986055075	0.927342911990082	0.769568013713846
ENST00000253108	ENSG00000130811	EIF3G	0.098219018002174	0.44060838544345	0.85007278626397	0.705444358477347
ENST00000253193	ENSG00000130881	LRP3	0.175725645390409	0.418130810484226	0.84051827871783	0.697515421619979
ENST00000253233	ENSG00000130921	C12orf65	-0.310240477467866	0.451910240141428	0.857429694962802	0.711549588313292
ENST00000253237	ENSG00000105447	GRWD1	0.351408925017951	0.084143669405511	0.566886028090657	0.470438010577606
ENST00000253247	ENSG00000130935	NOL11	-0.265850182340568	0.079444415440851	0.561270791731614	0.465778131006101
ENST00000253329	ENSG00000131013	PPIL4	0.244814818869728	0.242868388439122	0.748903549688378	0.621487704003821
ENST00000253339	ENSG00000131023	LATS1	-0.123433940871895	0.602684612577892	0.91758543591389	0.761470640686321
ENST00000253363	ENSG00000131051	RBM39	0.019615135287909	0.872399959096523	0.973817306902131	0.808135416686999
ENST00000253382	ENSG00000131069	ACSS2	-0.404707922019833	0.305211498083524	0.780710713443262	0.647883307524624
ENST00000253413	ENSG00000131100	ATP6V1E1	0.08152860514339	0.63599215302662	0.927525310551305	0.769719379618141
ENST00000253452	ENSG00000131143	COX4I1	-0.042518635213218	0.741560469037859	0.949687600482624	0.788111054608349
ENST00000253457	ENSG00000131148	EMC8	-0.188634474846024	0.614195291438411	0.922448465319976	0.765506291180098
ENST00000253458	ENSG00000131149	GSE1	0.160567727731761	0.373576424726917	0.815534139654713	0.676781997096474
ENST00000253462	ENSG00000131153	GINS2	-0.229578956074736	0.538554287999087	0.8873698101296	0.736395796400256
ENST00000253577	ENSG00000131269	ABCB7	-0.113601369560799	0.587962005483647	0.911575765510338	0.756483434707023
ENST00000253669	ENSG00000131351	HAUS8	-0.124295791530748	0.736373624178528	0.947418212538842	0.786227772437686
ENST00000253686	ENSG00000131368	MRPS25	0.180235084506906	0.415967025716667	0.839421698220394	0.696605409515096
ENST00000253693	ENSG00000131375	CAPN7	0.026803208427112	0.916149975355554	0.985890998729574	0.818154932572335
ENST00000253727	ENSG00000131408	NR1H2	-0.103477311945891	0.756851322829731	0.953896885324755	0.791604186364933
ENST00000253794	ENSG00000131475	VPS25	0.411233056146621	0.107434368447331	0.596779972306322	0.495245903078506
ENST00000253814	ENSG00000131507	NDFIP1	-0.24452907682552	0.326982511161954	0.788582822217418	0.65441608308665
ENST00000253861	ENSG00000131558	EXOC4	0.116936881107242	0.514075129306131	0.882756143863941	0.732567083269336
ENST00000253925	ENSG00000131626	PPFIA1	-0.014320752091301	0.953277422264765	0.991587411012913	0.822882177078659
ENST00000253928	ENSG00000059122	FLYWCH1	-0.424810656203278	0.255148373358126	0.758472852384104	0.629428918815473
ENST00000254029	ENSG00000131725	WDR44	-0.213805327087825	0.490517926417011	0.877834739204292	0.728482989284641
ENST00000254190	ENSG00000131873	CHSY1	-0.267909484128879	0.391294778926789	0.826197710926745	0.685631305434102
ENST00000254193	ENSG00000131876	SNRPA1	0.232607096161847	0.292210716075887	0.775010050466995	0.643152535523485
ENST00000254235	ENSG00000121281	ADCY7	-0.080430453653919	0.692718286692353	0.939372762362892	0.779551147177185
ENST00000254250	ENSG00000131931	THAP1	0.287705195281986	0.534985864266797	0.886992835797232	0.736082959169895
ENST00000254286	ENSG00000131966	ACTR10	0.163736458446508	0.447744365176151	0.854303599513381	0.708955355872858
ENST00000254301	ENSG00000131981	LGALS3	-0.391252818358118	0.288799691793574	0.772521171490942	0.641087105761516
ENST00000254322	ENSG00000132002	DNAJB1	0.140908033787202	0.507855738919816	0.880691386289904	0.730853616368897
ENST00000254325	ENSG00000132005	RFX1	0.020494470206423	0.945968044414119	0.990393692699747	0.821891553848224
ENST00000254337	ENSG00000132017	DCAF15	-0.072244501377615	0.775453752536169	0.956882545800461	0.794081876949726
ENST00000254436	ENSG00000132109	TRIM21	0.037196254561416	0.887794430845507	0.977096848818918	0.81085698874644
ENST00000254442	ENSG00000091157	WDR7	-0.186523415731938	0.407912913667524	0.835988034882003	0.693755937716775
ENST00000254480	ENSG00000173473	SMARCC1	0.086563356597223	0.397200255834993	0.82955485815149	0.688417279304272
ENST00000254508	ENSG00000132182	NUP210	0.119855200862608	0.110029959634217	0.600212399860455	0.498094349344605
ENST00000254521	ENSG00000132196	HSD17B7	0.369606819118075	0.195289980977376	0.704421440105264	0.58457362586177
ENST00000254528	ENSG00000132205	EMILIN2	0.233884164343959	0.091529889905544	0.574611753573435	0.476849307992411
ENST00000254605	ENSG00000132275	RRP8	-0.060276093842141	0.832171147013754	0.968558577664435	0.803771389354943
ENST00000254616	ENSG00000132286	TIMM10B	0.474623017880327	0.198515902122269	0.708652432550577	0.588084771965417
ENST00000254630	ENSG00000132300	PTCD3	0.058767957332049	0.702044432208349	0.941407613061178	0.781239795453715
ENST00000254654	ENSG00000132323	ILKAP	0.247578524856305	0.356368600390223	0.805697186525908	0.668618668965691
ENST00000254657	ENSG00000132326	PER2	0.086345725053943	0.721584578507987	0.945448023484682	0.784592784498007
ENST00000254667	ENSG00000132334	PTPRE	0.34003536871924	0.133774508816087	0.638086086427441	0.529524338582166
ENST00000254691	ENSG00000132357	CARD6	0.088201475721168	0.819882816616282	0.965765625472764	0.801453620336868
ENST00000254719	ENSG00000132383	RPA1	-0.122498094403738	0.462750171843171	0.862240835769175	0.715542178353272
ENST00000254730	ENSG00000132394	EEFSEC	0.588801746781337	0.040504368057136	0.454237242307725	0.376954897479553
ENST00000254759	ENSG00000132423	COQ3	0.090119535708933	0.77996168220982	0.957698272999797	0.794758819160001
ENST00000254770	ENSG00000132434	LANCL2	0.503759415908759	0.162979148088881	0.672156035245559	0.557797744784219
ENST00000254799	ENSG00000132463	GRSF1	-0.10307926899845	0.525779369595612	0.886328019341065	0.735531252273728
ENST00000254803	ENSG00000132467	UTP3	-0.009718029084478	0.969341940361585	0.992869901654596	0.823946469222337
ENST00000254806	ENSG00000132471	WBP2	-0.030457111184473	0.87418760576216	0.974006594236781	0.808292499332765
ENST00000254846	ENSG00000132510	KDM6B	-0.393521715165137	0.208108425348875	0.714986319167595	0.59334103313906
ENST00000254900	ENSG00000112983	BRD8	0.564248190412703	0.029401213068554	0.405644080893787	0.336629207569281
ENST00000254928	ENSG00000132591	ERAL1	0.317333968769751	0.165786898405051	0.676934615272794	0.561763313822797
ENST00000254940	ENSG00000132603	NIP7	0.216743667270315	0.564613916815043	0.901893011424589	0.748448070730326
ENST00000254942	ENSG00000132604	TERF2	0.220887961726166	0.37194146042381	0.814039001939255	0.675541236912689
ENST00000254958	ENSG00000101384	JAG1	0.377703707154993	0.079975438765027	0.563130628536335	0.467321541644319
ENST00000254998	ENSG00000132661	NXT1	0.147590495843826	0.71649300722739	0.945448023484682	0.784592784498007
ENST00000255078	ENSG00000132740	IGHMBP2	0.017780569312091	0.961366192263156	0.991703614615476	0.822978610204372
ENST00000255108	ENSG00000132768	DPH2	-0.152916147858129	0.606578436863522	0.919928691868259	0.763415223221121
ENST00000255174	ENSG00000132823	OSER1	-0.071092210270812	0.801565784523009	0.959597444887223	0.796334872546737
ENST00000255175	ENSG00000132824	SERINC3	0.000560666058301	0.997138343154435	0.999042124902318	0.829068571870164
ENST00000255194	ENSG00000132842	AP3B1	0.015378573178911	0.93726234897207	0.989988076711446	0.821554947953672
ENST00000255304	ENSG00000132952	USPL1	0.53681967653861	0.155996683623751	0.659727776940488	0.547483987128779
ENST00000255305	ENSG00000132953	XPO4	0.154926011020414	0.331411358282393	0.791098849566257	0.656504042291665
ENST00000255390	ENSG00000133028	SCO1	-0.281731289093209	0.388771016260154	0.824368879979662	0.684113625424724
ENST00000255409	ENSG00000133048	CHI3L1	-0.048472830297364	0.611902444666174	0.921463433715814	0.76468884942769
ENST00000255465	ENSG00000133101	CCNA1	-0.138270481937414	0.533127066002116	0.886992835797232	0.736082959169895
ENST00000255476	ENSG00000133111	RFXAP	-0.260296971906769	0.530046103409873	0.886328019341065	0.735531252273728
ENST00000255608	ENSG00000133243	BTBD2	-0.441667825361578	0.272090678865091	0.768332293798948	0.63761090915351
ENST00000255631	ENSG00000133265	HSPBP1	-0.005576336491157	0.984509299383385	0.996353732725341	0.826837573389484
ENST00000255641	ENSG00000133275	CSNK1G2	0.36516246213198	0.180542099528302	0.695384680051319	0.577074348738706
ENST00000255764	ENSG00000133398	MED10	-0.883434898729521	0.066824422925697	0.535088219388487	0.44405017047338
ENST00000255784	ENSG00000100147	CCDC134	-0.065585104474429	0.845419591829143	0.97023905500272	0.805165956122634
ENST00000255882	ENSG00000241973	PI4KA	0.252480951225132	0.06683301900113	0.535088219388487	0.44405017047338
ENST00000255977	ENSG00000133606	MKRN1	0.163926364405816	0.466373549068923	0.863836334245974	0.716866224267463
ENST00000256015	ENSG00000133639	BTG1	-0.044209048113741	0.866587172015986	0.971791409215936	0.806454198188216
ENST00000256031	ENSG00000133657	ATP13A3	0.202920378802172	0.116457441504229	0.609428799244275	0.505742702586642
ENST00000256078	ENSG00000133703	KRAS	0.007060379524887	0.986541628662867	0.996811520697314	0.82721747490783
ENST00000256079	ENSG00000133704	IPO8	0.087870238985365	0.616878024303087	0.923651010798299	0.766504239752506
ENST00000256194	ENSG00000133816	MICAL2	0.032201424648084	0.943682739378576	0.990227647713015	0.821753759178125
ENST00000256319	ENSG00000133935	ERG28	-0.017388627375397	0.969921703206264	0.992869901654596	0.823946469222337
ENST00000256324	ENSG00000133943	DGLUCY	0.375902649435946	0.129399258367745	0.631357953560299	0.52394090684443
ENST00000256383	ENSG00000134001	EIF2S1	0.243101148615253	0.275031757852188	0.768332293798948	0.63761090915351
ENST00000256398	ENSG00000134014	ELP3	0.130308872935753	0.540210047760993	0.889169108093948	0.737888968065882
ENST00000256429	ENSG00000134046	MBD2	0.195624981576134	0.455084490417368	0.857504392723745	0.711611577256944
ENST00000256433	ENSG00000134049	IER3IP1	0.073603607314842	0.758102761756843	0.953896885324755	0.791604186364933
ENST00000256442	ENSG00000134057	CCNB1	0.046944770329518	0.779464855908879	0.957698272999797	0.794758819160001
ENST00000256460	ENSG00000134072	CAMK1	0.383700452672701	0.108393758524695	0.597010434182094	0.495437154972149
ENST00000256474	ENSG00000134086	VHL	0.42083089469415	0.268581708021819	0.768008729240442	0.637342394743815
ENST00000256495	ENSG00000134107	BHLHE40	0.531090789811561	0.156874446301809	0.660254090539103	0.547920755561945
ENST00000256496	ENSG00000134108	ARL8B	0.015054740323154	0.936652480129603	0.98983927925254	0.821431466376991
ENST00000256497	ENSG00000134109	EDEM1	0.441566796215149	0.026059665260773	0.394678819897734	0.327529537948172
ENST00000256538	ENSG00000134146	DPH6	-0.605080639137432	0.205983854832931	0.7130269722448	0.591715042688218
ENST00000256545	ENSG00000134153	EMC7	0.376250887502601	0.093056802398554	0.578989513148398	0.480482250776641
ENST00000256578	ENSG00000116337	AMPD2	0.156603704766638	0.531178963346982	0.886990956404398	0.736081399530423
ENST00000256637	ENSG00000134243	SORT1	0.241405990707883	0.645805905957606	0.927907013980426	0.770036141353178
ENST00000256644	ENSG00000134248	LAMTOR5	0.078460052846113	0.726646130641689	0.946349115446634	0.785340567807036
ENST00000256646	ENSG00000134250	NOTCH2	0.071437087076096	0.5859845328914	0.910809661988629	0.755847673374426
ENST00000256658	ENSG00000134262	AP4B1	0.079944160281982	0.743867095170291	0.949687600482624	0.788111054608349
ENST00000256689	ENSG00000134294	SLC38A2	0.259593453296236	0.038585508578552	0.442777709694649	0.367445049895546
ENST00000256707	ENSG00000134313	KIDINS220	0.181141936618513	0.253829026230088	0.756890203798185	0.628115536556413
ENST00000256854	ENSG00000134440	NARS	0.282333193841981	0.004443324063303	0.17633395889996	0.146333112321661
ENST00000256858	ENSG00000134444	RELCH	0.602839401044261	0.00804499354725	0.217175362382955	0.180225901439168
ENST00000256906	ENSG00000134489	HRH4	0.699115004199076	0.256781480060079	0.760907280830585	0.631449162071624
ENST00000256935	ENSG00000134516	DOCK2	0.166993219364403	0.049055015460546	0.478343265132277	0.396959605407734
ENST00000256996	ENSG00000134574	DDB2	-0.024138883984296	0.955586938215988	0.991587411012913	0.822882177078659
ENST00000256997	ENSG00000134575	ACP2	-0.32397806746412	0.377799324483932	0.818016405638724	0.678841938977871
ENST00000257118	ENSG00000134686	PHC2	0.215109728425801	0.524106029125274	0.886328019341065	0.735531252273728
ENST00000257177	ENSG00000134744	TUT4	0.683296477541305	0.000684584641211	0.065440068203074	0.054306322562238
ENST00000257181	ENSG00000134748	PRPF38A	0.137103435830197	0.440975793609444	0.85007278626397	0.705444358477347
ENST00000257245	ENSG00000134809	TIMM10	0.301416496332743	0.323477763552525	0.78621538816897	0.652451436034619
ENST00000257287	ENSG00000174799	CEP135	0.408788944153162	0.280633914692208	0.768332293798948	0.63761090915351
ENST00000257347	ENSG00000134905	CARS2	0.087573296975103	0.62894162584517	0.927342911990082	0.769568013713846
ENST00000257430	ENSG00000134982	APC	1.03472427197023	0.006932337296616	0.207280170636741	0.172014243206821
ENST00000257497	ENSG00000135046	ANXA1	-0.251910828084375	0.055833069919163	0.498811684964436	0.41394559946714
ENST00000257548	ENSG00000135093	USP30	-0.152110524658107	0.746962094373715	0.95046622959012	0.788757210467124
ENST00000257604	ENSG00000135148	TRAFD1	-0.10285887811035	0.700363099751736	0.941407613061178	0.781239795453715
ENST00000257694	ENSG00000135241	PNPLA8	0.147099111929663	0.67954742632078	0.934031157752216	0.775118344599915
ENST00000257700	ENSG00000135249	RINT1	-0.087349584869956	0.722934943168143	0.945819518179207	0.784901074377052
ENST00000257724	ENSG00000135272	MDFIC	-0.070564064812197	0.860212642232081	0.971237649829097	0.805994653497795
ENST00000257745	ENSG00000005483	KMT2E	0.488603839122355	0.045553625697969	0.465683785970931	0.386453966008451
ENST00000257787	ENSG00000135334	AKIRIN2	-0.316389014186759	0.258692758813999	0.762274378354604	0.632583666376892
ENST00000257789	ENSG00000135336	ORC3	0.134402773989635	0.511232971623028	0.881680132463385	0.731674140706717
ENST00000257818	ENSG00000135363	LMO2	0.311466870822141	0.307932935446869	0.780785209743117	0.647945129283078
ENST00000257829	ENSG00000135372	NAT10	0.194550881971499	0.134154213842904	0.638086086427441	0.529524338582166
ENST00000257857	ENSG00000135404	CD63	0.202692909824887	0.128091076882351	0.629872645401988	0.522708303851119
ENST00000257904	ENSG00000135446	CDK4	0.22928457454167	0.145357531418895	0.650859237559836	0.540124310198629
ENST00000257910	ENSG00000135452	TSPAN31	-0.056465415609964	0.886438245173965	0.977096848818918	0.81085698874644
ENST00000257915	ENSG00000135457	TFCP2	-0.084547801226091	0.746312184570036	0.949865558291781	0.788258735294692
ENST00000257934	ENSG00000135476	ESPL1	-0.113821590409802	0.554356466345906	0.896576512623029	0.744036102547113
ENST00000258080	ENSG00000115317	HTRA2	-0.695951078949077	0.033624656407084	0.42144801270797	0.34974431338166
ENST00000258091	ENSG00000135624	CCT7	0.18740883145791	0.033832871595966	0.42144801270797	0.34974431338166
ENST00000258149	ENSG00000135679	MDM2	-0.248627784940487	0.394343775067944	0.828686932091112	0.687697019165655
ENST00000258169	ENSG00000135698	MPHOSPH6	0.070679948552418	0.816065009404278	0.964431034071475	0.800346091675647
ENST00000258198	ENSG00000135720	DYNC1LI2	0.407090050160955	0.100978055450502	0.594953471072568	0.493730156413134
ENST00000258201	ENSG00000135723	FHOD1	-0.258727244756379	0.499134007614309	0.879527337021086	0.729887614394776
ENST00000258243	ENSG00000135763	URB2	-0.255018173918406	0.226157996769415	0.734344210817417	0.609405440419289
ENST00000258281	ENSG00000135801	TAF5L	0.139422644572399	0.68735687661806	0.936503893791057	0.777170377927873
ENST00000258301	ENSG00000135823	STX6	-0.419195707038789	0.311142807279104	0.780785209743117	0.647945129283078
ENST00000258317	ENSG00000135838	NPL	0.681682783375026	0.283580424784116	0.769545221158065	0.638617473269616
ENST00000258349	ENSG00000135870	RC3H1	0.398474490425375	0.116217160645852	0.609428799244275	0.505742702586642
ENST00000258381	ENSG00000135899	SP110	-0.546838960502904	0.217999309925503	0.728777852055759	0.604786122580718
ENST00000258383	ENSG00000135900	MRPL44	0.125136345737195	0.578101696692406	0.908178188354679	0.753663909513792
ENST00000258398	ENSG00000135912	TTLL4	0.188358136815288	0.52771883200499	0.886328019341065	0.735531252273728
ENST00000258399	ENSG00000135913	USP37	-0.100000996214034	0.687995385069807	0.936615418805292	0.777262928464007
ENST00000258412	ENSG00000135926	TMBIM1	-0.222426972947814	0.489951455374542	0.877390576159977	0.72811439459614
ENST00000258418	ENSG00000135932	CAB39	0.284370518958031	0.093534164850954	0.579578724231824	0.480971215535273
ENST00000258424	ENSG00000135940	COX5B	0.091140914814127	0.451790293118285	0.857429694962802	0.711549588313292
ENST00000258428	ENSG00000135945	REV1	0.309029639113557	0.332437387823914	0.791302228238845	0.656672818824135
ENST00000258439	ENSG00000135956	TMEM127	-0.166160499567026	0.562564894565957	0.900589170214825	0.747366060529975
ENST00000258449	ENSG00000135966	TGFBRAP1	0.291806979415579	0.246776616832503	0.751235533851194	0.623422932490486
ENST00000258455	ENSG00000135972	MRPS9	-0.091384743890101	0.766085559930479	0.95469049887309	0.792262777263889
ENST00000258457	ENSG00000135974	C2orf49	0.220533085660397	0.57290776886235	0.905031192129429	0.751052332282848
ENST00000258484	ENSG00000135999	EPC2	0.327860451606368	0.375380120402957	0.816561409385515	0.677634490727536
ENST00000258526	ENSG00000136040	PLXNC1	-0.095834097337537	0.796737800005545	0.959597444887223	0.796334872546737
ENST00000258646	ENSG00000136144	RCBTB1	0.484230042957323	0.294113093655006	0.775010050466995	0.643152535523485
ENST00000258648	ENSG00000136146	MED4	-0.145022867749106	0.492355948230784	0.878719569275252	0.729217277444262
ENST00000258711	ENSG00000136213	CHST12	-1.03254835112924	0.000660325212407	0.064235284120821	0.053306516254187
ENST00000258729	ENSG00000136231	IGF2BP3	0.059211685303254	0.784860511966567	0.957698272999797	0.794758819160001
ENST00000258739	ENSG00000136240	KDELR2	0.050946430642241	0.774414007768334	0.95685775621203	0.794061304975667
ENST00000258761	ENSG00000136261	BZW2	-0.088333570582584	0.523106480555556	0.886328019341065	0.735531252273728
ENST00000258770	ENSG00000136270	TBRG4	0.247218577868963	0.16995666987174	0.685586080703843	0.568942849010269
ENST00000258772	ENSG00000136271	DDX56	-0.04501204661727	0.800802825621386	0.959597444887223	0.796334872546737
ENST00000258774	ENSG00000136273	HUS1	0.09763037348598	0.797503627444023	0.959597444887223	0.796334872546737
ENST00000258787	ENSG00000136286	MYO1G	-0.173132754301016	0.096294066374117	0.5842040013558	0.484809564093452
ENST00000258796	ENSG00000136295	TTYH3	-0.278460605807609	0.480962475735991	0.872453208573423	0.724017053561414
ENST00000258821	ENSG00000136319	TTC5	0.664673509230018	0.043501001379515	0.46402438116624	0.385076886566766
ENST00000258886	ENSG00000136381	IREB2	0.09814809678571	0.584543788379075	0.910809661988629	0.755847673374426
ENST00000258955	ENSG00000136444	RSAD1	-0.021405034698617	0.960459744055208	0.991587411012913	0.822882177078659
ENST00000258960	ENSG00000136448	NMT1	-0.241087299046424	0.13546130100228	0.641100044468688	0.532025512283101
ENST00000258975	ENSG00000136463	TACO1	0.015983528224552	0.963895195688647	0.992365337728406	0.823527750047964
ENST00000258991	ENSG00000136478	TEX2	0.131679839413685	0.624129619693927	0.926502063682114	0.768870224413005
ENST00000259006	ENSG00000136490	LIMD2	-0.091392799006713	0.675930249261342	0.93307447336108	0.774324427164285
ENST00000259008	ENSG00000136492	BRIP1	0.054043587006709	0.822826621545221	0.96730165852072	0.802728318063492
ENST00000259021	ENSG00000136504	KAT7	0.007195710248638	0.970710037620691	0.992869901654596	0.823946469222337
ENST00000259050	ENSG00000136536	MARCH7	0.037653839215247	0.795312707919522	0.959597444887223	0.796334872546737
ENST00000259075	ENSG00000136560	TANK	0.642825678110058	0.099687922808852	0.592803203853006	0.491945728180905
ENST00000259119	ENSG00000136603	SKIL	0.292554948120095	0.416614470253025	0.839421698220394	0.696605409515096
ENST00000259154	ENSG00000136636	KCTD3	0.624211071020928	0.081681258794235	0.563951304233491	0.468002590432203
ENST00000259229	ENSG00000136710	CCDC115	-0.118868180906552	0.733464563066699	0.94646698443879	0.785438382978748
ENST00000259239	ENSG00000136718	IMP4	0.475459904490339	0.024677388010659	0.392313921576208	0.325566995203303
ENST00000259241	ENSG00000136720	HS6ST1	0.013679513989181	0.971474482425989	0.992869901654596	0.823946469222337
ENST00000259253	ENSG00000136731	UGGT1	0.195454041956724	0.031561712906342	0.413117939265797	0.342831489667693
ENST00000259324	ENSG00000136802	LRRC8A	0.482875496526572	0.248356793862269	0.752080939887189	0.624124504083358
ENST00000259335	ENSG00000136813	ECPAS	-0.045545611973572	0.705278852762166	0.941407613061178	0.781239795453715
ENST00000259339	ENSG00000136816	TOR1B	0.557895555508928	0.06924332072991	0.543412767067841	0.450958408558598
ENST00000259396	ENSG00000229314	ORM1	-0.111545300087092	0.723278653357354	0.945819518179207	0.784901074377052
ENST00000259457	ENSG00000136930	PSMB7	0.107412675604351	0.407058088414051	0.835988034882003	0.693755937716775
ENST00000259467	ENSG00000136940	PDCL	0.270458317155254	0.389148959526213	0.824368879979662	0.684113625424724
ENST00000259477	ENSG00000136950	ARPC5L	-0.065632698032389	0.847790191216497	0.97023905500272	0.805165956122634
ENST00000259512	ENSG00000136986	DERL1	0.227226528329743	0.267632379285536	0.767221764034718	0.636689321061577
ENST00000259569	ENSG00000137040	RANBP6	-0.121636366715077	0.701006634985125	0.941407613061178	0.781239795453715
ENST00000259605	ENSG00000137075	RNF38	-0.246853897666674	0.453421996033257	0.857504392723745	0.711611577256944
ENST00000259632	ENSG00000137100	DCTN3	0.136500976668827	0.537617531695356	0.887172413601238	0.736231984230797
ENST00000259667	ENSG00000137133	HINT2	0.119003971861571	0.7800150908916	0.957698272999797	0.794758819160001
ENST00000259746	ENSG00000137216	TMEM63B	-0.075838071001842	0.853338874749837	0.97023905500272	0.805165956122634
ENST00000259808	ENSG00000137275	RIPK1	0.723465510603262	0.029053904352163	0.405567347729938	0.336565529519094
