hl60.6h.stbl.log2FoldChange	hl60.6h.stbl.pvalue	hl60.72h.stbl.log2FoldChange	hl60.72h.stbl.pvalue	hl60.120h.stbl.log2FoldChange	hl60.120h.stbl.pvalue	name
ENSG00000100644	0	NA	0.533089212965167	0.153011162228287	0	NA	HIF1A
ENSG00000100647	0	NA	-0.801429321110544	0.573677123426724	0	NA	SUSD6
ENSG00000100650	-0.980785198060556	0.00606583980818472	0.500909034402899	0.185455307400684	0.220806146581241	0.432249072828021	SRSF5
ENSG00000100697	0	NA	0	NA	0	NA	DICER1
ENSG00000100714	0	NA	0	NA	0	NA	MTHFD1
ENSG00000100722	0	NA	0.404916865028129	0.518680284358933	0	NA	ZC3H14
ENSG00000100731	0	NA	0	NA	0	NA	PCNX1
ENSG00000100749	0	NA	0.21068446570797	0.513353436463703	0	NA	VRK1
ENSG00000100784	-0.524979197192011	0.410033736052471	-0.0731016713954151	0.868232548989982	0.782477843329954	0.230968193130625	RPS6KA5
ENSG00000100796	0	NA	0	NA	0	NA	PPP4R3A
ENSG00000100811	0	NA	0	NA	0	NA	YY1
ENSG00000100813	0	NA	-0.215960438013119	0.823351870985941	0	NA	ACIN1
ENSG00000100814	0	NA	-0.014939185775233	0.980484745967864	0	NA	CCNB1IP1
ENSG00000100815	-0.580214648442396	0.347567866627331	1.65681838800809	0.204625576922223	-0.0100431831198576	0.986595545857694	TRIP11
ENSG00000100836	0	NA	1.52128123010417	0.119082920798203	0	NA	PABPN1
ENSG00000100888	0	NA	1.70811664753972	0.0994161445821827	0	NA	CHD8
ENSG00000100902	0	NA	0	NA	0	NA	PSMA6
ENSG00000100991	0.0473297701435444	0.915856838600616	-0.879661941037011	0.104586373776887	-0.265540934522433	0.558179090596706	TRPC4AP
ENSG00000100997	-0.22071705978012	0.520761591665574	-0.113279535263943	0.778933545210891	-0.318878516512887	0.360164177273139	ABHD12
ENSG00000101003	0.475126886044638	0.159209566656082	-1.62724809207012	0.00776307752087594	-0.249325890709148	0.439433420093259	GINS1
ENSG00000101040	0	NA	0	NA	0	NA	ZMYND8
ENSG00000101057	0	NA	0	NA	0	NA	MYBL2
ENSG00000101096	0	NA	0	NA	0	NA	NFATC2
ENSG00000101109	0.0343473417503116	0.933156020894199	-0.495783250048935	0.167664370081584	-0.551699320493288	0.201364164646803	STK4
ENSG00000101126	0	NA	0	NA	0	NA	ADNP
ENSG00000101146	0.227585754389041	0.568682203012598	-0.154741646043283	0.714405147679674	-0.88072346472344	0.0531207106861984	RAE1
ENSG00000101152	0.0648844776488522	0.906306639735082	-0.422685155828476	0.417876538503364	3.08782026223981	0.00167458447223649	DNAJC5
ENSG00000101191	1.62393420956714	0.15453909207823	0.184908952366408	0.765617731401311	0.6664193092746	0.489534854270631	DIDO1
ENSG00000101265	-0.797205913601797	0.311601424254587	0.315296725515292	0.343034588042258	-0.246341146939981	0.747341267905614	RASSF2
ENSG00000101266	0	NA	0	NA	0	NA	CSNK2A1
ENSG00000101294	0	NA	0	NA	0	NA	HM13
ENSG00000101310	-0.152909108218636	0.875174306279976	0.53752978931498	0.751151262902247	0.12790951056323	0.895425481674819	SEC23B
ENSG00000101336	-0.303633609175106	0.629521905901006	-1.48221195433242	0.157744303521231	0.270584006950074	0.666796982826467	HCK
ENSG00000101337	0	NA	0	NA	0	NA	TM9SF4
ENSG00000101347	0.00318844625009396	0.991080999128971	-0.0384727546229713	0.903413871222914	-0.297249305701128	0.370379305119076	SAMHD1
ENSG00000101361	0	NA	0	NA	0	NA	NOP56
ENSG00000101407	0	NA	-0.786914802977208	0.0545718166415584	0	NA	TTI1
ENSG00000101413	0	NA	-2.35394874188411	0.0114655945201895	0	NA	RPRD1B
ENSG00000101452	0	NA	0	NA	0	NA	DHX35
ENSG00000101464	-0.0929949960348335	0.789686849597193	-1.19836890370381	0.0562802013969318	-0.914610027075117	0.0260644877548844	PIGU
ENSG00000101493	0	NA	0.276264228462739	0.468470718850602	0	NA	ZNF516
ENSG00000101557	0	NA	0	NA	0	NA	USP14
ENSG00000101558	0.482308796702726	0.570582290596128	-0.185085917102961	0.845580155913065	0.540768723422186	0.475731639977627	VAPA
ENSG00000101577	0	NA	0.903514747088774	0.195246861766976	0	NA	LPIN2
ENSG00000101596	0	NA	0	NA	0	NA	SMCHD1
ENSG00000101608	-0.519952607155724	0.543952206116979	0.138050792064528	0.778104522009109	1.41731230957931	0.124995160754859	MYL12A
ENSG00000101639	0.7423057374402	0.399269765232217	0.631622392370631	0.0827731116982474	0.657010808063284	0.504624723683263	CEP192
ENSG00000101695	-0.119754331476246	0.737926289440124	-0.313278029701599	0.517586990113048	-0.510183792929342	0.17761128905215	RNF125
ENSG00000101752	0.59336486051517	0.301997822893993	0.17013419111762	0.692793633813091	0.648848297249966	0.262464482668727	MIB1
ENSG00000101773	-0.240326413340712	0.485697839703211	0.0187844739305111	0.946526280512964	0.0646157420066015	0.849164938380008	RBBP8
ENSG00000101868	0	NA	1.54873796758561	0.0789666415788656	0	NA	POLA1
ENSG00000101972	0	NA	0	NA	0	NA	STAG2
ENSG00000102144	-0.326751602118297	0.902407020831014	0.301092287342895	0.686851270444597	-1.17130396584439	0.663149633068155	PGK1
ENSG00000102189	0	NA	0	NA	0	NA	EEA1
ENSG00000102531	0	NA	-0.32463192841241	0.611530117663144	0	NA	FNDC3A
ENSG00000102543	-1.06130113062893	0.255440765252437	-0.510872886418333	0.579644758230874	0.798008368437163	0.384167521018703	CDADC1
ENSG00000102572	-0.441613450455975	0.146415956055484	0.0923424951581827	0.741164390567598	-0.0217024697681325	0.939050017039519	STK24
ENSG00000102580	-0.136100551440081	0.665253287918527	0.356883144951374	0.350712222686078	0.995326255815881	0.0107958547756768	DNAJC3
ENSG00000102595	-0.0206163970784743	0.957447355242429	1.08888109434151	0.0357231946393701	1.74254841711225	0.00154345419790904	UGGT2
ENSG00000102606	0	NA	0	NA	0	NA	ARHGEF7
ENSG00000102699	0	NA	0	NA	0	NA	PARP4
ENSG00000102710	0	NA	0	NA	0	NA	SUPT20H
ENSG00000102753	0	NA	0	NA	0	NA	KPNA3
ENSG00000102763	0	NA	0.406756499048549	0.280141693012684	0	NA	VWA8
ENSG00000102786	0	NA	1.62527274927526	0.19910525856182	0	NA	INTS6
ENSG00000102858	0	NA	0	NA	0	NA	MGRN1
ENSG00000102879	0	NA	0	NA	0	NA	CORO1A
ENSG00000102893	-0.288763535132512	0.67162241035277	1.54914531529513	0.115800513951432	-0.310525321416786	0.648875472917554	PHKB
ENSG00000102900	1.14222846160204	0.299373615776527	-1.93434046261014	0.222145702356784	-1.69712245639585	0.137467986681007	NUP93
ENSG00000102908	0	NA	0	NA	0	NA	NFAT5
ENSG00000102910	-0.147617788810926	0.650826095826681	-2.94532752205289	0.00684189734778804	-2.6352991167231	0.000199496106988266	LONP2
ENSG00000102921	0.246216721402665	0.583644908709152	-0.0435259888932356	0.903961497446605	0.116481581640446	0.793916446368487	N4BP1
ENSG00000102974	0	NA	-0.453745988480648	0.372538426736824	0	NA	CTCF
ENSG00000103043	0	NA	0	NA	0	NA	VAC14
ENSG00000103047	0.112213633594292	0.758877316161371	-2.08830264294927	0.0203650521342971	-1.84294404106591	0.00262527326468011	TANGO6
ENSG00000103064	1.35884427262348	0.266874594223772	-0.792619170650771	0.553070578286471	0.36063063092798	0.73822567676121	SLC7A6
ENSG00000103091	0	NA	0	NA	0	NA	WDR59
ENSG00000103187	0	NA	-1.35000234549439	0.137786749058552	0	NA	COTL1
ENSG00000103194	0	NA	0	NA	0	NA	USP10
ENSG00000103222	0	NA	0	NA	0	NA	ABCC1
ENSG00000103226	0	NA	0	NA	0	NA	NOMO3
ENSG00000103249	3.78022460318079	0.0406100583774438	-1.33373796309834	0.212634373274763	1.02688578938707	0.527566453147443	CLCN7
ENSG00000103319	0	NA	0	NA	0	NA	EEF2K
ENSG00000103326	0	NA	0	NA	0	NA	CAPN15
ENSG00000103335	0	NA	0	NA	0	NA	PIEZO1
ENSG00000103342	0	NA	0	NA	0	NA	GSPT1
ENSG00000103365	0	NA	0	NA	0	NA	GGA2
ENSG00000103404	0	NA	0	NA	0	NA	USP31
ENSG00000103479	0	NA	0	NA	0	NA	RBL2
ENSG00000103489	0	NA	0	NA	0	NA	XYLT1
ENSG00000103512	0	NA	0	NA	0	NA	NOMO1
ENSG00000103544	0	NA	0	NA	0	NA	C16orf62
ENSG00000103653	0	NA	0	NA	0	NA	CSK
ENSG00000103657	0	NA	0	NA	0	NA	HERC1
ENSG00000103995	0.145761344311938	0.636599646078332	0.574864845308324	0.192484820662589	0.0877038777891501	0.775204038262771	CEP152
ENSG00000104064	-0.395222297397441	0.336792999267248	0.642397315681571	0.241344313713193	-0.920801462388244	0.0440423302613703	GABPB1
ENSG00000104093	0	NA	0	NA	0	NA	DMXL2
ENSG00000104133	0	NA	0	NA	0	NA	SPG11
ENSG00000104205	-0.119260050774559	0.733446755145965	-0.538949876074957	0.276750572864287	-0.203578501924556	0.564157735125912	SGK3
ENSG00000104218	-0.291939158304001	0.697716130871311	-0.0651814362953871	0.929877885691265	-2.19717004451295	0.0159040645724843	CSPP1
ENSG00000104219	0.390906811370015	0.521144944565801	-0.0401941855249542	0.939241420470495	0.769150974288216	0.222910592774	ZDHHC2
ENSG00000104267	-0.645864911010349	0.129026479644554	-1.60188466949534	0.0265455381276015	-2.23358233568001	0.000516429848005693	CA2
ENSG00000104299	0	NA	0	NA	0	NA	INTS9
ENSG00000104320	-0.0561047557838459	0.901275322503793	-0.258992954332978	0.506637847775184	-0.78564113053686	0.110068180927659	NBN
ENSG00000104324	0.466868904132139	0.462522924394763	-1.23504560390539	0.207061874103495	1.21235757532159	0.0795000569604168	CPQ
ENSG00000104325	0.257764901178162	0.710099133082833	2.31302636658763	0.0267464461625484	1.37034859560764	0.0824721054315185	DECR1
ENSG00000104331	0	NA	-0.0553116351484246	0.902659947238605	0	NA	IMPAD1
ENSG00000104343	0	NA	3.48516045106696	0.0303362728809003	0	NA	UBE2W
ENSG00000104361	0	NA	0	NA	0	NA	NIPAL2
ENSG00000104365	0.0982960049668086	0.891348968302404	-1.14361494719778	0.265328723222923	1.37142177391843	0.122737647227611	IKBKB
ENSG00000104375	0	NA	0.955829682802002	0.230792386990026	0	NA	STK3
ENSG00000104388	0	NA	0	NA	0	NA	RAB2A
ENSG00000104408	0.0532373727694272	0.926183694953418	-0.7806236254047	0.367815045963013	0.0326320850119427	0.954705796388185	EIF3E
ENSG00000104412	0.0310621940495955	0.913281674927882	0.477942687806447	0.203942678579471	0.0996032069569433	0.7278600569212	EMC2
ENSG00000104419	0	NA	0	NA	0	NA	NDRG1
ENSG00000104442	-0.221936921360029	0.477288120975687	-0.505393926853557	0.277836204058232	-1.10770681692227	0.00689751059915402	ARMC1
ENSG00000104447	0	NA	0	NA	0	NA	TRPS1
ENSG00000104517	0	NA	0	NA	0	NA	UBR5
ENSG00000104529	0.447442983657379	0.131770840589756	-0.235929713082188	0.454206740280979	-0.438320359315018	0.138768967806741	EEF1D
ENSG00000104549	0	NA	-0.00984672707162715	0.986642108849018	0	NA	SQLE
ENSG00000104613	0	NA	0	NA	0	NA	INTS10
ENSG00000104635	0	NA	-1.04068679943516	0.146596540560802	0	NA	SLC39A14
ENSG00000104687	-0.684075392436605	0.219362635818231	0.738942190203342	0.36485810186686	-0.270449377608988	0.636580272586856	GSR
ENSG00000104714	-0.867553268326622	0.107697498008231	0.0211890599689378	0.972929603998621	-0.239989924714632	0.630537024515111	ERICH1
ENSG00000104738	0	NA	0	NA	0	NA	MCM4
ENSG00000104763	0.139717743112169	0.733081444610975	0.151007668396537	0.754757165163161	2.79690127714734	0.000366672921805981	ASAH1
ENSG00000104824	0	NA	0	NA	0	NA	HNRNPL
ENSG00000104859	0	NA	0	NA	0	NA	CLASRP
ENSG00000104880	-0.204401758870972	0.467896004466743	-1.21503967873209	0.0118412902312486	-1.16735858147263	0.00231898282583224	ARHGEF18
ENSG00000104885	0	NA	0	NA	0	NA	DOT1L
ENSG00000105063	0	NA	0	NA	0	NA	PPP6R1
ENSG00000105176	0.406389277135081	0.656242582034889	1.59587250369298	0.110590125574475	-1.23711887177261	0.176857400225323	URI1
ENSG00000105186	0	NA	0	NA	0	NA	ANKRD27
ENSG00000105220	0	NA	0	NA	0	NA	GPI
ENSG00000105221	0	NA	-2.50559726671484	0.00839671092211992	0	NA	AKT2
ENSG00000105229	-0.768673512050978	0.360031589255522	1.83321194923662	0.0888456557349466	-0.227134937520503	0.759630385266668	PIAS4
ENSG00000105281	0.794694222216941	0.563201020738463	-0.523376657851013	0.267512938891237	-2.37298044503157	0.112190358877534	SLC1A5
ENSG00000105323	0	NA	0	NA	0	NA	HNRNPUL1
ENSG00000105372	2.04430431315602	0.0080730460896742	1.81930056331422	0.0194172506441242	1.46084968721724	0.018182180891852	RPS19
ENSG00000105383	-0.393454145173774	0.666629490999316	0.395115415729687	0.59982991571313	-0.415448813313748	0.668845855716874	CD33
ENSG00000105486	0	NA	0	NA	0	NA	LIG1
ENSG00000105568	0	NA	0	NA	0	NA	PPP2R1A
ENSG00000105607	0	NA	-1.77338939097103	0.00414558081498789	0	NA	GCDH
ENSG00000105640	0	NA	0	NA	0	NA	RPL18A
ENSG00000105738	0	NA	0	NA	0	NA	SIPA1L3
ENSG00000105771	0	NA	0	NA	0	NA	SMG9
ENSG00000105778	-0.00486872708153188	0.987724265453947	-0.0388272469990341	0.923631452060939	0.0491382761613974	0.876704070249349	AVL9
ENSG00000105810	0	NA	0.0204196871521038	0.977582462046765	0	NA	CDK6
ENSG00000105821	0	NA	0	NA	0	NA	DNAJC2
ENSG00000105856	0.186551874554173	0.473301704684682	0.17109379703871	0.553157833952089	0.650716138690889	0.0299513522718631	HBP1
ENSG00000105877	0	NA	-1.47610187776714	0.0714691602148812	0	NA	DNAH11
ENSG00000105887	-0.58644189491111	0.303287494068041	-0.563577957193927	0.245902879674094	0.37909424516038	0.497417976293	MTPN
ENSG00000105926	-0.0721157407745872	0.757456056510886	-0.0277283397149575	0.920346607539897	-0.0207223426023254	0.929090367583218	MPP6
ENSG00000105939	0	NA	4.72731795175676	0.0178771268368291	0	NA	ZC3HAV1
ENSG00000105953	0	NA	0	NA	0	NA	OGDH
ENSG00000105963	0.992865048136096	0.165534792017967	-0.916002758039793	0.125630543840739	0.769105037023837	0.269830200038589	ADAP1
ENSG00000105967	0.200156527995168	0.485564494612271	-0.399941197062709	0.212860190979815	-0.646820802134764	0.0452368219968749	TFEC
ENSG00000105983	0.261014122963652	0.571472471866589	-1.02426406731429	0.164344554404101	-0.530142987633334	0.264728898295926	LMBR1
ENSG00000105993	0	NA	0.403107912401872	0.375169093876281	0	NA	DNAJB6
ENSG00000106049	-0.40377241711061	0.2243128922493	0.089113602417063	0.830485040251487	-0.530474440204926	0.123051705808175	HIBADH
ENSG00000106052	0	NA	1.62510625653686	0.109468948046037	0	NA	TAX1BP1
ENSG00000106070	1.30445417082276	0.0784633580658308	-2.62117819767353	0.00803188183745519	-1.42270058541582	0.0638243942602166	GRB10
ENSG00000106105	0	NA	0.932082382447686	0.118755873278497	0	NA	GARS
ENSG00000106263	0	NA	0	NA	0	NA	EIF3B
ENSG00000106299	0	NA	0	NA	0	NA	WASL
ENSG00000106415	0	NA	0	NA	0	NA	GLCCI1
ENSG00000106443	-0.0174961812447139	0.970884255946246	0.593227165401254	0.237079711331478	0.256232263944175	0.596283525670611	PHF14
ENSG00000106462	1.08495845620489	0.274498357771817	-0.631152709045115	0.557101442134556	-0.3653244998427	0.700065539255035	EZH2
ENSG00000106554	-0.929704454372708	0.122226101577598	1.32370882730941	0.101844890658097	-0.859882167278548	0.148727385025927	CHCHD3
ENSG00000106615	0.200895222757087	0.613911077561016	-0.564432240764366	0.242758163416264	-0.266068737230381	0.506960531377353	RHEB
ENSG00000106682	-0.699669640366213	0.509858686784763	2.91544747539308	0.117328685845841	0.57825715370774	0.584327132806303	EIF4H
ENSG00000106692	0	NA	0	NA	0	NA	FKTN
ENSG00000106723	0	NA	0	NA	0	NA	SPIN1
ENSG00000106771	0.960119091457633	0.303639508900236	-0.212010719257684	0.811507139303116	-0.540146625974411	0.520281992320112	TMEM245
ENSG00000106780	0	NA	0.169798208968836	0.733506742144883	0	NA	MEGF9
ENSG00000106785	0	NA	0	NA	0	NA	TRIM14
ENSG00000106799	0	NA	-0.95866081293392	0.229911949677097	0	NA	TGFBR1
ENSG00000106829	1.08769964864933	0.0849665959530346	-0.402161611614352	0.4902411753559	-0.394178148300135	0.440129525880056	TLE4
ENSG00000106868	0	NA	1.01754043298811	0.0486367671997234	0	NA	SUSD1
ENSG00000106976	0	NA	0	NA	0	NA	DNM1
ENSG00000107036	0	NA	0	NA	0	NA	RIC1
ENSG00000107077	0	NA	0	NA	0	NA	KDM4C
ENSG00000107099	0	NA	0	NA	0	NA	DOCK8
ENSG00000107164	0.0345304096000218	0.889134422670861	-0.24537159452258	0.408601628324659	-1.45624936211658	0.000273479001711065	FUBP3
ENSG00000107263	0	NA	-0.689646250299058	0.338991804063688	0	NA	RAPGEF1
ENSG00000107290	0	NA	0	NA	0	NA	SETX
ENSG00000107341	0	NA	0	NA	0	NA	UBE2R2
ENSG00000107372	0	NA	0	NA	0	NA	ZFAND5
ENSG00000107551	0	NA	0	NA	0	NA	RASSF4
ENSG00000107566	0	NA	0	NA	0	NA	ERLIN1
ENSG00000107581	-0.0760648226963764	0.886913654891624	1.17100386899553	0.101803027099521	0.139838816339114	0.794061319842644	EIF3A
ENSG00000107651	0	NA	0	NA	0	NA	SEC23IP
ENSG00000107738	0	NA	0	NA	0	NA	C10orf54
ENSG00000107745	-0.751205075851434	0.394916231242144	-1.11183690053349	0.0833421431067693	-0.554534769578187	0.557174690161021	MICU1
ENSG00000107829	0	NA	-0.478729137020706	0.474390236251662	0	NA	FBXW4
ENSG00000107854	0	NA	0	NA	0	NA	TNKS2
ENSG00000107862	0	NA	0	NA	0	NA	GBF1
ENSG00000107937	-0.115700435991724	0.714824471056066	0.476011299880825	0.221480184993043	0.155646439994673	0.624237922479053	GTPBP4
ENSG00000107938	0	NA	0	NA	0	NA	EDRF1
ENSG00000107949	-0.334585280909633	0.45821711412852	1.77814015155228	0.0176084945119813	-0.389683683408522	0.390504301050474	BCCIP
ENSG00000107957	-0.191765812842452	0.737605158373518	-0.457125455225026	0.314119302823641	-3.35594808629375	0.00409551940221312	SH3PXD2A
ENSG00000108010	0.0483298412923656	0.89477658924197	-0.422129527129998	0.352639915952604	-0.00553610846019167	0.987905436049813	GLRX3
ENSG00000108021	0	NA	0	NA	0	NA	FAM208B
ENSG00000108039	0.113945133378913	0.860575175167534	-0.44144219332455	0.332945200772173	-0.371786827160834	0.570729867771674	XPNPEP1
ENSG00000108055	0	NA	0	NA	0	NA	SMC3
ENSG00000108061	-1.59646935927637	0.00576621446301093	1.77780138957243	0.00911306339781323	0.696638770908461	0.0966018700823088	SHOC2
ENSG00000108091	0	NA	0	NA	0	NA	CCDC6
ENSG00000108094	0	NA	0	NA	0	NA	CUL2
ENSG00000108100	0.00692492402633879	0.986890216543465	-0.599694361040644	0.173082710466363	-0.691357785637446	0.128372546194469	CCNY
ENSG00000108175	0	NA	0	NA	0	NA	ZMIZ1
ENSG00000108256	1.79106399334257	0.219497942425368	1.20534607800483	0.339320541765864	0.0111657161037243	0.993538016348222	NUFIP2
ENSG00000108298	-0.227495619124135	0.819318450031201	1.08502613846672	0.20143568290459	-0.958139999755286	0.356358965419478	RPL19
ENSG00000108395	-0.410594607198049	0.44472496978854	0.442078659687053	0.17729500589291	0.0571699381219772	0.913683395907939	TRIM37
ENSG00000108424	-0.270405331128258	0.613702339084521	0.913013980877109	0.199456045427132	-1.34139359463491	0.0308616204198308	KPNB1
ENSG00000108433	0	NA	0	NA	0	NA	GOSR2
ENSG00000108443	0.0674705635386982	0.853831975315244	-0.0509603880334674	0.857246565682113	-0.0612735897348302	0.867100867276142	RPS6KB1
ENSG00000108510	0	NA	0	NA	0	NA	MED13
ENSG00000108557	0	NA	0	NA	0	NA	RAI1
ENSG00000108559	-0.342713121996002	0.748247681002055	-0.00551158310950139	0.988944737336521	-1.64751044622703	0.148294258798482	NUP88
ENSG00000108582	-0.0552183969857947	0.921886961156042	-1.21836581482815	0.0922801331184592	1.14614705734586	0.0719559265058526	CPD
ENSG00000108587	0.238325054375246	0.634119485234029	0.235377047183112	0.533822901493773	0.645203547562647	0.216835027063177	GOSR1
ENSG00000108599	0	NA	0	NA	0	NA	AKAP10
ENSG00000108651	0	NA	0	NA	0	NA	UTP6
ENSG00000108654	-0.370602443213097	0.214246730308442	0.125830398822014	0.674867612763177	-0.140561185136756	0.623075285108178	DDX5
ENSG00000108671	0	NA	0	NA	0	NA	PSMD11
ENSG00000108848	0	NA	0	NA	0	NA	LUC7L3
ENSG00000108854	-0.26468759201556	0.51174758336171	-0.677610193391866	0.244527236831659	-0.279687292375173	0.488805723825569	SMURF2
ENSG00000108883	0.413909811631523	0.536553499701073	-4.08642124225738	0.00307393506635981	-0.836465452460682	0.268513781810011	EFTUD2
ENSG00000108946	0	NA	0	NA	0	NA	PRKAR1A
ENSG00000109046	0	NA	0	NA	0	NA	WSB1
ENSG00000109111	0	NA	0	NA	0	NA	SUPT6H
ENSG00000109118	0	NA	0	NA	0	NA	PHF12
ENSG00000109171	-1.1346235723914	0.0202863055219233	0.206773312707632	0.62176721630838	-0.991756232880274	0.0214397163890129	SLAIN2
ENSG00000109180	0	NA	0	NA	0	NA	OCIAD1
ENSG00000109220	-0.0776830628753435	0.892223947982151	1.16660557870168	0.162722538199093	0.566240831047344	0.385907713456754	CHIC2
ENSG00000109320	-0.000745416722647496	0.998462783895305	-1.38843340500957	0.0513219193301361	-1.62657688729939	0.00648599807519209	NFKB1
ENSG00000109323	0.102729069123164	0.694604276696577	0.168508703777104	0.554762463630678	0.103866753448622	0.691427134502642	MANBA
ENSG00000109332	0.582173998832144	0.329730550756948	-1.26783929078296	0.0472229899312757	0.399995197461853	0.495294957919332	UBE2D3
ENSG00000109466	0.229696886001188	0.344145638562006	-0.106803470393905	0.707642060727903	0.329874691469401	0.186479438343586	KLHL2
ENSG00000109475	0	NA	0	NA	0	NA	RPL34
ENSG00000109572	2.91699180507573	0.102555188274801	0.270204233489075	0.689194902203035	0.0283338176635001	0.986186710231184	CLCN3
ENSG00000109586	0	NA	-1.48506442805417	0.0376194868250966	0	NA	GALNT7
ENSG00000109606	0	NA	0	NA	0	NA	DHX15
ENSG00000109674	-0.384375881178222	0.472921122639895	0.575307800405527	0.225357418465163	0.188466027984193	0.721574699252215	NEIL3
ENSG00000109685	0	NA	0	NA	0	NA	WHSC1
ENSG00000109689	0	NA	0.799118354497224	0.0491054724974233	0	NA	STIM2
ENSG00000109805	0	NA	0	NA	0	NA	NCAPG
ENSG00000109861	0	NA	1.52948090828098	0.0457105070017435	0	NA	CTSC
ENSG00000109920	0	NA	0	NA	0	NA	FNBP4
ENSG00000109971	0.5328314221051	0.279414912677889	-0.427566091633222	0.420679442522642	-0.150983759413678	0.750994829189388	HSPA8
ENSG00000110031	-0.149498032952417	0.667109467670902	0.208677129154829	0.64940138168352	-0.346084425017305	0.332951308472278	LPXN
ENSG00000110057	0	NA	0	NA	0	NA	UNC93B1
ENSG00000110075	-0.0297192930605851	0.903741891047893	-0.174094764012912	0.559177718770963	-0.42218212465926	0.113463169988961	PPP6R3
ENSG00000110080	0.0687473587229586	0.855167576700496	-0.726488448277105	0.138111487802431	0.269865411282904	0.480281755043107	ST3GAL4
ENSG00000110090	0	NA	0	NA	0	NA	CPT1A
ENSG00000110172	0	NA	0	NA	0	NA	CHORDC1
ENSG00000110274	0	NA	0	NA	0	NA	CEP164
ENSG00000110321	0	NA	0	NA	0	NA	EIF4G2
ENSG00000110367	0	NA	0	NA	0	NA	DDX6
ENSG00000110395	0	NA	0	NA	0	NA	CBL
ENSG00000110422	0	NA	-0.34961469298238	0.684408756831759	0	NA	HIPK3
ENSG00000110497	0	NA	0	NA	0	NA	AMBRA1
ENSG00000110514	0	NA	0	NA	0	NA	MADD
ENSG00000110696	-0.671685520307833	0.543596711192003	1.49271727421626	0.122592967979909	0.894014301863686	0.467433358610274	C11orf58
ENSG00000110713	0	NA	0	NA	0	NA	NUP98
ENSG00000110719	0	NA	0	NA	0	NA	TCIRG1
ENSG00000110721	0	NA	0	NA	0	NA	CHKA
ENSG00000110768	-0.71302399117229	0.409929305452141	1.70904162712369	0.0246664162424726	-1.52507675970843	0.102368207643895	GTF2H1
ENSG00000110931	0	NA	0	NA	0	NA	CAMKK2
ENSG00000110934	-0.161733285218818	0.83025394807789	-1.60198997269961	0.176459491232229	-1.85177817332538	0.0343810727332686	BIN2
ENSG00000110958	0	NA	0	NA	0	NA	PTGES3
ENSG00000111052	-0.100299325462037	0.850242100912612	-0.503533101276635	0.185097865152743	0.304707505890205	0.5698185744022	LIN7A
ENSG00000111142	0	NA	0	NA	0	NA	METAP2
ENSG00000111144	-0.449418747292065	0.543707651543226	0.797218563109478	0.524202952275592	0.0120998136015443	0.986777867222502	LTA4H
ENSG00000111224	-1.53096397607028	0.165278965635797	-0.177241876279425	0.671889237320445	1.11959460493705	0.294996023378608	PARP11
ENSG00000111229	0.641114209719319	0.515459392037886	3.11002264320432	0.0395934956918533	0.168119950410536	0.862619102112603	ARPC3
ENSG00000111237	-1.0164431374691	0.259736389670968	-0.516013062137019	0.545026957745535	0.628248686161435	0.43723003489183	VPS29
ENSG00000111247	0.139187745374804	0.660220178983564	0.309083394384073	0.3678347362151	-0.394158685243283	0.231807609211945	RAD51AP1
ENSG00000111252	0.573857812658581	0.328958005996077	0.363850759931609	0.43160839442294	0.857952124349182	0.119262231028603	SH2B3
ENSG00000111300	-0.130852439244684	0.823556464609845	-0.315902387712062	0.682336590021031	0.111624538588015	0.849080995686615	NAA25
ENSG00000111348	0	NA	0	NA	0	NA	ARHGDIB
ENSG00000111364	0	NA	0	NA	0	NA	DDX55
ENSG00000111371	0	NA	1.95570836685183	0.0167867625638946	0	NA	SLC38A1
ENSG00000111530	0.17152443122777	0.828050827765895	-0.0478672276468324	0.906614034444122	-1.55263460271338	0.0914274855147846	CAND1
ENSG00000111581	-0.435443546400432	0.33634401503419	0.936733270976671	0.172543626238877	0.733911671265488	0.122619888104147	NUP107
ENSG00000111596	0.932870093069744	0.311569564874643	-0.657795873021777	0.0943382816797023	-2.2609290217372	0.0199098767504669	CNOT2
ENSG00000111605	0	NA	0	NA	0	NA	CPSF6
ENSG00000111615	0	NA	-0.304887948067374	0.63580126883147	0	NA	KRR1
ENSG00000111640	-0.838597586593008	0.271770670819227	0.574934381523482	0.509554005821952	0.756886461938614	0.244293949375977	GAPDH
ENSG00000111679	-0.115075545636581	0.772438560678997	0.211907108198444	0.643167712727946	-0.36948138107096	0.364625896531101	PTPN6
ENSG00000111716	0.0669479765723973	0.778020402565391	0.215712654151493	0.456876611664977	0.209219172629965	0.388551598341296	LDHB
ENSG00000111731	0	NA	0	NA	0	NA	C2CD5
ENSG00000111786	0	NA	-4.35756904539665	0.0136607324231506	0	NA	SRSF9
ENSG00000111880	-0.203674160755875	0.572638556421303	-0.528696456196482	0.306352252224377	-0.11202977101734	0.754636830081074	RNGTT
ENSG00000111906	-0.265197420953717	0.696553185884961	-0.424310404771552	0.660562910394216	0.0678448334130972	0.920167029228568	HDDC2
ENSG00000112033	0	NA	0	NA	0	NA	PPARD
ENSG00000112062	1.37862756673344	0.0801470050612089	-0.906394869984749	0.0993142108390348	0.574114485465969	0.423907832663984	MAPK14
ENSG00000112078	0.350187465004725	0.502054147769245	-1.13965480741514	0.126480732436565	-1.39987164291837	0.022421296286674	KCTD20
