gene_name	Estimate_treatmentDRUG
RSL24D1	-0.145696733065521
KYAT3	-0.108939964015679
RTCA	0.336068134089099
IFT172	0.13518271200354698
SELENOI	-0.41779016696590704
PREB	0.286710695954463
PREPL	0.12934682703297
CENPO	-0.047772688311401995
LRPPRC	-0.056066219944894004
KIF11	0.079689192364836
EXOC6	0.250351452812505
DBR1	-0.165366956096929
TOPBP1	0.07230796570586
DNAJC13	0.18190255568404
SATB2	0.17736179663863602
BARD1	-0.103931055361719
ASNSD1	0.616915153126422
SSB	0.130178156764369
PPIG	0.238940511628186
WDR12	-0.126668541170709
ITGAV	-0.049305847638012004
WBP11	0.305305996004834
ATP2B1	-0.062107692901044
NAP1L1	-0.174687894823722
OSBPL8	0.10472729515322199
SLC16A7	-0.1588519321807
INTS13	0.4498819543884
PPP1R12A	-0.03817075298297701
HAL	0.529282622322625
CDK17	0.12104016150822801
IRAK3	0.195477702419525
MNAT1	0.40341753711221
TRMT5	-0.721354146534785
C12orf4	0.205332050425308
CCND2	-0.16561481177041198
RAB21	-0.22353470740157
LYZ	0.19392705877664398
TGDS	0.30724259191055
PSMC1	0.451356098484476
GALC	0.10825247543337801
PPWD1	0.43141596439908003
PEBP1	0.338459945626228
ZNF24	0.111806864456532
YPEL5	0.31051227085806105
LMNB1	0.21452173815383
REXO5	1.12464522750292
XYLT1	-0.009355849690845
NUP133	0.21653037339355
LPCAT3	0.43426529220074495
HEXB	-0.229080393737105
UBE2K	-0.152703973107524
N4BP2	0.18056763862619699
TBC1D1	0.4106622220081071
RSBN1	0.229791582433941
PPP2R5A	-0.018822721839506
PPP2R3C	0.27854249767649397
MAN2A1	-0.021722793323565
USP22	0.139692637228002
MSMO1	0.127751901231663
VPS13C	0.501489914163611
ICE2	0.09152218402833501
GPATCH2L	0.368984710002707
MIB1	0.164220573682751
TMEM260	-0.127961861901309
IPO5	-0.080033455873194
PALB2	0.3715083807083479
KIAA0556	-0.203215784022459
RNF138	0.07446528606487401
LPIN2	0.204763516192721
NDC80	0.12334368651455499
THOC1	0.060113177123884
USP14	0.176531274808754
HERC2	0.6173921753222
SLC7A5	0.378905346759165
UTP20	-0.011876515114383998
KPNA3	-0.013413913119826999
RTRAF	-0.286707409057965
UTP6	0.210177491840167
PSMD11	-0.07154055008290401
BLMH	0.302496313885656
TAOK1	0.286776254971922
BTBD1	0.20353597179309804
ERP29	0.25753736177803604
ANKRD13A	0.34847650379899703
RBM19	-0.044764515056961
NAA25	0.546707783527822
ZFAND6	-0.178115603373073
FAH	0.08640742203603902
MESD	0.42424759569687004
AARS	6.12916376901965e-05
VAC14	0.082757310495895
TANGO6	0.33352066758662996
NDST1	-0.08239913879193901
PFDN1	0.16293685222694598
ANAPC5	0.41054832436335
GNB5	-0.098881660078627
AP4E1	-0.07338726037431599
MAPK6	-0.268800341376878
SPPL2A	0.36852041465269203
SPG11	0.195460711254863
EIF3J	-0.023729314403747995
APH1B	-0.231093541395263
AAGAB	-0.00545747421053
TIPIN	0.04722432203726
TRIP4	-0.366882696295333
SNX1	-0.10951767515684402
RAB11A	-0.204843538124158
LACTB	0.086772037870373
CCNT1	0.078276977948443
FAF2	0.13827657840791
CNOT6	0.042898609446748004
TUBGCP3	0.320572349166838
RBM25	0.103618791309509
SPAG9	-0.033750243691685
MARS	0.07021956336521
ATP5F1B	0.129597472657327
PIK3C3	0.03521372536392
PHF3	0.29445199316730203
ATF1	-0.345428988210046
ZDHHC2	0.564629594500643
MCM4	0.34636726356547104
ERICH1	1.27855914003008
ANKRD12	0.11851308253838601
CEP76	0.448080005371702
RBL2	0.27951327818599797
LPCAT2	0.035136582801588
WDR59	0.09870550683199301
MTFR1	-0.447460297709511
SMAD2	-0.027930775130287005
KCNH2	0.5764012903411949
RHEB	0.427957092137821
KMT2C	0.421878977736852
PSMB1	0.115364078432453
ADNP2	0.039255398729396
CSPP1	0.115821240957465
TRAM1	0.15139368201559197
ARFGEF1	0.145810959298658
TMED2	-0.007799363041382
YY1	0.35942566931959
RCOR1	-0.046112720942547
CD33	0.5029897016613649
PIH1D1	0.251861104396756
SCPEP1	-0.051944805303002994
VMP1	0.265678523025374
PRR11	-0.013923730596497
TRIM37	0.177665782135497
NUBP2	0.12083134436403599
PKD1	0.369092471451635
ELOB	-0.006188060945436
TELO2	0.38232120483435206
AXIN1	0.5643050917151999
CREBBP	0.220918481079668
ALG1	-0.136032110791396
UBN1	0.15188499403590697
AC026470.1	0.29807941258680104
WSB1	0.23602225447126396
DHX8	0.077523994524488
COTL1	0.19177822059009
ERP44	0.106179307167644
GINS1	0.251356406361889
SLC12A2	0.71701615190646
FBN2	0.16868830265016
RNF167	-0.063183786562086
CFAP20	-0.176136179325471
CSNK2A2	-0.16795381916696203
COQ9	0.109815035768824
NLRC5	0.289133551596606
SRCAP	0.094258524149018
SETD1A	0.5284926578468989
ZNF629	0.241808346985774
SEC23B	-0.101496223138753
SPTLC1	0.6545903933211851
ZC3H3	-0.30559252916165297
RPL8	-0.12151051118606401
SLC9A3R1	0.06453142458649
RBM42	0.439014539431383
VAMP7	0.152894693575087
CCNE1	0.425802114752478
IMPAD1	0.048899980060088
RAB2A	0.103117886230892
ITCH	0.07096910096822999
ACIN1	-0.093327974426526
TEP1	-0.315828175262179
PHLPP1	0.085485190845016
PRDX1	0.058453167779447
PGS1	-0.193468917086654
TIMP2	-0.134624376702815
ELL	0.048581397144754006
MAST3	-0.033213698263597
MAU2	0.11111198128589801
HUWE1	0.13082171158846903
BPI	-0.040507362554930995
RALGAPB	0.15857787402812698
XRCC1	0.18404569039203603
KCNN4	0.045797028895066
PAFAH1B3	-0.472386813843748
HACE1	0.835589994688652
ATRN	0.13353556630050697
MAP2K2	0.23060779280760602
GNA15	0.6334650158008299
DPP9	-0.14136060433131697
YJU2	0.380213027758665
PIAS4	-0.42055548826548206
CSE1L	0.16841760322924498
ZNF330	0.10283624565873
MAPK3	0.337248756643313
MAP3K8	0.074690044449547
EPC1	0.8892389829737529
MTPAP	-0.31284204369683805
DPH1	-0.8339247721172841
ABCA7	0.075588865785805
ZNF264	0.46712451309596204
CCDC6	0.364669745684921
CABIN1	0.11179880997508099
CAPZA1	0.246340387333448
KIF18A	0.16168361941564302
DGCR2	-0.023473560796218
UFD1	0.023861187301375
MED15	-0.040989912785979
HIRA	0.16418998001017499
PPM1F	0.600074050597744
UBE2R2	-0.138631193249771
ACTR3	0.004640627051095
DDX18	0.285735614372635
ARFGAP3	-0.22104132526314102
PACSIN2	0.34473983677115
EP300	0.06338820738746499
DESI1	0.39711441434009903
LIG1	0.169238123938393
TCF25	-0.16321665756464002
NAPA	0.06816548520771999
BLVRB	0.3494065720271631
BRD4	0.057797866360778
ASF1B	0.16934353247603195
ILVBL	-0.10374521945652901
FAM32A	-0.03472745607443899
MED26	0.271022057995439
COMMD9	-0.46429785602072404
PPP1R12C	0.21512404778129102
ALG6	0.11721586117106099
WDR11	0.528306638100488
P4HA1	0.282945609193728
VPS26A	-0.08596899756168902
PALD1	-0.23062431188029003
APLP2	0.099637713916076
FOXRED1	0.010780533164741998
DCPS	-0.025040480811715
SIAE	-0.10085994439323699
ARID3A	0.06000671077918599
ELANE	-0.204013890005942
MTIF2	0.20128544640429397
IFIH1	-0.154485596462825
OSBPL5	-0.083112576643745
PNO1	0.11876040985369099
TAF1B	0.315959175462053
POLD3	0.37724542465903005
SNRNP40	0.37359010033251705
DNAJC8	0.29788246457258505
MECR	-0.043514132296443006
FAM20B	-0.343026782745391
SRBD1	0.5978332923416789
SGO1	0.05345551299916999
FNBP4	0.051180139401369
NDUFS3	0.39419056947566705
CHMP2B	0.081917684112394
EIF2AK4	0.32981876960723805
WDR76	0.3586514761158211
ZNF106	-0.07798635176241499
OSBP	0.059595036884996
POLR1A	0.042208119689350995
VAMP8	0.41690694142006
CAPG	-0.26419910344352
USE1	0.07139210991641401
STAM2	0.06018125393565
STRN	-0.177620705049834
STK17B	-0.03093404058116
GTF3C3	0.160012549380636
COQ10B	0.023390962758546
USP13	-0.009195142496033001
PIK3CA	0.623936527669158
MFN1	0.29442376605799897
TAF12	0.574645823154371
SLC9A1	0.761286192517027
GATB	0.40148419205809005
EHBP1	-0.22990630348247
SLC7A6OS	-0.38532169694391205
CKLF	0.29394324012511797
CTCF	0.250014344670842
NECTIN1	-0.016789393495356
SC5D	0.174986769281039
CBL	0.18397227876923497
FARP2	-0.42862298995956205
DNAJC10	-0.29480833714519605
MCOLN1	-0.22763961459101104
GPR108	-0.361771816910123
DGUOK	-0.140469186009134
HAT1	0.18001097177614897
ATF2	0.12081827049169401
GPSM2	-0.430164342145559
MCM6	0.141151894149953
CCNT2	0.6536733256658771
ZRANB3	0.34436380301456304
DARS	0.181452663952438
AGPS	0.3097269718081
ORC4	-0.7222933703302242
ARID4B	0.518204276995779
NID1	-0.35307040570378206
CPOX	0.305457557617433
MUL1	-0.11946986038982499
PPAT	0.278450056738673
SRD5A3	0.21498678856858
NOA1	-0.235756363861207
PDCL3	0.031885566878197005
TXNDC9	-0.018908568531462
GFM1	0.234290995823154
LXN	0.37685787361660794
ALS2	0.027048619444608
NOP58	0.459188365870113
OCIAD1	0.171335551202101
SLAIN2	0.21621289744479102
TOP2B	0.05467099357603299
HERC3	0.19382911091719396
HERC5	0.2250839818051
PIKFYVE	0.348150896140634
CUL3	0.275797840186725
MXD1	0.063340785029047
ZNF638	0.267763871791689
SLC30A9	0.278381830036038
CSTA	0.13944633809751
BBS7	-0.39089033661206896
KIAA1109	0.47825239478956
RBBP5	0.23955515521990303
IFT57	0.284103655620373
UBE2S	-0.081401600801769
AGA	0.407912938132422
NEIL3	0.141783782331254
PSMD3	0.057960177573786
CASC3	0.343724788911888
ATP6V0A1	0.007477510569245001
STAT3	0.09646071034784301
NNT	-0.360907233745303
MTRR	0.39980440424538105
FASTKD3	-0.300761645641017
NSUN2	-0.017233316678959
UFSP2	-0.612105701807398
CAD	0.02735265975201
RAB10	0.236958829043657
FOSL2	-0.12364770748185301
GPN1	0.045042705068599004
GTF3C2	0.079045959774301
ADD1	0.197961333613688
TMEM175	-0.097238389999064
PLPP1	0.473546250328691
TYK2	0.280834139337286
LYL1	0.063379528933755
NUP54	0.249530594432829
USO1	0.298996737938272
ARSB	0.116504354168256
RAD18	0.396514262278017
SDHA	0.010127690413704
PDCD6	0.26397184380210104
XRN1	0.33206348235085803
GRPEL1	0.07723698915643401
MGAT4A	0.496262532817
CDV3	0.08921493742220402
GALNT7	0.137077599052953
DGKG	-0.37632125856858395
DNAJB11	0.638639505367834
DEPDC1B	0.068535150017007
MCM2	0.251656629887625
RAB7A	0.191316128474323
ZFR	0.009383249660848
GOLPH3	0.350395272863371
SUB1	0.09463178280080199
MSH3	0.314675772835435
CPEB4	0.08200807510167402
FBXW11	-0.220554552213053
THOC3	0.038002906662889996
RPL26L1	0.70321681428512
WDR70	0.059545475842826
CENPE	0.106477562860051
CASP6	-0.23129755603668303
PAPSS1	-0.062589062635781
PAIP2	0.059927722377845986
LSG1	0.11631378073789699
PCNP	0.019611393242999
RBM27	0.7236479586175871
SPDL1	0.478410272735245
SSBP1	0.6892568158948541
VDAC1	-0.10777644369094198
UBE2B	-0.25471366813775
AFF4	0.43163346149480997
MED20	0.20543424735263102
XPO5	0.281847816992079
SRF	0.039646957095282
NRP1	0.4276171015460689
HIBADH	0.08317299639318401
POLB	0.113216818556116
NBN	0.20887719428524698
PRDX5	-0.22390738525903198
POLA2	-0.168327553355045
B3GAT3	0.8352802596581059
MGST2	-0.017436959941319
USP4	0.262166253172004
PTPN23	0.27085545586841897
PRKAR2A	0.222410085193066
EXOSC7	0.088524269559049
SCAP	-0.17179494967091502
MCCC1	-0.474784896098945
CPT1A	0.25865382427046696
GAL	0.153423780481
FBXO3	-0.23933225407630604
TCIRG1	0.179708256837645
CHKA	0.20924734076273002
KAT6A	0.52262027350125
DBF4	0.035481710215868
SRI	0.024562742881453
CDK6	0.10886147600720099
ANKIB1	-0.006035326474735
ANLN	0.079694308767401
EIF4H	-0.046113315209954
ZNF800	-0.028041620115968998
ACAT1	-0.060900793540604
PMS2	0.589402626991572
MAD1L1	0.49767248502985606
GET4	0.33351272271209803
HNRNPH3	0.301203061691393
CCAR1	0.414252673415625
REXO2	0.29470574266667
SQLE	0.14250375469805898
SNX19	-0.21932395344014702
MAPKAP1	0.36347709110729604
GTF2H1	0.39973996355856395
PIK3C2A	0.336524009815914
FAM160A2	0.3823739737359799
IDE	-0.1542127057574
BTAF1	0.15774674750528198
GLT8D1	-0.07748797325691499
RBM6	0.301834246905964
TMEM115	0.071444415514289
GMEB2	0.07096532731299701
GID8	0.34055583905885195
DIDO1	0.09128337267839501
SLC2A4RG	-0.19106657724082102
PRPF6	0.057159401439720994
FBXO7	0.010740316213046
EIF2B2	-0.909282469113651
PATZ1	-0.012243805433665001
ALG10	-0.1515944749959
ETNK1	0.08482515119687202
ZCRB1	-0.026322014034089
NDUFA9	-0.316947775597701
TAPBPL	0.38693475930280996
LLPH	-0.015419379231663
GLIPR1	0.056480411808495994
TMEM19	-0.114432959334578
CPSF6	0.160364344026448
TMTC3	0.215243274767814
TMPO	0.05248950327836
SLC15A4	0.532041522432354
SUOX	0.351098892341344
TARBP2	0.5530698077656441
NABP2	0.418452232695046
ITGB7	0.586502532571591
LMBR1L	-0.558217404929939
C12orf10	-0.451794724018959
ESYT1	-0.019078854180014
ANKRD52	-0.038926995893028005
RB1	0.05118638356944901
VPS33A	0.182192593586318
ANKRD10	0.173553431664894
CDH24	1.31577159655867
TINF2	0.36219630723545904
NOP9	0.21166090869283397
FANCM	-0.265248850534672
L2HGDH	-0.637595865629648
PELI2	-0.303088392183886
WDR89	-0.46039468060274497
TRIP11	0.14990520226221699
EMC4	0.17657518322396698
MFAP1	-0.233337935861905
SORD	-0.001153332361263
SLC27A2	0.39016431868940793
BNIP2	-0.094890950356206
SRP14	0.279144719004001
TSPAN3	-0.108791285639555
WDR61	-0.015412087343721001
IGF1R	-0.0043223123881049996
BBS4	0.595934202921804
PML	-0.07629343241192
SCAMP2	0.070827047103735
POLG	0.5749681674214621
TICRR	-0.31626183057284996
ZNF710	-0.136175228328141
FURIN	0.14916533229478698
IQGAP1	0.066256456067577
EFL1	-1.18020828208803
PMM2	0.274674334338732
UQCRC2	-0.05295197453614799
AC092338.1	0.40614803952015205
DHX38	-0.30616202515153995
TXNL4B	-0.042336194508932
ZFHX3	0.279555532537002
IRF8	0.274734126200469
NDUFB10	0.041441334583138
DEF8	0.7935966256813639
CBFA2T3	0.58898997335737
GALNS	-0.266586964864843
NCOR1	0.3678880302056661
COPS3	0.33452986237741905
NOB1	-0.022894546242447
PRPSAP2	0.513865566496452
TOB1	-0.314174004194003
SGSM2	0.9616782141485369
G6PC3	0.07855873234088401
AFG3L2	0.306446613076018
IMPA2	0.15921429537168302
SLC39A6	0.111074874825903
GALNT1	0.180895431571986
ESCO1	1.03958283548622
RMC1	0.06370614570970701
NPC1	-0.044899052935132
EIF4A3	0.152172906273989
FN3KRP	0.345873489360686
TRIM65	-0.044069209686498
CEP131	-0.309890529742557
CBX4	0.134897534260078
DYM	-0.054855122601617005
ZCCHC2	-0.005553384759663
TXNL4A	0.23576110203756898
AKAP8	-0.191445588379776
ZNF544	0.14205948600336998
PRDM15	0.072590189369398
FEM1A	-0.435443662409937
SH3GL1	0.410561454364529
PGPEP1	0.260029974810983
CCDC97	0.094735287182737
SSBP4	0.796571815899621
SMG9	-0.045146387306474994
IFNAR1	-0.33190443591587393
SOD1	0.325523214132745
SCYL1	-0.14472174235937801
EMP3	-0.449004315120819
SAE1	-0.066626222868581
GEMIN7	0.19890550011715
TIMM29	0.454434616409021
ECSIT	-0.5818099391061899
TIMM44	0.49638132029904497
KLHDC4	0.49524664739109797
PSMB6	0.193059036187553
ZNF473	-0.330848958396867
RPS11	-0.084371892904325
WRAP73	-0.055904942815232006
PGD	-0.08898512099687599
PLK4	0.37684323238552503
PSMA5	0.070906335725166
CD53	-0.153564964891425
MPC2	0.44427047228053296
SFT2D2	-0.7714376295751129
FCGR2A	0.027348981732445998
NUF2	-0.2880138644149
UAP1	0.250084201308467
PRCC	-0.181737224342073
PRUNE1	0.22872029344353798
SF3B4	-0.111117625456136
S100A11	0.12607591642872198
SETDB1	0.11098803533878399
CERS2	0.35234639435879705
POGZ	0.053355270005953
GOLPH3L	-0.252942906203062
EIF2D	-0.040023131952422006
JTB	-0.043393246966784
CREB3L4	0.630735269478803
SDE2	-0.117011041976928
ARF1	0.11207656753374999
ITPKB	0.134734999911985
C1orf35	0.006487072977589999
LBR	0.096836352647659
ARL8A	0.290502240840899
GALM	0.5480423337326961
RPS27A	-0.068573592904193
ETAA1	0.292183417296427
MRPS5	0.05564216839229
SFXN5	-0.42829272219356795
DUSP11	-0.239470582304651
RALB	0.19253540803457997
SLC20A1	-0.004427555318660999
UBXN4	0.220080768125907
POLR2D	-0.21667499308421698
AMMECR1L	-0.462424588835325
SCRN3	0.605662833289596
METTL21A	0.37438683816916896
SUMF1	-0.18300374180824
UBE2F	0.043748024663595
HES6	-0.013477846383433
RAB5A	-0.17024564662519198
PNKD	-0.083552391117258
DYNC1LI1	-0.200812637288729
SLC25A38	-0.128186638512646
ARL6IP5	0.006123544299611
LIMD1	0.087544248203106
ABHD10	-0.166353918582556
RABL3	-0.19840532658722895
ATP6V1A	0.21463363187506698
FTH1	0.290325215689798
EIF2B5	0.53291747023479
CENPC	0.14868684144296898
ATP10D	0.8218360057159871
ENOPH1	0.130361882112834
KLHL8	-0.201366135104504
PYURF	0.167503118271313
TBCK	-0.227182684040368
DDIT4L	0.21143281494692
SPATA5	-0.132578756796436
CCNA2	0.290068841948901
SETD7	0.5493668393708371
NAF1	-0.23088252584643
RPS3A	-0.23658220195936397
MARCH6	0.125483933871723
OTULINL	0.09996905351745099
RPL37	-0.067086095758016
PELO	0.059784562116742004
IQGAP2	0.122081250662423
RASA1	0.15997778195465398
COMMD10	0.271935385546456
YIPF5	0.28401262695881896
ARHGAP26	0.18676442314277802
NHP2	0.169716171849476
FARS2	-0.434181350731407
CDKAL1	-0.27930043510992797
ZMAT2	-0.128905125302568
HIGD2A	-0.086543583342697
RNF44	0.32136172566780896
MMUT	-0.080170434452002
ABT1	-0.045141964765605995
ANO7	-0.195651279044327
NFKBIE	0.224694987725067
PHIP	0.332060967918104
MMS22L	-0.18883273653324698
PM20D2	0.32967239157744
GGCT	0.576379769574641
CCT6A	0.09853015778020699
LAT2	0.113081131995229
GIGYF1	0.18667820712439898
NOM1	0.19221439713407198
CDK16	0.7176187420163851
NDUFB11	0.027382659228712997
NONO	-0.058826587036159
UPF3B	0.349265222409197
ATP6V1B2	0.005166894402887
BIN3	-0.19890296367664498
DOK2	0.033683760265941
TNFRSF10B	-0.32412082756633004
DOCK5	0.36491626428443497
ERLIN2	0.265533063511101
GINS4	0.09987612180623301
ARMC1	0.316739923712193
MRPS28	-0.163865999843109
LACTB2	-0.08386913317182
TERF1	-0.13343626549670698
LRP12	0.45207393957417397
UHRF2	0.13308258479177698
PLIN2	-0.031378059112486
SIGMAR1	0.247447873973344
FAM120A	0.28380622392141497
ASB6	0.143043179593122
DPH7	-0.43610134538282497
NOTCH1	0.43506280772666606
NACC2	-0.144772868200198
NRBF2	-0.25181968764628
GLUD1	-0.030401317356476002
FUOM	0.862520960430775
PPRC1	0.059612908187071004
ITPRIP	-0.599122642824086
LIN7C	0.050717566753025994
IMMP1L	0.5347990071710511
HSD17B12	0.152362324112685
SSRP1	0.075286051846787
TMX2	0.066500384411597
SLC43A1	0.167359402144199
HIKESHI	0.187483070888378
CCDC82	0.34401882970497494
PAK1	0.38013530477512203
RPS3	-0.273737120865226
NPAT	-0.445005403536823
ATM	0.33507483873648103
AASDHPPT	0.405522933343549
LAMTOR1	0.030746376333064
MTA2	0.08242353439642401
WDR74	0.024871969364017
MS4A3	0.099301724304901
EI24	0.5006180129922639
CEP164	-0.857361425856402
COMMD7	0.28242676368340897
LSM14B	0.423171827603345
AIP	-0.026042421563067995
NUDT22	0.18277386041898197
FERMT3	0.073020320747651
PLCB3	0.065148657551088
MRPL49	0.12378590452887599
CAPN1	-0.124704347223631
VPS51	-0.18715231539942603
PPP4C	0.018112771731042
HIRIP3	0.058547492349955
SIRPB1	0.522781787849003
DUSP6	0.285169001716361
CWC15	0.37920549434656503
UHRF1BP1L	0.9205197208699889
PDCD4	0.051037836325748
CCT5	0.241792256474426
DLAT	0.075059769112773
USP15	0.050792687295108
CRIM1	0.741689299431259
SEC24D	-0.012309787882947
DENR	0.70877417323295
RILPL2	-0.09751179887420901
SLC7A11	0.24425062828341298
NOCT	0.07242231665245
NGLY1	0.375401942675935
OXSM	-0.572541531354385
PLBD2	0.07418587958817599
NARS2	0.303320448457148
NUBPL	-0.07989160371767098
CDC123	0.37897379566554906
SCLT1	-0.200858750201268
ACAD8	0.15265589331400797
VPS26B	-0.371323560917892
QDPR	0.088634428718439
PIGF	0.552446810313339
CENPU	0.018901870759248
ACSL1	0.06649181021683201
NBAS	0.022542633780117994
GUF1	0.377021575612617
PABPC3	-0.11581125066204101
FBXO4	-0.17936908666687698
PARP8	0.272526304656784
NVL	-0.179753508285621
TXNDC16	-0.41926572793721706
KANSL1L	0.432118658323067
FARSB	0.16594391269247102
MGAT5	0.307645623465247
MED13L	0.660940810379011
GEMIN6	-1.5888777045578302
RNF219	-0.04355770810791001
ARL11	0.06117745778184299
ARL14EP	0.480208362445554
EPG5	0.269936981417946
ATP5F1A	0.06838390518628501
HAUS1	-0.056222034407059994
PDE3B	0.135517658795336
CWF19L2	-0.24129229924687698
ANKRD44	0.32698812588303006
MARS2	-0.044840597214165
ZNF551	0.15501652535762198
ZNF256	0.514645793894538
ZFP36L2	0.16602892440725198
PPM1B	0.223326675343081
IGSF10	-0.039314040125546
NIPBL	0.12334638431039098
GPD1L	0.360921396572346
GMCL1	-1.0164979870892499
JADE2	0.536725393659999
WASHC2A	0.007428914361343001
HHEX	0.455874777539984
CENPH	0.660758008579449
NUBP1	0.232857803593496
RIOK2	0.14835152020713802
SMARCA5	0.292008497714009
SYCP2L	0.441477547438667
UXS1	0.37924559082920795
RANBP2	-0.10663827451555001
TMEM87B	0.11406827500245402
ATG3	0.15640053943685298
TRAPPC8	0.113032740933606
UBP1	0.401502964443306
RMND5A	0.33351306482914506
RPIA	0.212526985000287
VILL	0.570037475053819
GTF2E1	-0.192942391278493
CFDP1	0.363165798965591
CHD1	0.25257862569579104
DGKE	-0.19636132663492803
IMPACT	0.11848754632306699
UBASH3B	0.136607734434114
OTULIN	-0.12246460691083501
TOMM70	0.091024897437624
ATP8B4	0.636111239498008
TRIM11	-0.06643858761334201
CCSAP	0.03620661846297701
DHX32	-0.12183287849072
ATP5MC3	0.254566639193644
ELOC	-0.140912842612828
C21orf91	0.4094706765340871
TSEN2	1.14765095390735
SLFN13	0.4320457675342221
XPC	0.380243717329586
FLCN	0.02432282666318
ANKRD40	0.779517128340545
CA2	-0.17874616902201199
ERCC3	-0.456592555729577
KLF10	0.11579002701621599
PIP4P2	-0.554164056876001
OTUD6B	0.11329361298964698
AGPAT5	0.32315483911302195
MAN2B2	0.205882366607406
HSPA13	0.24691194909713
SAMSN1	-0.063403033610629
LONP2	-0.146033062954407
NIFK	0.34488081668245696
OXA1L	-0.483252474134311
GEMIN5	0.316499056480088
CNOT8	0.18394123511466298
AKR1B1	-0.00836537791203
NUP205	-0.008092357195992
C1orf112	0.444026603131145
BANP	-0.295097187845191
CASP10	0.510411172543438
SLC26A2	0.127292737421352
ATP1B3	0.015250070992669
SMC2	-0.16708879691104903
TMBIM4	0.1237502290212
VBP1	0.10593592063374
GNAQ	0.10473745202771301
ADK	0.219332071282133
DRAM2	-0.422570736207455
STOM	0.049022835608131
NAAA	0.240946184049999
CCT8	0.029769756065481004
BACH1	-0.079171015096986
SCAF4	0.39627953268394395
MTERF3	0.268126469462935
RPL30	-0.09314373070856698
TYSND1	-0.5072725409116939
ZDHHC5	-0.11298278733603001
ZFAND3	-0.49061983878811605
AIFM1	0.050211743440165
BAG4	-0.253833953416173
TBC1D31	0.238343496942249
ATAD2	-0.08470718121066499
NSMCE2	0.29094564234879305
FRRS1	-0.045151799287858
SASS6	0.010846727064680001
B3GNT7	-0.023917345811319
FANCD2	-0.067333562336399
TATDN2	0.25694626060264303
ODR4	0.46229437281956104
PRKAG2	0.32572042054386197
HMGCR	0.273494549587522
GATAD1	0.316727325644426
IPPK	0.20304073577229298
PDF	-0.35120722328319803
PDPR	0.035837646183725994
DHRS1	0.875804319808982
KIT	-0.080008644707133
CCNB2	-0.115660973312642
APPL1	0.301673546959803
COQ5	-0.17677268585608602
WIPI2	-0.314439319196882
MRPL17	-0.099474482525921
DUSP2	-0.573074616128971
NCK1	0.177749904509944
FANCC	-0.06944381062635699
ABHD3	0.225315664579379
PIK3CB	0.230701459859515
ACTR1B	0.417159663931248
HIST1H2BD	0.188400999572168
MITD1	-0.144998208184959
EIF5B	0.14222675953512498
CNOT11	0.047878448620159005
NCF1	0.057420053807568
ZFAND2B	0.784740001393788
USP21	0.462182501484794
SLC39A14	0.11542057695233501
ARHGAP17	0.293531225248808
TMEM141	0.683280169663309
MIS18A	-0.075346249901327
CFAP298	-0.029209292898801
KPNB1	0.132111459363434
IL10RB	0.06892862683063
MRPL10	-0.395191526189757
NCOA5	-0.11926467946480099
ELMO2	-0.26695030395590397
ARAF	0.339986153226802
OGFR	-0.196616074946441
ATP5PO	-0.250405742135242
IGF2BP1	0.265588403759687
CBR1	-0.115548973561316
MCAT	0.10737621031142998
RFX5	0.8261830812275699
PSMB4	0.031048493775663998
HK2	0.28114719381885606
ALDH4A1	-0.11144447614410499
AMFR	0.208963169506635
UBR1	0.19345009907893804
MED8	0.301454974621952
CPNE2	-0.225883433534303
GPBP1L1	-0.322673179144509
TRMU	0.30340197666046304
CTBP1	0.15883435178399402
CALM3	0.00993713314454
SSU72	0.960573860669972
CCDC58	0.315251770834773
PKNOX1	0.048936762832235005
U2AF1	0.28035874752169004
PDXK	-0.264589325840022
CSTB	-0.21288468555139103
AGPAT3	0.581496919377689
TRAPPC10	0.3839489571285229
FAM207A	0.23825632881141504
MCM3AP	0.236852686592131
SHKBP1	-0.210068436832251
ZER1	0.13249183996257802
MED27	-0.140332876232447
TMEM199	0.09324111079449499
FLAD1	0.380223957437317
UBE2Q1	0.083012401594813
ANO10	-0.278127074347026
CCR2	-1.15618410087797
CCDC12	0.15232713971549802
PPP1R35	0.019506350173174
RNF126	0.38938287181769804
NACC1	0.35709114121780394
HK3	-0.21691212385315697
IER2	-0.27115823875092604
CPSF4	-0.134114608354153
LRRC14	-0.049810667580453
ALKBH4	-0.273843677123984
PSMC2	0.04900598605359201
YDJC	0.258423621818019
DCUN1D1	0.017379964874535
BAX	0.734109529601647
STAT5B	0.35367260168088704
ALDH16A1	-0.26518882494414603
PSME3	0.249782787246185
NCKAP1L	-0.030971978408701
ITGA5	-0.029709783045472
LEMD2	0.948739374548067
EIF4A1	0.127586149064947
RPL26	-0.027175973118515
POLR3K	-0.13171781654091402
LUC7L	0.083290502971815
CRAMP1	0.8598468738691759
SLX4	0.07816704616064
ADCY9	0.892507547718099
NEU3	-0.36905712770097493
MAP4K2	0.04694663461061099
UBXN1	0.38225541352692405
NCKIPSD	-0.28679338310179
NXF1	0.128004850060675
STX5	0.148836799584974
RPL29	-0.171036910992742
ZFPL1	0.153843782886003
LRP5	-0.405888906704748
TPCN2	-0.312725508907245
CZIB	-0.169384226908244
USP24	0.49682935634155795
GMEB1	-0.693845665212698
LAPTM5	0.060306148354396
GFI1	0.15857032961602696
AGL	0.284751698945267
ZNF281	0.40435556911492204
ARPC5	0.04820476109223001
